A,B,DISTANCE,CAPACITY,NUM_LANES,FTYPE,FFSPEED,ALPHA,BETA,TOLL_SEGNUM,TOLL_POLICY,TOLL_TYPE,TOLL,TOLLSEG_LEN,DIR1,DIR2,DIR3,DIR4,AM_TIME,MD_TIME,PM_TIME,EV_TIME,EA_TIME,AM_VC,MD_VC,PM_VC,EV_VC,EA_VC,AM_TOLL,MD_TOLL,PM_TOLL,EV_TOLL,EA_TOLL,AM_SOV,MD_SOV,PM_SOV,EV_SOV,EA_SOV,AM_HV2,MD_HV2,PM_HV2,EV_HV2,EA_HV2,AM_HV3,MD_HV3,PM_HV3,EV_HV3,EA_HV3,AM_TRK,MD_TRK,PM_TRK,EV_TRK,EA_TRK,TRK
40288,40289,0.0543,2030,1,96,68,0.75,4,25,5,1,0.75,1,0,0,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
40289,40298,2.4614,2030,1,96,68.6,0.75,4,0,0,1,0,0,0,1,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
40298,100371,0.7185,2030,1,96,68.6,0.75,4,0,0,1,0,0,0,1,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
40299,40308,2.4711,2030,1,96,68.6,0.75,4,0,0,1,0,0,1,0,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
40308,40309,0.0553,2030,1,96,68,0.75,4,25,5,1,0.75,1,0,0,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
40309,100384,0.795,2030,1,96,68.6,0.75,4,0,0,1,0,0,1,0,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
40317,40318,0.1339,2030,1,96,68.6,0.75,4,0,0,1,0,0,1,0,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
40318,40321,0.1635,2030,1,96,68.6,0.75,4,0,0,1,0,0,1,0,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
40318,40350,0.039,2030,1,98,68.6,0.75,4,0,0,0,0,0,0,0,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
40319,40322,0.6905,2030,1,96,68.6,0.75,4,0,0,1,0,0,1,0,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
40321,40319,0.0708,2050,2,96,68.6,0.75,4,0,0,1,0,0,1,0,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
40322,40346,3.1061,2030,1,96,63.2,0.75,4,26,5,1,0,1,1,0,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
40337,32117,0.0853,2030,1,91,58.1,0.75,4,0,0,0,0,0,1,0,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
40339,28567,0.6493,2108,2,91,66.8,0.75,4,0,0,0,0,0,0,1,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
40340,28622,0.3217,2108,2,91,67.3,0.75,4,0,0,0,0,0,1,0,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
40344,28766,0.5347,2282,5,91,61,0.75,4,0,0,0,0,0,0,1,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
40344,40345,0.0271,2030,1,97,68.6,0.75,4,0,0,0,0,0,0,0,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
40345,40269,0.8844,2030,1,96,63.2,0.75,4,26,5,1,0,1,0,1,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
40346,40337,0.5745,2030,1,91,63.2,0.75,4,0,0,0,0,0,1,0,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
40346,40347,0.0332,2030,1,98,68.6,0.75,4,0,0,0,0,0,0,0,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
40347,34674,0.0935,2282,5,91,60.5,0.75,4,0,0,0,0,0,1,0,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
40348,40317,0.0461,2030,1,97,68.6,0.75,4,0,0,0,0,0,0,0,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
40348,40350,0.2177,2142,4,91,60,0.75,4,0,0,0,0,0,1,0,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
40350,32929,0.1953,2142,4,91,60,0.75,4,0,0,0,0,0,1,0,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
40351,35982,0.2755,2142,4,91,60,0.75,4,0,0,0,0,0,0,1,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
40351,40279,0.0424,2030,1,97,68.6,0.75,4,0,0,0,0,0,0,0,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
100032,100034,0.2911,1800,2,96,75.7,0.75,4,0,0,1,0,0,0,1,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
100033,12169,0.0174,1800,2,98,75.7,0.75,4,0,0,0,0,0,0,0,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
100034,100036,0.0089,1800,2,96,73.6,0.75,4,0,0,1,0,0,0,0,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
100035,100033,0.2904,1800,2,96,75.7,0.75,4,0,0,1,0,0,1,0,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
100036,100038,0.3971,1800,2,96,75.7,0.75,4,0,0,1,0,0,0,1,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
100037,100035,0.0098,1800,2,96,73.6,0.75,4,0,0,1,0,0,0,0,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
100038,100040,0.2551,1800,2,96,75.7,0.75,4,18,5,1,0.9,5.02,0,1,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
100039,100037,0.3964,1800,2,96,75.7,0.75,4,0,0,1,0,0,1,0,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
100040,100056,4.0645,1800,2,96,75.7,0.75,4,0,0,1,0,0,0,1,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
100041,100039,0.2554,1800,2,96,75.7,0.75,4,18,5,1,0.9,5.02,1,0,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
100056,100062,2.8111,1800,2,96,75.7,0.75,4,0,0,1,0,0,0,1,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
100056,100292,0.0188,1650,1,98,70.1,0.75,4,0,0,0,0,0,0,0,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
100057,100041,4.0651,1800,2,96,75.7,0.75,4,0,0,1,0,0,1,0,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
100062,100064,0.2879,1800,2,96,75.7,0.75,4,17,5,1,0,1.44,0,1,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
100063,100057,2.8105,1800,2,96,75.7,0.75,4,0,0,1,0,0,1,0,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
100063,100295,0.0127,1650,1,98,70.1,0.75,4,0,0,0,0,0,0,0,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
100064,100066,0.0234,1650,1,96,73.6,0.75,4,0,0,1,0,0,0,0,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
100065,100063,0.288,1800,2,96,75.7,0.75,4,17,5,1,0,1.44,1,0,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
100066,100282,1.1276,1800,2,96,75.7,0.75,4,0,0,1,0,0,0,1,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
100093,100286,2.9016,1800,2,96,75.7,0.75,4,0,0,1,0,0,1,0,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
100094,100107,2.8027,1800,2,96,75.7,0.75,4,0,0,1,0,0,0,1,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
100095,100093,1.9496,1800,2,96,75.7,0.75,4,16,5,1,0,7.59,1,0,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
100107,13541,0.0456,1650,1,98,70.1,0.75,4,0,0,0,0,0,0,0,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
100107,100608,0.1565,1800,2,96,75.7,0.75,4,0,0,1,0,0,0,1,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
100108,100095,2.3073,1800,2,96,75.7,0.75,4,0,0,1,0,0,1,0,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
100109,100108,0.0168,1800,2,96,73.6,0.75,4,0,0,1,0,0,0,0,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
100110,100109,0.4174,1800,2,96,75.7,0.75,4,0,0,1,0,0,1,0,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
100121,100125,1.595,1800,2,96,75.7,0.75,4,0,0,1,0,0,0,1,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
100124,100320,0.0437,2030,1,98,47,0.75,4,0,0,0,0,0,0,0,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
100124,100601,0.4289,1800,2,96,75.7,0.75,4,0,0,1,0,0,1,0,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
100125,100127,0.0111,1800,2,96,73.6,0.75,4,0,0,1,0,0,0,0,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
100127,100135,1.0657,1800,2,96,75.7,0.75,4,0,0,1,0,0,0,1,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
100135,100137,0.3976,1800,2,96,75.7,0.75,4,15,5,1,0,4.32,0,1,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
100136,100124,2.6751,1800,2,96,75.7,0.75,4,0,0,1,0,0,1,0,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
100137,100153,1.2525,1800,2,96,75.7,0.75,4,0,0,1,0,0,0,1,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
100138,100136,0.3985,1800,2,96,75.7,0.75,4,15,5,1,0,4.33,1,0,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
100151,100138,1.0841,1800,2,96,75.7,0.75,4,0,0,1,0,0,1,0,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
100152,100151,0.0102,1650,1,96,73.6,0.75,4,0,0,1,0,0,0,0,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
100153,26218,0.0455,1800,2,98,75.7,0.75,4,0,0,0,0,0,0,0,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
100154,100152,0.1612,1800,2,96,75.7,0.75,4,0,0,1,0,0,1,0,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
100155,100157,0.3304,1800,2,96,75.7,0.75,4,14,5,1,0,6.06,0,1,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
100156,100313,0.069,1800,2,98,75.7,0.75,4,0,0,0,0,0,0,0,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
100157,100159,0.0214,1800,2,96,73.6,0.75,4,0,0,1,0,0,0,0,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
100158,100156,0.3296,1800,2,96,75.7,0.75,4,14,5,1,0,6.05,1,0,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
100159,100186,5.704,1800,2,96,75.7,0.75,4,0,0,1,0,0,0,1,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
100185,100280,0.0175,1800,2,96,73.6,0.75,4,0,0,1,0,0,0,0,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
100186,20448,0.0215,1650,1,98,70.1,0.75,4,0,0,0,0,0,0,0,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
100186,100190,0.7107,1800,2,96,75.7,0.75,4,0,0,1,0,0,0,1,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
100187,100185,0.2268,1800,2,96,75.7,0.75,4,0,0,1,0,0,1,0,0,0,0.29,0.13,0.15,0.12,0.12,1.18,0.59,0.77,0.42,0.16,0,0,0,0,0,6622,3257,4297,2315,827.3,0,0,0,0,0,0,0,0,0,0,864.8,476.1,577.9,319.7,187.3,1
