A,B,DISTANCE,CAPACITY,NUM_LANES,FTYPE,FFSPEED,ALPHA,BETA,TOLL_SEGNUM,TOLL_POLICY,TOLL_TYPE,TOLL,TOLLSEG_LEN,DIR1,DIR2,DIR3,DIR4,AM_TIME,MD_TIME,PM_TIME,EV_TIME,EA_TIME,AM_VC,MD_VC,PM_VC,EV_VC,EA_VC,AM_TOLL,MD_TOLL,PM_TOLL,EV_TOLL,EA_TOLL,AM_SOV,MD_SOV,PM_SOV,EV_SOV,EA_SOV,AM_HV2,MD_HV2,PM_HV2,EV_HV2,EA_HV2,AM_HV3,MD_HV3,PM_HV3,EV_HV3,EA_HV3,AM_TRK,MD_TRK,PM_TRK,EV_TRK,EA_TRK,TRK
18031,17375,0.14,1465,1,71,57.4,0.75,4,0,0,0,0,0,0,0,0,0,0.43,0.43,0.49,0.43,0.43,0.3,0.21,0.66,0.13,0.01,0,0,0,0,0,403.7,268.8,916.8,173.2,7.91,0,0,0,0,0,0,0,0,0,0,28.7,35.45,57.21,12.59,3.13,1
18035,18043,0.15,2108,3,11,66.8,0.75,4,0,0,0,0,0,0,0,0,0,0.2,0.18,0.22,0.18,0.17,0.67,0.47,0.76,0.39,0.11,0,0,0,0,0,6712,4508,7538,3942,1097,0,0,0,0,0,0,0,0,0,0,297.1,352.7,366.7,163.5,73.8,1
18037,18057,0.16,2108,3,11,66.3,0.75,4,0,0,0,0,0,0,0,0,0,0.17,0.1,0.22,0.09,0.08,1.11,0.77,1.25,0.65,0.19,0,0,0,0,0,6712,4508,7538,3942,1097,0,0,0,0,0,0,0,0,0,0,297.1,352.7,366.7,163.5,73.8,1
18043,17359,0.13,2108,3,11,67.3,0.75,4,0,0,0,0,0,0,0,0,0,4.79,4.79,4.79,4.79,4.79,0.02,0.02,0.02,0.01,0,0,0,0,0,0,227.2,141.5,195.6,112.9,27.92,0,0,0,0,0,0,0,0,0,0,15.26,18.42,19.86,9.14,5.19,1
18047,18037,0.16,2108,3,11,66.8,0.75,4,0,0,0,0,0,0,0,0,0,0.66,0.46,1.63,0.42,0.32,1.09,0.87,1.53,0.79,0.18,0,0,0,0,0,2936,2279,4179,2184,479.2,0,0,0,0,0,0,0,0,0,0,171,201.2,192.7,86.42,39.69,1
18051,18035,0.17,2108,3,11,65.8,0.75,4,0,0,0,0,0,0,0,0,0,1.58,0.33,0.48,0.26,0.24,1.66,0.86,1.09,0.61,0.21,0,0,0,0,0,4601,2280,2915,1673,567,0,0,0,0,0,0,0,0,0,0,150.4,182.9,196.7,72.03,39.98,1
18057,17365,0.23,2108,3,11,67.8,0.75,4,0,0,0,0,0,0,0,0,0,1.58,0.63,0.83,0.6,0.6,1.21,0.51,0.84,0.28,0.05,0,0,0,0,0,3369,1341,2284,759.3,139.6,0,0,0,0,0,0,0,0,0,0,102.7,105.9,123.6,37.87,14.8,1
18059,17345,0.22,2158,6,11,66.8,0.75,4,0,0,0,0,0,0,0,0,0,1.98,1.57,2.99,1.53,1.46,0.83,0.57,1.09,0.51,0.11,0,0,0,0,0,2265,1507,2996,1399,278.4,0,0,0,0,0,0,0,0,0,0,106.3,115.6,115.1,49.79,22.73,1
18061,12294,0.0114,4000,1,83,68,0.75,4,0,0,0,0,0,0,0,0,0,7.1,7.1,7.1,7.1,7.1,0.04,0,0,0,0,0,0,0,0,0,422.5,0,10.8,0,0,0,0,0,0,0,0,0,0,0,0,9.75,0,0.53,0,0,1
18061,18065,0.3692,2158,6,11,65.3,0.75,4,0,0,0,0,0,0,0,0,0,1.99,0.57,0.82,0.44,0.4,1.52,0.86,1.08,0.61,0.21,0,0,0,0,0,4192,2280,2904,1673,567,0,0,0,0,0,0,0,0,0,0,141.1,182.9,196.1,72.03,39.98,1
18063,18059,0.3722,2158,6,11,64.9,0.75,4,0,0,0,0,0,0,0,0,0,0.41,0.31,1.02,0.29,0.24,1,0.82,1.45,0.76,0.17,0,0,0,0,0,2708,2148,3980,2081,449.3,0,0,0,0,0,0,0,0,0,0,154,183.8,173.7,78.25,34.54,1
18065,12372,0.3094,2158,6,11,66.3,0.75,4,0,0,0,0,0,0,0,0,0,0.27,0.09,0.15,0.08,0.07,1.39,0.76,1.11,0.61,0.19,0,0,0,0,0,8470,4442,6676,3705,1151,0,0,0,0,0,0,0,0,0,0,303.7,350.5,338.3,159.1,79.56,1
18067,17335,0.31,2142,5,11,66.3,0.75,4,0,0,0,0,0,0,0,0,0,0.26,0.2,0.22,0.19,0.19,0.84,0.46,0.67,0.37,0.12,0,0,0,0,0,8470,4442,6676,3705,1151,0,0,0,0,0,0,0,0,0,0,303.7,350.5,338.3,159.1,79.56,1
18069,17341,0.32,2142,5,11,66.3,0.75,4,0,0,0,0,0,0,0,0,0,0.13,0.12,0.13,0.12,0.12,0.27,0.08,0.26,0.08,0.01,0,0,0,0,0,684.7,202.3,641.9,214.4,22.9,0,0,0,0,0,0,0,0,0,0,21.17,9.71,26.1,4.42,1.71,1
18071,17337,0.19,2158,6,11,65.8,0.75,4,0,0,0,0,0,0,0,0,0,0.07,0.07,0.07,0.07,0.07,0.48,0.15,0.46,0.15,0.02,0,0,0,0,0,684.7,202.3,641.9,214.4,22.9,0,0,0,0,0,0,0,0,0,0,21.17,9.71,26.1,4.42,1.71,1
18073,12304,0.0097,4000,1,83,68,0.75,4,0,0,0,0,0,0,0,0,0,0.16,0.15,0.15,0.15,0.15,0.54,0.33,0.52,0.3,0.09,0,0,0,0,0,1625,968.1,1575,909.3,265.9,0,0,0,0,0,0,0,0,0,0,47.93,56.88,46.12,27.26,14.7,1
18073,17331,0.17,2142,5,11,66.8,0.75,4,0,0,0,0,0,0,0,0,0,0.15,0.15,0.15,0.15,0.15,0.23,0.07,0.22,0.07,0.01,0,0,0,0,0,684.7,202.3,641.9,214.4,22.9,0,0,0,0,0,0,0,0,0,0,21.17,9.71,26.1,4.42,1.71,1
18075,12376,0.4947,2142,5,11,67.8,0.75,4,0,0,0,0,0,0,0,0,0,1.33,1.14,1.25,1.14,1.13,0.69,0.32,0.62,0.28,0.05,0,0,0,0,0,2080,965.8,1845,851.4,161.8,0,0,0,0,0,0,0,0,0,0,61.61,37.88,56.82,17.05,6.9,1
18077,17333,2.34,2142,5,11,65.8,0.75,4,0,0,0,0,0,0,0,0,0,1.75,0.76,1.16,0.64,0.54,1.32,0.86,1.12,0.71,0.23,0,0,0,0,0,1875,1191,1577,1011,323.8,0,0,0,0,0,0,0,0,0,0,44.8,66.68,51.24,30.74,17.71,1
18079,17323,0.32,2142,5,11,65.8,0.75,4,0,0,0,0,0,0,0,0,0,1.88,1.88,1.89,1.88,1.88,0.2,0.15,0.26,0.13,0.03,0,0,0,0,0,1938,1439,2562,1312,290.4,0,0,0,0,0,0,0,0,0,0,48.8,51.64,57.41,23.86,12.13,1
18083,17303,0.4,2142,5,11,63.6,0.75,4,0,0,0,0,0,0,0,0,0,1.47,1.15,1.31,1.14,1.13,0.79,0.41,0.68,0.33,0.07,0,0,0,0,0,2392,1210,2038,1009,211.1,0,0,0,0,0,0,0,0,0,0,59.65,47.99,67.43,20.79,9.57,1
18085,17309,0.5,2142,5,11,65.8,0.75,4,0,0,0,0,0,0,0,0,0,2.09,1.81,1.85,1.81,1.81,0.67,0.21,0.4,0.15,0.02,0,0,0,0,0,2032,628.7,1197,443.9,48.85,0,0,0,0,0,0,0,0,0,0,53.76,23.08,42.36,10.14,2.32,1
18091,12031,0.22,897,2,41,33.4,0.75,4,0,0,0,0,0,0,0,0,0,0.4,0.39,0.4,0.39,0.39,0.48,0.15,0.46,0.15,0.02,0,0,0,0,0,684.7,202.3,641.9,214.4,22.9,0,0,0,0,0,0,0,0,0,0,21.17,9.71,26.1,4.42,1.71,1
18091,15101,0.03,897,2,41,31.8,0.75,4,0,0,0,0,0,0,0,0,0,0.11,0.11,0.11,0.11,0.11,0.25,0.07,0.18,0.06,0.01,0,0,0,0,0,623.2,181.5,451.1,158.5,31.56,0,0,0,0,0,0,0,0,0,0,20,9.4,20.61,4.16,2.05,1
18149,17019,0.6452,2108,3,91,72.8,0.75,4,0,0,0,0,0,0,1,0,0,0.06,0.06,0.06,0.06,0.06,0.44,0.13,0.32,0.11,0.02,0,0,0,0,0,623.2,181.5,451.1,158.5,31.56,0,0,0,0,0,0,0,0,0,0,20,9.4,20.61,4.16,2.05,1
18281,15415,0.144,1030,2,41,32.1,0.75,4,0,0,0,0,0,0,0,0,0,0.08,0.07,0.07,0.07,0.07,0.61,0.25,0.59,0.22,0.01,0,0,0,0,0,1546,611.9,1484,555.6,16.27,0,0,0,0,0,0,0,0,0,0,41.12,33.91,53.43,17.33,0.78,1
18281,15419,0.27,1030,2,41,32.5,0.75,4,0,0,0,0,0,0,0,0,0,1.09,0.55,1.02,0.54,0.53,1.09,0.44,1.05,0.39,0.01,0,0,0,0,0,1546,611.9,1484,555.6,16.27,0,0,0,0,0,0,0,0,0,0,41.12,33.91,53.43,17.33,0.78,1
18283,15479,0.2978,944,2,41,34.6,0.75,4,0,0,0,0,0,0,0,0,0,0.08,0.08,0.08,0.08,0.08,0.22,0.04,0.05,0.03,0,0,0,0,0,0,545.3,102.1,134.9,83.66,9.81,0,0,0,0,0,0,0,0,0,0,19.7,8.59,7.67,3.22,1.1,1
18283,15483,0.2629,944,2,41,34.4,0.75,4,0,0,0,0,0,0,0,0,0,9.34,9.34,9.34,9.34,9.34,0.02,0,0,0,0,0,0,0,0,0,11.23,0.69,1.13,0.04,0.66,0,0,0,0,0,0,0,0,0,0,1.02,1.7,1.03,1.08,0.75,1
18301,12696,0.1548,944,2,41,31.9,0.75,4,0,0,0,0,0,0,0,0,0,1.2,0.64,2.51,0.56,0.52,1.16,0.75,1.51,0.59,0,0,0,0,0,0,3202,2040,4173,1662,0,0,0,0,0,0,0,0,0,0,0,101.2,97.95,134.4,28.55,0.07,1
18301,15989,0.1337,944,2,41,32.1,0.75,4,0,0,0,0,0,0,0,0,0,5.51,1.05,2.43,0.88,0.87,1.63,0.73,1.24,0.35,0,0,0,0,0,0,4558,1995,3452,984.7,0,0,0,0,0,0,0,0,0,0,0,113.2,90.8,106,21.68,0,1
18333,16745,0.28,953,3,41,37.8,0.75,4,0,0,0,0,0,0,0,0,0,0.32,0.32,0.32,0.32,0.32,0.39,0.08,0.1,0.06,0.01,0,0,0,0,0,545.3,102.1,134.9,83.66,9.81,0,0,0,0,0,0,0,0,0,0,19.7,8.59,7.67,3.22,1.1,1
18333,18407,0.16,953,3,41,37.9,0.75,4,0,0,0,0,0,0,0,0,0,0.14,0.14,0.14,0.14,0.14,0.49,0.15,0.26,0.11,0.02,0,0,0,0,0,619.6,176.6,323.4,135.1,27.71,0,0,0,0,0,0,0,0,0,0,14.92,13.25,15.94,5.25,2.44,1
18345,16091,0.5,1030,3,41,39.9,0.75,4,0,0,0,0,0,0,0,0,0,2.03,1.07,4.22,0.95,0.87,1.16,0.75,1.51,0.59,0,0,0,0,0,0,3204,2039,4170,1662,0.66,0,0,0,0,0,0,0,0,0,0,101.6,99.04,134.7,29.3,0.68,1
18345,16093,0.04,1030,2,41,43.2,0.75,4,0,0,0,0,0,0,0,0,0,2.2,0.42,0.97,0.35,0.35,1.63,0.73,1.24,0.35,0,0,0,0,0,0,4558,1995,3452,984.7,0,0,0,0,0,0,0,0,0,0,0,113.2,90.8,106,21.68,0,1
18347,16085,0.15,953,3,41,37.1,0.75,4,0,0,0,0,0,0,0,0,0,0.36,0.35,0.35,0.35,0.35,0.43,0.13,0.23,0.1,0.02,0,0,0,0,0,619.6,176.6,323.4,135.1,27.71,0,0,0,0,0,0,0,0,0,0,14.92,13.25,15.94,5.25,2.44,1
18347,18351,0.23,953,3,41,38.5,0.75,4,0,0,0,0,0,0,0,0,0,0.81,0.43,1.68,0.38,0.35,1.16,0.75,1.51,0.59,0,0,0,0,0,0,3204,2039,4170,1662,0.66,0,0,0,0,0,0,0,0,0,0,101.6,99.04,134.7,29.3,0.68,1
18349,16085,0.25,953,3,41,37.1,0.75,4,0,0,0,0,0,0,0,0,0,7.55,1.44,3.33,1.2,1.19,1.63,0.73,1.24,0.35,0,0,0,0,0,0,4558,1995,3452,984.7,0,0,0,0,0,0,0,0,0,0,0,113.2,90.8,106,21.68,0,1
18349,16089,0.1,953,3,41,38.5,0.75,4,0,0,0,0,0,0,0,0,0,0.11,0.11,0.11,0.11,0.11,0.27,0.13,0.4,0.13,0.03,0,0,0,0,0,332.7,159.4,499.1,165.1,32.93,0,0,0,0,0,0,0,0,0,0,14.63,13.21,16.51,5.65,2.36,1
18351,16083,0.15,953,3,41,39.7,0.75,4,0,0,0,0,0,0,0,0,0,0.04,0.04,0.04,0.04,0.04,0.24,0.12,0.35,0.12,0.02,0,0,0,0,0,332.7,159.4,499.1,165.1,32.93,0,0,0,0,0,0,0,0,0,0,14.63,13.21,16.51,5.65,2.36,1
18351,18347,0.23,953,3,41,39.7,0.75,4,0,0,0,0,0,0,0,0,0,0.14,0.13,0.15,0.13,0.13,0.49,0.25,0.58,0.06,0,0,0,0,0,0,608.8,300.1,715.1,73.72,0,0,0,0,0,0,0,0,0,0,0,32.4,27.38,39.51,3.76,0,1
18399,13,2.1521,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,0.27,0.14,0.26,0.14,0.13,1.09,0.44,1.05,0.39,0.01,0,0,0,0,0,1546,611.9,1484,555.6,16.27,0,0,0,0,0,0,0,0,0,0,41.12,33.91,53.43,17.33,0.78,1
18399,16713,0.08,944,2,41,28,0.75,4,0,0,0,0,0,0,0,0,0,2.79,1.47,5.78,1.3,1.19,1.16,0.75,1.51,0.59,0,0,0,0,0,0,3204,2039,4170,1662,0.66,0,0,0,0,0,0,0,0,0,0,101.6,99.04,134.7,29.3,0.68,1
18405,16879,0.16,953,3,41,40.2,0.75,4,0,0,0,0,0,0,0,0,0,0.22,0.12,0.13,0.11,0.11,1.09,0.64,0.76,0.25,0,0,0,0,0,0,3036,1758,2112,715.4,0,0,0,0,0,0,0,0,0,0,0,72.76,77.75,57.25,12.18,0,1
18405,19171,0.1861,953,3,41,38.5,0.75,4,0,0,0,0,0,0,0,0,0,0.11,0.1,0.11,0.1,0.1,0.44,0.22,0.52,0.05,0,0,0,0,0,0,608.8,300.1,715.1,73.72,0,0,0,0,0,0,0,0,0,0,0,32.4,27.38,39.51,3.76,0,1
18407,16845,0.28,953,3,41,40.2,0.75,4,0,0,0,0,0,0,0,0,0,0.51,0.37,0.59,0.34,0.32,0.94,0.68,1.03,0.56,0.13,0,0,0,0,0,2628,1871,2873,1559,346.3,0,0,0,0,0,0,0,0,0,0,62.16,80.69,74.87,35.69,18.54,1
18407,18333,0.16,953,3,41,40.2,0.75,4,0,0,0,0,0,0,0,0,0,0.28,0.24,0.25,0.24,0.24,0.66,0.32,0.53,0.3,0.01,0,0,0,0,0,1854,880.8,1492,852.8,16.27,0,0,0,0,0,0,0,0,0,0,43.21,30.81,32.15,14.05,0.78,1
18413,16547,0.13,953,3,41,35.2,0.75,4,0,0,0,0,0,0,0,0,0,3.27,0.96,1.22,0.67,0.57,1.59,0.98,1.11,0.7,0.25,0,0,0,0,0,2257,1349,1565,986.7,341.4,0,0,0,0,0,0,0,0,0,0,59.16,79.87,59.19,31.25,21.07,1
18413,16549,0.23,953,3,41,35,0.75,4,0,0,0,0,0,0,0,0,0,0.4,0.37,0.38,0.37,0.37,0.58,0.31,0.49,0.27,0,0,0,0,0,0,815.8,420.7,668.7,377.7,0,0,0,0,0,0,0,0,0,0,0,36,39.2,42.52,16.19,0,1
18415,12153,0.19,953,3,41,35.2,0.75,4,0,0,0,0,0,0,0,0,0,0.45,0.35,0.53,0.37,0.32,0.85,0.59,0.96,0.66,0.13,0,0,0,0,0,2384,1613,2678,1840,357.7,0,0,0,0,0,0,0,0,0,0,48.29,72.18,72.54,45.31,21.85,1
18415,16537,0.14,953,3,41,35,0.75,4,0,0,0,0,0,0,0,0,0,1.17,0.85,1.36,0.79,0.74,0.94,0.68,1.03,0.56,0.13,0,0,0,0,0,2628,1871,2873,1559,346.3,0,0,0,0,0,0,0,0,0,0,62.16,80.69,74.87,35.69,18.54,1
18417,12157,0.17,953,3,41,35,0.75,4,0,0,0,0,0,0,0,0,0,0.18,0.16,0.17,0.16,0.16,0.66,0.35,0.55,0.3,0,0,0,0,0,0,815.8,420.7,668.7,377.7,0,0,0,0,0,0,0,0,0,0,0,36,39.2,42.52,16.19,0,1
18417,12433,0.08,953,3,41,35.2,0.75,4,0,0,0,0,0,0,0,0,0,3.05,3.05,3.05,3.05,3.05,0.1,0.06,0.1,0.04,0.01,0,0,0,0,0,971.5,600.3,947.2,394,65.9,0,0,0,0,0,0,0,0,0,0,11.72,9.95,11.55,3.97,1.47,1
18419,16541,0.14,953,3,41,36.9,0.75,4,0,0,0,0,0,0,0,0,0,7.66,7.66,7.67,7.66,7.66,0.15,0.09,0.21,0.09,0.02,0,0,0,0,0,1426,893.9,2084,877.8,183,0,0,0,0,0,0,0,0,0,0,30.02,25.28,39.7,12.99,6.52,1
18419,16545,0.08,953,3,41,29.5,0.75,4,0,0,0,0,0,0,0,0,0,1.02,0.8,1.21,0.84,0.74,0.85,0.59,0.96,0.66,0.13,0,0,0,0,0,2384,1613,2678,1840,357.7,0,0,0,0,0,0,0,0,0,0,48.29,72.18,72.54,45.31,21.85,1
18441,16357,0.28,954,4,41,37.4,0.75,4,0,0,0,0,0,0,0,0,0,0.65,0.45,0.53,0.44,0.43,0.91,0.45,0.74,0.36,0.08,0,0,0,0,0,2528,1229,2055,1002,219.7,0,0,0,0,0,0,0,0,0,0,60.88,60.81,65.83,25.58,13.78,1
18441,19170,0.56,954,4,41,39.9,0.75,4,0,0,0,0,0,0,0,0,0,0.22,0.22,0.22,0.22,0.22,0.34,0.21,0.3,0.21,0.05,0,0,0,0,0,429,258.5,383.3,263.6,59.68,0,0,0,0,0,0,0,0,0,0,13.5,14.26,12.64,6.78,3.45,1
18469,17373,0.38,2108,3,11,66.3,0.75,4,0,0,0,0,0,0,0,0,0,0.5,0.44,0.57,0.45,0.43,0.67,0.41,0.81,0.46,0.08,0,0,0,0,0,1856,1116,2256,1269,216.5,0,0,0,0,0,0,0,0,0,0,51.3,54.16,65.58,34.6,15.04,1
18471,12613,0.38,2050,2,96,68.6,0.75,4,9,6,1,0,2.36,0,1,0,0,0.66,0.45,0.54,0.44,0.44,0.91,0.45,0.74,0.36,0.08,0,0,0,0,0,2528,1229,2055,1002,219.7,0,0,0,0,0,0,0,0,0,0,60.88,60.81,65.83,25.58,13.78,1
18473,12641,1.78,2050,2,96,68.6,0.75,4,0,0,1,0,0,1,0,0,0,0.12,0.12,0.12,0.12,0.12,0.3,0.19,0.27,0.19,0.04,0,0,0,0,0,429,258.5,383.3,263.6,59.68,0,0,0,0,0,0,0,0,0,0,13.5,14.26,12.64,6.78,3.45,1
18475,17367,0.64,2108,3,11,66.3,0.75,4,0,0,0,0,0,0,0,0,0,0.39,0.39,0.39,0.39,0.39,0.31,0.2,0.32,0.18,0.04,0,0,0,0,0,445.9,282.9,448.8,249.1,62.24,0,0,0,0,0,0,0,0,0,0,10.9,15.27,16.24,6.89,3.45,1
18485,16355,0.17,954,4,41,39.9,0.75,4,0,0,0,0,0,0,0,0,0,7.1,7.1,7.1,7.1,7.1,0.14,0.05,0.08,0.03,0,0,0,0,0,0,1321,477.4,739,300.9,22.22,0,0,0,0,0,0,0,0,0,0,37.33,16.93,21.47,6.49,0.49,1
18485,19170,0.17,954,4,41,39.9,0.75,4,0,0,0,0,0,0,0,0,0,3.84,1.53,2.01,1.46,1.46,1.21,0.51,0.84,0.28,0.05,0,0,0,0,0,3369,1341,2284,759.3,139.6,0,0,0,0,0,0,0,0,0,0,102.7,105.9,123.6,37.87,14.8,1
18535,16037,0.12,953,3,41,37.1,0.75,4,0,0,0,0,0,0,0,0,0,1.87,1.82,1.95,1.81,1.81,0.47,0.27,0.57,0.22,0.04,0,0,0,0,0,1393,812.1,1710,663.1,128.5,0,0,0,0,0,0,0,0,0,0,48.66,32.22,53.49,13.6,5.23,1
18535,16043,0.19,953,3,41,39.7,0.75,4,0,0,0,0,0,0,0,0,0,1.18,1.07,1.3,1.07,1.06,0.63,0.38,0.75,0.35,0.07,0,0,0,0,0,1709,991.2,2047,950,185.3,0,0,0,0,0,0,0,0,0,0,84.39,89.4,87.51,38.54,17.99,1
18559,15671,0.42,953,3,41,34.4,0.75,4,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.35,0.23,0.36,0.2,0.05,0,0,0,0,0,445.9,282.9,448.8,249.1,62.24,0,0,0,0,0,0,0,0,0,0,10.9,15.27,16.24,6.89,3.45,1
18559,15683,0.07,953,3,41,34.3,0.75,4,0,0,0,0,0,0,0,0,0,0.3,0.23,0.26,0.23,0.23,0.81,0.37,0.64,0.3,0.07,0,0,0,0,0,1023,453.4,803.3,378.4,80.54,0,0,0,0,0,0,0,0,0,0,25.78,23.84,26.76,10.84,5.32,1
18561,15683,0.07,953,3,41,34.3,0.75,4,0,0,0,0,0,0,0,0,0,1.87,1.08,1.15,1.06,1.06,1.01,0.41,0.58,0.2,0.04,0,0,0,0,0,2788,1084,1578,551.7,113,0,0,0,0,0,0,0,0,0,0,91.78,92.35,88.8,31.76,12.97,1
18561,15693,0.12,953,3,41,34.9,0.75,4,0,0,0,0,0,0,0,0,0,0.44,0.4,0.49,0.4,0.4,0.63,0.38,0.75,0.35,0.07,0,0,0,0,0,1709,991.2,2047,950,185.3,0,0,0,0,0,0,0,0,0,0,84.39,89.4,87.51,38.54,17.99,1
18625,13325,0.12,897,2,41,37.1,0.75,4,0,0,0,0,0,0,0,0,0,0.08,0.06,0.06,0.06,0.06,0.79,0.4,0.53,0.2,0.04,0,0,0,0,0,2177,1060,1428,537.4,113,0,0,0,0,0,0,0,0,0,0,69.31,89.83,80.85,31.07,12.97,1
18625,15093,0.14,897,2,41,35.1,0.75,4,0,0,0,0,0,0,0,0,0,0.08,0.07,0.08,0.07,0.06,0.73,0.53,0.71,0.48,0.09,0,0,0,0,0,1998,1413,1944,1329,243.6,0,0,0,0,0,0,0,0,0,0,89.05,102.6,76.96,43.89,20.44,1
18632,18634,0.2847,777,3,41,37.4,0.75,4,0,0,0,0,0,0,0,0,0,0.04,0.04,0.04,0.05,0.04,0.44,0.45,0.5,0.58,0.13,0,0,0,0,0,629,631.8,707,826,180.5,0,0,0,0,0,0,0,0,0,0,14.51,26.55,20.55,21.33,12.03,1
18632,18952,0.1939,777,3,41,37.4,0.75,4,0,0,0,0,0,0,0,0,0,0.04,0.04,0.04,0.04,0.04,0.3,0.01,0.3,0,0,0,0,0,0,0,428.1,10.43,417.4,6.04,0.67,0,0,0,0,0,0,0,0,0,0,13.21,0.55,19.13,0.25,0.06,1
18634,14651,0.2483,770,2,41,37.4,0.75,4,0,0,0,0,0,0,0,0,0,0.15,0.13,0.14,0.13,0.13,0.72,0.33,0.57,0.27,0.06,0,0,0,0,0,1023,453.4,803.3,378.4,80.54,0,0,0,0,0,0,0,0,0,0,25.78,23.84,26.76,10.84,5.32,1
18655,14863,0.18,953,3,41,33.2,0.75,4,0,0,0,0,0,0,0,0,0,3.02,2.58,3.25,2.4,1.99,0.91,0.8,0.96,0.73,0.15,0,0,0,0,0,2506,2145,2650,2023,391.4,0,0,0,0,0,0,0,0,0,0,101.1,130.9,93.44,58.7,29.65,1
18655,14923,0.13,953,3,41,33.1,0.75,4,0,0,0,0,0,0,0,0,0,1.04,0.7,0.86,0.61,0.55,1.04,0.78,0.93,0.6,0.13,0,0,0,0,0,2898,2098,2550,1668,348.5,0,0,0,0,0,0,0,0,0,0,82.01,130,112.5,58.34,27.51,1
18671,14651,0.409,1035,4,41,45,0.75,4,0,0,0,0,0,0,0,0,0,0.58,0.52,0.59,0.52,0.52,0.63,0.32,0.65,0.28,0.06,0,0,0,0,0,895.1,437.3,916.3,390.8,85.87,0,0,0,0,0,0,0,0,0,0,25.13,24.52,28.1,10.9,5.32,1
18671,19136,0.166,1030,3,41,45,0.75,4,0,0,0,0,0,0,0,0,0,0.19,0.16,0.19,0.16,0.16,0.71,0.36,0.73,0.31,0.07,0,0,0,0,0,895.1,437.3,916.3,390.8,85.87,0,0,0,0,0,0,0,0,0,0,25.13,24.52,28.1,10.9,5.32,1
18673,14597,0.27,954,4,41,40.6,0.75,4,0,0,0,0,0,0,0,0,0,0.13,0.13,0.13,0.13,0.13,0.46,0.26,0.4,0.16,0.04,0,0,0,0,0,1754,982.6,1520,619.3,152.8,0,0,0,0,0,0,0,0,0,0,36.47,28.94,33.8,12.71,6.64,1
18673,18950,0.0772,954,4,41,38.9,0.75,4,0,0,0,0,0,0,0,0,0,0.25,0.11,0.18,0.1,0.09,1.23,0.69,1.06,0.43,0.11,0,0,0,0,0,1754,982.6,1520,619.3,152.8,0,0,0,0,0,0,0,0,0,0,36.47,28.94,33.8,12.71,6.64,1
18675,14651,0.15,1035,4,41,45,0.75,4,0,0,0,0,0,0,0,0,0,0.59,0.49,1.34,0.48,0.4,0.88,0.73,1.33,0.72,0.14,0,0,0,0,0,1252,1031,1904,1040,201.4,0,0,0,0,0,0,0,0,0,0,40.26,33.84,34.18,15.44,8.44,1
18675,18677,0.33,1035,4,41,45,0.75,4,0,0,0,0,0,0,0,0,0,0.13,0.12,0.13,0.12,0.12,0.33,0.27,0.5,0.27,0.05,0,0,0,0,0,1252,1031,1904,1040,201.4,0,0,0,0,0,0,0,0,0,0,40.26,33.84,34.18,15.44,8.44,1
18677,14649,0.13,1035,4,41,46.9,0.75,4,0,0,0,0,0,0,0,0,0,0.11,0.1,0.12,0.1,0.09,0.73,0.4,0.75,0.36,0.08,0,0,0,0,0,6337,3362,6448,3101,648.4,0,0,0,0,0,0,0,0,0,0,310.5,314.3,372.9,152.6,55.4,1
18677,18675,0.33,1035,4,41,46.9,0.75,4,0,0,0,0,0,0,0,0,0,0.27,0.22,0.27,0.21,0.21,0.78,0.43,0.8,0.38,0.08,0,0,0,0,0,6337,3362,6448,3101,648.4,0,0,0,0,0,0,0,0,0,0,310.5,314.3,372.9,152.6,55.4,1
18679,14553,0.38,1030,3,41,45.8,0.75,4,0,0,0,0,0,0,0,0,0,0.28,0.15,0.31,0.14,0.14,1.09,0.56,1.13,0.46,0.1,0,0,0,0,0,6529,3229,6746,2749,585.7,0,0,0,0,0,0,0,0,0,0,335.2,307.9,377.3,140.5,50.6,1
18679,14557,0.1,1030,3,41,45.8,0.75,4,0,0,0,0,0,0,0,0,0,0.12,0.1,0.12,0.1,0.1,0.66,0.34,0.68,0.28,0.06,0,0,0,0,0,6529,3229,6746,2749,585.7,0,0,0,0,0,0,0,0,0,0,335.2,307.9,377.3,140.5,50.6,1
18699,14657,0.13,1035,4,41,44.9,0.75,4,0,0,0,0,0,0,0,0,0,0.3,0.15,0.17,0.14,0.13,1.15,0.65,0.77,0.51,0.22,0,0,0,0,0,7084,3899,4653,3128,1350,0,0,0,0,0,0,0,0,0,0,174.3,237,238.5,122.6,63.03,1
18699,18705,0.43,1035,4,41,45,0.75,4,0,0,0,0,0,0,0,0,0,0.7,0.67,1.03,0.72,0.6,0.69,0.64,0.99,0.71,0.28,0,0,0,0,0,4166,3765,6039,4395,1715,0,0,0,0,0,0,0,0,0,0,209.6,254.4,218.7,121.8,72.71,1
18705,14659,0.0487,1035,4,41,45.5,0.75,4,0,0,0,0,0,0,0,0,0,2.93,1.42,2.32,1.3,1.05,1.25,0.84,1.13,0.76,0.32,0,0,0,0,0,7313,4774,6648,4522,1884,0,0,0,0,0,0,0,0,0,0,579.4,514.7,521.7,299.8,166.3,1
