ORG,DES,PERIOD,ITERATION,MODE,A,B,TIME,COST,LENGTH,TRIPS
2,165,24,1,TRK,21540,100342,50.02,0.00,43.90,0.003
2,165,24,1,TRK,100342,21560,50.45,0.00,44.39,0.003
2,165,24,1,TRK,21560,21568,50.52,0.00,44.48,0.003
2,165,24,1,TRK,21568,21580,51.35,0.00,45.43,0.003
2,165,24,1,TRK,21580,21854,51.80,0.00,45.94,0.003
2,165,24,1,TRK,21854,21624,52.66,0.00,46.93,0.003
2,165,24,1,TRK,21624,21631,53.36,0.00,47.73,0.003
2,165,24,1,TRK,21631,100718,53.74,0.00,48.15,0.003
2,165,24,1,TRK,100718,21642,53.78,0.00,48.21,0.003
2,165,24,1,TRK,21642,21662,54.13,0.00,48.60,0.003
2,165,24,1,TRK,21662,21354,54.50,0.00,49.03,0.003
2,165,24,1,TRK,21354,21668,55.07,0.00,49.68,0.003
2,165,24,1,TRK,21668,21696,55.94,0.00,50.68,0.003
2,165,24,1,TRK,21696,21700,56.17,0.00,50.93,0.003
2,165,24,1,TRK,21700,100340,56.27,0.00,51.05,0.003
2,165,24,1,TRK,100340,21706,56.79,0.00,51.64,0.003
2,165,24,1,TRK,21706,21780,59.92,0.00,55.22,0.003
2,165,24,1,TRK,21780,31480,60.59,0.00,55.99,0.003
2,165,24,1,TRK,31480,31486,61.17,0.00,56.55,0.003
2,165,24,1,TRK,31486,31517,63.20,0.00,58.51,0.003
2,165,24,1,TRK,31517,31537,63.33,0.00,58.64,0.003
2,165,24,1,TRK,31537,100328,63.39,0.00,58.70,0.003
2,165,24,1,TRK,100328,100335,63.57,0.00,58.87,0.003
2,165,24,1,TRK,100335,31567,64.42,0.00,59.70,0.003
2,165,24,1,TRK,31567,31842,65.05,0.00,60.31,0.003
2,165,24,1,TRK,31842,31867,65.68,0.00,60.92,0.003
2,165,24,1,TRK,31867,31337,66.18,0.00,61.40,0.003
2,165,24,1,TRK,31337,31317,66.38,0.00,61.59,0.003
2,165,24,1,TRK,31317,31297,67.04,0.00,62.23,0.003
2,165,24,1,TRK,31297,31101,73.10,0.00,68.10,0.003
2,165,24,1,TRK,31101,28119,73.78,0.00,68.76,0.003
2,165,24,1,TRK,28119,28120,73.79,0.00,68.77,0.003
2,165,24,1,TRK,28120,34549,74.60,0.00,69.50,0.003
2,165,24,1,TRK,34549,31481,74.86,0.00,69.73,0.003
2,165,24,1,TRK,31481,30459,75.01,0.00,69.87,0.003
2,165,24,1,TRK,30459,33536,75.38,0.00,70.22,0.003
2,165,24,1,TRK,33536,31473,75.89,0.00,70.44,0.003
2,165,24,1,TRK,31473,31474,76.10,0.00,70.56,0.003
2,165,24,1,TRK,31474,31475,76.32,0.00,70.68,0.003
2,165,24,1,TRK,31475,31476,76.43,0.00,70.75,0.003
2,165,24,1,TRK,31476,31658,76.67,0.00,70.89,0.003
2,165,24,1,TRK,31658,31659,76.78,0.00,70.95,0.003
2,165,24,1,TRK,31659,31660,76.90,0.00,71.02,0.003
2,165,24,1,TRK,31660,31661,77.01,0.00,71.08,0.003
2,165,24,1,TRK,31661,31662,77.22,0.00,71.18,0.003
2,165,24,1,TRK,31662,165,78.23,0.00,71.39,0.003
2,165,24,1,TRK,21468,26010,41.17,0.00,33.70,0.013
2,165,24,1,TRK,26010,21470,41.48,0.00,34.04,0.013
2,165,24,1,TRK,21470,26012,41.50,0.00,34.06,0.013
2,165,24,1,TRK,26012,26138,41.79,0.00,34.38,0.013
2,165,24,1,TRK,26138,26014,42.08,0.00,34.71,0.013
2,165,24,1,TRK,26014,21472,42.14,0.00,34.78,0.013
2,165,24,1,TRK,21472,26018,42.53,0.00,35.20,0.013
2,165,24,1,TRK,26018,26135,42.85,0.00,35.55,0.013
2,165,24,1,TRK,26135,26136,42.96,0.00,35.67,0.013
2,165,24,1,TRK,26136,26020,43.18,0.00,35.91,0.013
2,165,24,1,TRK,26020,21479,43.25,0.00,35.99,0.013
2,165,24,1,TRK,21479,26022,43.36,0.00,36.11,0.013
2,165,24,1,TRK,26022,26024,44.51,0.00,37.35,0.013
2,165,24,1,TRK,26024,26133,44.83,0.00,37.72,0.013
2,165,24,1,TRK,26133,26026,44.99,0.00,37.89,0.013
2,165,24,1,TRK,26026,21491,45.02,0.00,37.92,0.013
2,165,24,1,TRK,21491,26028,46.11,0.00,39.10,0.013
2,165,24,1,TRK,26028,21497,46.38,0.00,39.40,0.013
2,165,24,1,TRK,21497,26030,46.40,0.00,39.42,0.013
2,165,24,1,TRK,26030,26132,46.54,0.00,39.58,0.013
2,165,24,1,TRK,26132,26032,46.92,0.00,40.00,0.013
2,165,24,1,TRK,26032,26034,47.09,0.00,40.20,0.013
2,165,24,1,TRK,26034,21508,47.15,0.00,40.26,0.013
2,165,24,1,TRK,21508,21514,47.58,0.00,40.71,0.013
2,165,24,1,TRK,21514,26036,47.61,0.00,40.74,0.013
2,165,24,1,TRK,26036,26038,47.87,0.00,41.02,0.013
2,165,24,1,TRK,26038,21532,47.93,0.00,41.10,0.013
2,165,24,1,TRK,21532,26040,48.14,0.00,41.32,0.013
2,165,24,1,TRK,26040,21544,49.00,0.00,42.23,0.013
2,165,24,1,TRK,21544,26042,49.02,0.00,42.25,0.013
2,165,24,1,TRK,26042,100347,49.03,0.00,42.27,0.013
2,165,24,1,TRK,100347,22486,49.19,0.00,42.44,0.013
2,165,24,1,TRK,22486,26044,49.45,0.00,42.72,0.013
2,165,24,1,TRK,26044,21552,49.51,0.00,42.78,0.013
2,165,24,1,TRK,21552,26046,50.42,0.00,43.78,0.013
2,165,24,1,TRK,26046,100342,50.53,0.00,43.90,0.002
2,165,24,1,TRK,100342,21560,50.95,0.00,44.39,0.002
2,165,24,1,TRK,21560,21568,51.03,0.00,44.47,0.002
2,165,24,1,TRK,21568,21580,51.86,0.00,45.42,0.002
2,165,24,1,TRK,21580,21854,52.31,0.00,45.94,0.002
2,165,24,1,TRK,21854,21624,53.17,0.00,46.93,0.002
2,165,24,1,TRK,21624,21631,53.87,0.00,47.73,0.002
2,165,24,1,TRK,21631,100718,54.24,0.00,48.15,0.002
2,165,24,1,TRK,100718,21642,54.29,0.00,48.21,0.002
2,165,24,1,TRK,21642,21662,54.63,0.00,48.60,0.002
2,165,24,1,TRK,21662,21354,55.01,0.00,49.03,0.002
2,165,24,1,TRK,21354,21668,55.58,0.00,49.68,0.002
2,165,24,1,TRK,21668,21696,56.45,0.00,50.67,0.002
2,165,24,1,TRK,21696,21700,56.68,0.00,50.93,0.002
2,165,24,1,TRK,21700,100340,56.78,0.00,51.05,0.002
2,165,24,1,TRK,100340,21706,57.30,0.00,51.64,0.002
2,165,24,1,TRK,21706,21780,60.42,0.00,55.22,0.002
2,165,24,1,TRK,21780,31480,61.09,0.00,55.98,0.002
2,165,24,1,TRK,31480,31486,61.68,0.00,56.55,0.002
2,165,24,1,TRK,31486,31517,63.70,0.00,58.51,0.002
2,165,24,1,TRK,31517,31537,63.83,0.00,58.64,0.002
2,165,24,1,TRK,31537,100328,63.89,0.00,58.69,0.002
2,165,24,1,TRK,100328,100335,64.08,0.00,58.87,0.002
2,165,24,1,TRK,100335,31567,64.93,0.00,59.70,0.002
2,165,24,1,TRK,31567,31842,65.55,0.00,60.30,0.002
2,165,24,1,TRK,31842,31867,66.19,0.00,60.92,0.002
2,165,24,1,TRK,31867,31337,66.69,0.00,61.40,0.002
2,165,24,1,TRK,31337,31317,66.88,0.00,61.59,0.002
2,165,24,1,TRK,31317,31297,67.54,0.00,62.23,0.002
2,165,24,1,TRK,31297,31101,73.61,0.00,68.10,0.002
2,165,24,1,TRK,31101,28119,74.29,0.00,68.76,0.002
2,165,24,1,TRK,28119,28120,74.30,0.00,68.77,0.002
2,165,24,1,TRK,28120,34549,75.11,0.00,69.49,0.002
2,165,24,1,TRK,34549,31481,75.37,0.00,69.73,0.002
2,165,24,1,TRK,31481,30459,75.52,0.00,69.87,0.002
2,165,24,1,TRK,30459,33536,75.89,0.00,70.22,0.002
2,165,24,1,TRK,33536,31473,76.39,0.00,70.44,0.002
2,165,24,1,TRK,31473,31474,76.61,0.00,70.56,0.002
2,165,24,1,TRK,31474,31475,76.82,0.00,70.68,0.002
2,165,24,1,TRK,31475,31476,76.94,0.00,70.75,0.002
2,165,24,1,TRK,31476,31658,77.18,0.00,70.89,0.002
2,165,24,1,TRK,31658,31659,77.28,0.00,70.94,0.002
2,165,24,1,TRK,31659,31660,77.41,0.00,71.02,0.002
2,165,24,1,TRK,31660,31661,77.51,0.00,71.08,0.002
2,165,24,1,TRK,31661,31662,77.72,0.00,71.18,0.002
2,165,24,1,TRK,31662,165,78.73,0.00,71.39,0.002
2,165,24,1,TRK,26046,21564,50.93,0.00,44.35,0.011
2,165,24,1,TRK,21564,26048,51.06,0.00,44.49,0.011
2,165,24,1,TRK,26048,26050,51.38,0.00,44.84,0.011
2,165,24,1,TRK,26050,21594,51.94,0.00,45.45,0.011
2,165,24,1,TRK,21594,26052,52.06,0.00,45.58,0.011
2,165,24,1,TRK,26052,21610,52.35,0.00,45.90,0.011
2,165,24,1,TRK,21610,20061,52.55,0.00,46.11,0.011
2,165,24,1,TRK,20061,20064,52.60,0.00,46.16,0.011
2,165,24,1,TRK,20064,20070,53.39,0.00,47.01,0.011
2,165,24,1,TRK,20070,21634,54.09,0.00,47.75,0.011
2,165,24,1,TRK,21634,26060,54.17,0.00,47.84,0.011
2,165,24,1,TRK,26060,26062,54.40,0.00,48.09,0.011
2,165,24,1,TRK,26062,21646,54.48,0.00,48.18,0.011
2,165,24,1,TRK,21646,21642,54.50,0.00,48.20,0.002
2,165,24,1,TRK,21642,21662,54.84,0.00,48.59,0.002
2,165,24,1,TRK,21662,21354,55.22,0.00,49.02,0.002
2,165,24,1,TRK,21354,21668,55.79,0.00,49.67,0.002
2,165,24,1,TRK,21668,21696,56.66,0.00,50.66,0.002
2,165,24,1,TRK,21696,21700,56.89,0.00,50.92,0.002
2,165,24,1,TRK,21700,100340,56.99,0.00,51.04,0.002
2,165,24,1,TRK,100340,21706,57.51,0.00,51.63,0.002
2,165,24,1,TRK,21706,21780,60.63,0.00,55.21,0.002
2,165,24,1,TRK,21780,31480,61.31,0.00,55.98,0.002
2,165,24,1,TRK,31480,31486,61.89,0.00,56.54,0.002
2,165,24,1,TRK,31486,31517,63.92,0.00,58.50,0.002
2,165,24,1,TRK,31517,31537,64.04,0.00,58.63,0.002
2,165,24,1,TRK,31537,100328,64.10,0.00,58.68,0.002
2,165,24,1,TRK,100328,100335,64.29,0.00,58.86,0.002
2,165,24,1,TRK,100335,31567,65.14,0.00,59.69,0.002
2,165,24,1,TRK,31567,31842,65.77,0.00,60.29,0.002
2,165,24,1,TRK,31842,31867,66.40,0.00,60.91,0.002
2,165,24,1,TRK,31867,31337,66.90,0.00,61.39,0.002
2,165,24,1,TRK,31337,31317,67.10,0.00,61.58,0.002
2,165,24,1,TRK,31317,31297,67.75,0.00,62.22,0.002
2,165,24,1,TRK,31297,31101,73.82,0.00,68.09,0.002
2,165,24,1,TRK,31101,28119,74.50,0.00,68.75,0.002
2,165,24,1,TRK,28119,28120,74.51,0.00,68.76,0.002
2,165,24,1,TRK,28120,34549,75.32,0.00,69.48,0.002
2,165,24,1,TRK,34549,31481,75.58,0.00,69.72,0.002
2,165,24,1,TRK,31481,30459,75.73,0.00,69.86,0.002
2,165,24,1,TRK,30459,33536,76.10,0.00,70.21,0.002
2,165,24,1,TRK,33536,31473,76.60,0.00,70.43,0.002
2,165,24,1,TRK,31473,31474,76.82,0.00,70.55,0.002
2,165,24,1,TRK,31474,31475,77.04,0.00,70.67,0.002
2,165,24,1,TRK,31475,31476,77.15,0.00,70.74,0.002
2,165,24,1,TRK,31476,31658,77.39,0.00,70.88,0.002
2,165,24,1,TRK,31658,31659,77.49,0.00,70.93,0.002
2,165,24,1,TRK,31659,31660,77.62,0.00,71.01,0.002
2,165,24,1,TRK,31660,31661,77.72,0.00,71.07,0.002
2,165,24,1,TRK,31661,31662,77.93,0.00,71.17,0.002
2,165,24,1,TRK,31662,165,78.94,0.00,71.38,0.002
2,165,24,1,TRK,21646,20278,55.25,0.00,49.01,0.009
2,165,24,1,TRK,20278,20049,55.38,0.00,49.15,0.009
2,165,24,1,TRK,20049,21672,55.72,0.00,49.52,0.009
2,165,24,1,TRK,21672,26066,56.08,0.00,49.91,0.009
2,165,24,1,TRK,26066,21692,56.67,0.00,50.55,0.009
2,165,24,1,TRK,21692,26068,56.76,0.00,50.65,0.009
2,165,24,1,TRK,26068,100348,56.85,0.00,50.74,0.009
2,165,24,1,TRK,100348,21798,56.93,0.00,50.84,0.009
2,165,24,1,TRK,21798,21700,57.00,0.00,50.91,0.009
2,165,24,1,TRK,21700,100340,57.10,0.00,51.03,0.009
2,165,24,1,TRK,100340,21706,57.62,0.00,51.62,0.009
2,165,24,1,TRK,21706,21780,60.75,0.00,55.20,0.009
2,165,24,1,TRK,21780,31480,61.42,0.00,55.97,0.009
2,165,24,1,TRK,31480,31486,62.01,0.00,56.53,0.009
2,165,24,1,TRK,31486,31517,64.03,0.00,58.49,0.009
2,165,24,1,TRK,31517,31537,64.16,0.00,58.62,0.009
2,165,24,1,TRK,31537,100328,64.22,0.00,58.68,0.009
2,165,24,1,TRK,100328,100335,64.40,0.00,58.85,0.009
2,165,24,1,TRK,100335,31567,65.26,0.00,59.68,0.009
2,165,24,1,TRK,31567,31842,65.88,0.00,60.29,0.009
2,165,24,1,TRK,31842,31867,66.52,0.00,60.90,0.009
2,165,24,1,TRK,31867,31337,67.01,0.00,61.38,0.009
2,165,24,1,TRK,31337,31317,67.21,0.00,61.57,0.009
2,165,24,1,TRK,31317,31297,67.87,0.00,62.21,0.009
2,165,24,1,TRK,31297,31101,73.93,0.00,68.08,0.009
2,165,24,1,TRK,31101,28119,74.62,0.00,68.74,0.009
2,165,24,1,TRK,28119,28120,74.62,0.00,68.75,0.009
2,165,24,1,TRK,28120,34549,75.44,0.00,69.48,0.009
2,165,24,1,TRK,34549,31481,75.69,0.00,69.71,0.009
2,165,24,1,TRK,31481,30459,75.85,0.00,69.85,0.009
2,165,24,1,TRK,30459,33536,76.21,0.00,70.20,0.009
2,165,24,1,TRK,33536,31473,76.72,0.00,70.42,0.009
2,165,24,1,TRK,31473,31474,76.94,0.00,70.54,0.009
2,165,24,1,TRK,31474,31475,77.15,0.00,70.66,0.009
2,165,24,1,TRK,31475,31476,77.26,0.00,70.73,0.009
2,165,24,1,TRK,31476,31658,77.50,0.00,70.87,0.009
2,165,24,1,TRK,31658,31659,77.61,0.00,70.93,0.009
2,165,24,1,TRK,31659,31660,77.74,0.00,71.00,0.009
2,165,24,1,TRK,31660,31661,77.84,0.00,71.06,0.009
2,165,24,1,TRK,31661,31662,78.05,0.00,71.16,0.009
2,165,24,1,TRK,31662,165,79.06,0.00,71.37,0.009
