N,X,Y,DTA_Type,SEGNUM,Prohibit_Links,Time_Coef,Cost_Coef
35055,877407.591400,569457.096700,0,    0,                                                  ,0,0
35065,869953.850000,574189.976800,92,   34,                   33531_33524                    ,-0.1170,-0.5840
35066,869910.621400,574169.803500,0,    0,                                                  ,0,0
35067,869971.196700,574377.292500,91,    0,                                                  ,0,0
35068,869876.039700,574382.730000,90,   33,                                                  ,-0.1170,-0.5840
35070,884263.945200,527323.413200,0,    0,                                                  ,0,0
35071,883861.882200,527222.897500,0,    0,                                                  ,0,0
35072,883414.130200,527000.544500,0,    0,                                                  ,0,0
35074,884303.542300,527219.851500,0,    0,                                                  ,0,0
35080,879443.377200,532501.957400,0,    0,                                                  ,0,0
35089,833872.542500,410963.145600,0,    0,                                                  ,0,0
35090,833923.565000,410670.434600,0,    0,                                                  ,0,0
35091,833316.611100,410670.434600,0,    0,                                                  ,0,0
35092,834024.157600,410979.734200,0,    0,                                                  ,0,0
35093,867130.954600,584969.805600,0,    0,                                                  ,0,0
35104,829368.978600,405536.985000,0,    0,                                                  ,0,0
35105,829373.025300,405019.004300,0,    0,                                                  ,0,0
35106,829656.550400,405341.244400,0,    0,                                                  ,0,0
35107,829030.148500,405330.049000,0,    0,                                                  ,0,0
35108,829339.435100,405397.954400,0,    0,                                                  ,0,0
35109,874143.292800,519724.918000,0,    0,                                                  ,0,0
35110,875077.990300,519764.248500,0,    0,                                                  ,0,0
35111,874681.458000,519360.331100,0,    0,                                                  ,0,0
35112,864018.568200,519752.300500,0,    0,                                                  ,0,0
35113,864042.265800,519100.616300,0,    0,                                                  ,0,0
35114,864541.429400,519421.204100,0,    0,                                                  ,0,0
35115,863506.767700,519421.204100,0,    0,                                                  ,0,0
35116,863973.572900,519424.513000,0,    0,                                                  ,0,0
35117,877098.651100,527293.096400,0,    0,                                                  ,0,0
35120,867784.643200,562577.871000,0,    0,                                                  ,0,0
35121,868004.169100,562336.170900,0,    0,                                                  ,0,0
35122,868029.036600,562645.971400,0,    0,                                                  ,0,0
35123,868004.669600,562463.845400,0,    0,                                                  ,0,0
35124,867894.391400,562588.604500,0,    0,                                                  ,0,0
35125,867899.961000,562376.959600,0,    0,                                                  ,0,0
35126,867811.961300,562490.579500,0,    0,                                                  ,0,0
35127,867791.910700,562358.022900,0,    0,                                                  ,0,0
35128,873283.389500,558113.641100,0,    0,                                                  ,0,0
35129,873400.118200,557789.269800,0,    0,                                                  ,0,0
35130,876693.868200,555286.192500,0,    0,                                                  ,0,0
35131,876412.002500,555301.646300,0,    0,                                                  ,0,0
35132,877143.670600,554707.820200,0,    0,                                                  ,0,0
35133,876853.785100,554906.347900,0,    0,                                                  ,0,0
35134,876542.809000,555228.690700,0,    0,                                                  ,0,0
35135,907057.321400,511921.315900,0,    0,                                                  ,0,0
35136,907046.087200,511916.204500,0,    0,                                                  ,0,0
35137,907052.346700,511913.307100,0,    0,                                                  ,0,0
35138,882097.560000,537394.478900,0,    0,                                                  ,0,0
35139,882097.560000,536600.566000,0,    0,                                                  ,0,0
35140,881572.590900,536941.149900,0,    0,                                                  ,0,0
35141,882453.411500,536964.638500,0,    0,                                                  ,0,0
35142,873004.399600,569070.267900,0,    0,                                                  ,0,0
35144,867277.708900,579949.021000,0,    0,                                                  ,0,0
35145,860691.322000,579879.834100,0,    0,                                                  ,0,0
35146,861796.605200,579871.694200,0,    0,                                                  ,0,0
35148,861224.979611,579419.073899,0,    0,                                                  ,0,0
35149,861372.865278,579437.883956,0,    0,                                                  ,0,0
35153,872584.268900,558299.802000,0,    0,                                                  ,0,0
35154,872846.990900,558286.244400,0,    0,                                                  ,0,0
35155,872533.102400,558595.929000,0,    0,                                                  ,0,0
35156,872789.113500,558335.056400,0,    0,                                                  ,0,0
35157,872659.380000,558516.249500,0,    0,                                                  ,0,0
35159,872739.966700,558508.187000,0,    0,                                                  ,0,0
35160,872630.105900,558491.854400,0,    0,                                                  ,0,0
35162,872621.248700,558359.789400,0,    0,                                                  ,0,0
35164,872688.266900,558435.424300,0,    0,                                                  ,0,0
35165,872720.031100,558370.754000,0,    0,                                                  ,0,0
35166,873176.027000,558011.475800,0,    0,                                                  ,0,0
35167,873289.830300,557855.442500,0,    0,                                                  ,0,0
35169,873184.884200,557951.909100,0,    0,                                                  ,0,0
35170,873268.196500,558064.456900,0,    0,                                                  ,0,0
35171,873227.996300,558086.760900,0,    0,                                                  ,0,0
35172,873121.589600,558117.260100,0,    0,                                                  ,0,0
35173,873007.958300,558152.157700,0,    0,                                                  ,0,0
35175,873168.168400,557908.600000,0,    0,                                                  ,0,0
35176,876760.002600,555135.952500,0,    0,                                                  ,0,0
35177,876340.200300,555398.308100,0,    0,                                                  ,0,0
35179,876580.042200,555094.582300,0,    0,                                                  ,0,0
35180,876757.156600,555022.302100,0,    0,                                                  ,0,0
35193,907190.544700,579737.624700,92,   48,                                                  ,-0.1170,-0.5840
35199,906972.242900,579795.779200,90,   43,                                                  ,-0.1170,-0.5840
35200,907559.888300,579715.464100,91,    0,                                                  ,0,0
35201,906566.135900,579737.000600,0,    0,                                                  ,0,0
35202,878011.892100,575457.952800,90,   41,                   35043_35042                    ,-0.1170,-0.5840
35203,878064.975500,575324.329000,0,    0,                                                  ,0,0
35204,861772.432800,525951.015700,0,    0,                                                  ,0,0
35213,879297.193400,526635.283400,91,    0,                                                  ,0,0
35217,879643.301200,526235.960200,0,    0,                                                  ,0,0
35218,879673.125100,526717.113800,0,    0,                                                  ,0,0
35219,879357.763400,526515.466000,90,   39,                                                  ,-0.1170,-0.5840
35221,879425.768100,526609.566000,0,    0,                                                  ,0,0
35227,861654.258100,525781.182100,0,    0,                                                  ,0,0
35233,858791.091300,569536.490900,0,    0,                                                  ,0,0
35234,857604.410800,568987.138100,0,    0,                                                  ,0,0
35235,898160.000000,533759.000000,0,    0,                                                  ,0,0
35236,898102.000000,533477.000000,0,    0,                                                  ,0,0
35240,857956.781600,568806.034200,0,    0,                                                  ,0,0
35241,897746.000000,528045.000000,0,    0,                                                  ,0,0
35246,896492.000000,527865.000000,0,    0,                                                  ,0,0
35247,896492.000000,527409.000000,0,    0,                                                  ,0,0
35248,897717.000000,528150.000000,0,    0,                                                  ,0,0
35252,881027.496900,508919.012000,0,    0,                                                  ,0,0
35253,879945.853100,519919.129400,0,    0,                                                  ,0,0
35254,858809.411600,569313.850600,0,    0,                                                  ,0,0
35257,880548.875300,508953.509200,0,    0,                                                  ,0,0
35259,880605.000000,506159.000000,0,    0,                                                  ,0,0
35305,863336.937500,546657.812500,0,    0,                                                  ,0,0
35323,879849.541700,526527.398000,90,   39,                                                  ,-0.1170,-0.5840
35324,880104.206900,526408.664400,91,    0,                                                  ,0,0
35325,879657.034300,526641.787500,0,    0,                                                  ,0,0
35327,879662.354200,526334.369500,0,    0,                                                  ,0,0
35328,879854.949800,526456.935200,0,    0,                                                  ,0,0
35329,879693.385900,526633.639200,0,    0,                                                  ,0,0
35331,879538.269200,526530.633300,0,    0,                                                  ,0,0
35332,879653.309900,526421.418900,0,    0,                                                  ,0,0
35334,879784.637300,526541.309400,0,    0,                                                  ,0,0
35340,865388.499300,641717.033600,0,    0,                                                  ,0,0
35350,868773.203787,619825.203498,91,    0,                                                  ,0,0
35351,868682.279500,619612.184700,92,   37,                   28352_28351                    ,-0.1170,-0.5840
35352,869564.492500,614331.152300,0,    0,                                                  ,0,0
35353,869608.792400,613961.986400,0,    0,                                                  ,0,0
35361,878263.716300,564285.569900,0,    0,                                                  ,0,0
35362,878441.225600,563575.532700,0,    0,                                                  ,0,0
35363,878288.736600,567832.821600,0,    0,                                                  ,0,0
35364,878404.978300,564554.134200,0,    0,                                                  ,0,0
35392,879421.880900,552619.118100,0,    0,                                                  ,0,0
35398,879599.893900,552638.588300,0,    0,                                                  ,0,0
35399,914359.041499,580093.879663,0,    0,                                                  ,0,0
35406,914554.268777,580137.109506,0,    0,                                                  ,0,0
35413,862494.609400,526090.230500,0,    0,                                                  ,0,0
35414,862776.389300,526083.112000,0,    0,                                                  ,0,0
35415,862370.734700,525838.948000,0,    0,                                                  ,0,0
35416,862176.412900,526687.479500,0,    0,                                                  ,0,0
35417,862507.370700,526242.206600,0,    0,                                                  ,0,0
35419,862100.148300,526592.592400,0,    0,                                                  ,0,0
35421,878950.370400,548278.942200,0,    0,                                                  ,0,0
35422,878458.106600,548308.478100,91,    0,                                                  ,0,0
35423,878721.522600,548480.229200,0,    0,                                                  ,0,0
35427,878799.156600,553958.150400,0,    0,                                                  ,0,0
35429,877364.043900,554505.139000,0,    0,                                                  ,0,0
35430,878127.261200,553748.162100,0,    0,                                                  ,0,0
35434,915071.746900,580004.016800,90,    1,                   30352_31337                    ,-0.1170,-0.5840
35435,870582.018000,569164.469300,0,    0,                                                  ,0,0
35436,871328.072300,569296.243600,0,    0,                                                  ,0,0
35437,870125.105000,570034.172300,0,    0,                                                  ,0,0
35438,872211.722000,569120.278300,0,    0,                                                  ,0,0
35439,875489.389200,569095.376800,0,    0,                                                  ,0,0
35440,871460.485600,569296.243600,0,    0,                                                  ,0,0
35441,871762.733600,569267.458000,0,    0,                                                  ,0,0
35442,874039.993200,569311.507700,0,    0,                                                  ,0,0
35443,872026.743200,569188.755200,0,    0,                                                  ,0,0
35444,874177.125700,569321.978600,0,    0,                                                  ,0,0
35445,875002.385000,569355.419000,0,    0,                                                  ,0,0
35446,876865.033500,569216.123100,0,    0,                                                  ,0,0
35448,875647.829600,569370.996700,0,    0,                                                  ,0,0
35449,875767.249600,569373.249900,0,    0,                                                  ,0,0
35450,875903.632300,569360.184500,0,    0,                                                  ,0,0
35451,875666.812800,569101.602100,0,    0,                                                  ,0,0
35452,877697.568900,569869.281500,0,    0,                                                  ,0,0
35454,877289.068900,569314.342900,0,    0,                                                  ,0,0
35455,876489.784000,569308.165400,0,    0,                                                  ,0,0
35456,874082.301600,569634.849300,0,    0,                                                  ,0,0
35529,878684.927400,558127.141800,0,    0,                                                  ,0,0
35530,878844.852600,557997.309300,0,    0,                                                  ,0,0
35534,878774.381300,557489.333900,0,    0,                                                  ,0,0
35540,878700.480400,557250.600100,0,    0,                                                  ,0,0
35543,878939.986400,558257.163300,0,    0,                                                  ,0,0
35544,878887.152300,559202.615200,0,    0,                                                  ,0,0
35553,879743.719400,564152.696100,0,    0,                                                  ,0,0
35557,876727.225000,555280.925600,0,    0,                                                  ,0,0
35559,879616.320500,519557.846500,0,    0,                                                  ,0,0
35568,905872.774800,528417.052300,0,    0,                                                  ,0,0
35576,914343.068200,528026.633500,0,    0,                                                  ,0,0
35577,914256.805700,528112.896000,0,    0,                                                  ,0,0
35578,914263.799900,528220.141200,0,    0,                                                  ,0,0
35588,881564.513000,493320.501600,0,    0,                                                  ,0,0
35589,881328.414500,493274.145600,0,    0,                                                  ,0,0
35594,829968.973500,412552.903800,0,    0,                                                  ,0,0
35595,851358.764200,438758.512100,0,    0,                                                  ,0,0
35597,865259.574100,450581.900700,0,    0,                                                  ,0,0
35598,867733.494000,459396.149100,0,    0,                                                  ,0,0
35600,864354.658000,488351.487900,0,    0,                                                  ,0,0
35601,883759.528100,493194.344400,0,    0,                                                  ,0,0
35602,883856.619300,493144.483500,0,    0,                                                  ,0,0
35604,883860.598400,493175.244500,0,    0,                                                  ,0,0
35606,889623.435800,498458.379300,0,    0,                                                  ,0,0
35609,894391.123900,502699.725600,0,    0,                                                  ,0,0
35611,907036.332300,512185.267300,0,    0,                                                  ,0,0
35613,918841.102100,516245.338300,0,    0,                                                  ,0,0
35614,922237.528700,520371.170500,0,    0,                                                  ,0,0
35615,916973.710000,522121.698600,0,    0,                                                  ,0,0
35616,854155.697000,492013.425500,0,    0,                                                  ,0,0
35617,860682.992700,519322.473900,0,    0,                                                  ,0,0
35618,870846.748200,527495.891600,0,    0,                                                  ,0,0
35619,874445.358800,525624.108600,0,    0,                                                  ,0,0
35621,940271.221700,537719.441000,0,    0,                                                  ,0,0
35625,939515.780500,538474.807600,0,    0,                                                  ,0,0
35627,940445.613600,538110.437900,0,    0,                                                  ,0,0
35628,940316.545500,537838.714300,0,    0,                                                  ,0,0
35630,939775.896500,538379.334500,0,    0,                                                  ,0,0
35632,945016.099000,589664.577800,0,    0,                                                  ,0,0
35633,944222.919700,589902.092800,0,    0,                                                  ,0,0
35634,881494.572900,493053.690100,0,    0,                                                  ,0,0
35636,881420.038900,493133.675900,0,    0,                                                  ,0,0
35640,881317.000400,493130.202700,0,    0,                                                  ,0,0
35641,938074.745800,593434.698800,0,    0,                                                  ,0,0
35643,936315.342500,593423.946500,0,    0,                                                  ,0,0
35646,935885.472300,593358.604700,0,    0,                                                  ,0,0
35656,855541.669200,470529.618300,0,    0,                                                  ,0,0
35661,880618.092000,493106.662500,0,    0,                                                  ,0,0
35662,881470.979300,492968.119600,0,    0,                                                  ,0,0
35663,880676.531900,498570.702300,0,    0,                                                  ,0,0
35664,880662.716200,498073.194700,0,    0,                                                  ,0,0
35665,881098.273600,498610.249800,0,    0,                                                  ,0,0
35666,881169.779300,498115.158600,0,    0,                                                  ,0,0
35667,880518.428800,498294.021900,0,    0,                                                  ,0,0
35668,881250.973100,498291.386800,0,    0,                                                  ,0,0
35669,880724.292400,498279.107200,0,    0,                                                  ,0,0
35670,881092.650500,498297.480400,0,    0,                                                  ,0,0
35671,881193.580700,498383.895400,0,    0,                                                  ,0,0
35672,881029.779900,498385.262500,0,    0,                                                  ,0,0
35673,880686.070300,498350.537900,0,    0,                                                  ,0,0
35674,880490.690700,498357.685900,0,    0,                                                  ,0,0
35675,880300.451100,503579.591100,0,    0,                                                  ,0,0
35676,880568.724100,503572.967100,0,    0,                                                  ,0,0
35677,881094.081700,503615.847900,0,    0,                                                  ,0,0
35678,881284.118700,503737.515400,0,    0,                                                  ,0,0
35679,880313.245100,503692.537200,0,    0,                                                  ,0,0
35680,880362.897300,503848.854500,0,    0,                                                  ,0,0
35681,880491.526100,503704.429200,0,    0,                                                  ,0,0
35682,880927.439700,503721.274400,0,    0,                                                  ,0,0
35683,880963.148700,503359.083200,0,    0,                                                  ,0,0
35684,879878.741900,509195.376400,0,    0,                                                  ,0,0
35685,880315.232200,509177.838900,0,    0,                                                  ,0,0
35686,880642.600000,509170.044400,0,    0,                                                  ,0,0
35687,881090.782100,509166.147200,0,    0,                                                  ,0,0
35688,881056.823200,509261.354000,0,    0,                                                  ,0,0
35689,880761.465700,509271.372500,0,    0,                                                  ,0,0
35690,880209.741400,509266.379400,0,    0,                                                  ,0,0
35691,879901.986900,509270.582900,0,    0,                                                  ,0,0
35694,879580.215300,514704.795300,0,    0,                                                  ,0,0
35695,879734.917200,514692.095800,0,    0,                                                  ,0,0
35696,880280.077300,514699.448800,0,    0,                                                  ,0,0
35699,879705.743100,514753.390400,0,    0,                                                  ,0,0
35700,879427.271400,514733.801900,0,    0,                                                  ,0,0
35701,879592.806500,515054.573500,0,    0,                                                  ,0,0
35703,880536.674400,514653.992100,0,    0,                                                  ,0,0
35704,880439.143700,514611.527700,0,    0,                                                  ,0,0
35705,880439.637600,514731.527700,0,    0,                                                  ,0,0
35706,880341.529400,514732.870700,0,    0,                                                  ,0,0
35707,880620.239400,514710.200000,0,    0,                                                  ,0,0
35710,879278.199800,519909.064300,0,    0,                                                  ,0,0
35711,878865.529700,519885.579000,0,    0,                                                  ,0,0
35712,879044.984000,519469.382600,0,    0,                                                  ,0,0
35713,879125.595700,522595.012700,0,    0,                                                  ,0,0
35714,880129.618400,522588.205800,0,    0,                                                  ,0,0
35715,879367.241900,522588.205800,0,    0,                                                  ,0,0
35716,880388.281900,522659.678600,0,    0,                                                  ,0,0
35717,879339.845100,522661.458200,0,    0,                                                  ,0,0
35718,878993.541500,522662.022400,0,    0,                                                  ,0,0
35722,880167.977300,522966.768000,0,    0,                                                  ,0,0
35723,880374.668000,522591.609200,0,    0,                                                  ,0,0
35724,880081.969900,522639.257800,0,    0,                                                  ,0,0
35728,879293.113600,522828.291800,0,    0,                                                  ,0,0
35729,879174.063200,522839.992500,0,    0,                                                  ,0,0
35734,922475.563300,528646.323600,0,    0,                                                  ,0,0
35735,921387.361600,528691.681700,0,    0,                                                  ,0,0
35736,921681.433500,528597.979400,0,    0,                                                  ,0,0
35740,885383.508000,494585.848300,0,    0,                                                  ,0,0
35741,885328.602800,494856.943100,0,    0,                                                  ,0,0
35742,880872.186300,503862.932100,0,    0,                                                  ,0,0
35743,880829.365300,503588.488500,0,    0,                                                  ,0,0
35746,898567.340800,515021.806500,0,    0,                                                  ,0,0
35751,878461.419900,522823.745700,0,    0,                                                  ,0,0
35752,879097.879000,522787.227500,0,    0,                                                  ,0,0
35755,879408.590700,532293.238600,0,    0,                                                  ,0,0
35756,879610.352300,532337.765300,0,    0,                                                  ,0,0
35757,879660.444800,532513.089100,0,    0,                                                  ,0,0
35758,879604.786400,532475.519700,0,    0,                                                  ,0,0
35759,879656.270400,532614.665600,0,    0,                                                  ,0,0
35760,879362.672600,532613.274100,0,    0,                                                  ,0,0
35761,879461.466100,532468.562400,0,    0,                                                  ,0,0
35982,864704.078202,455247.363702,91,    0,                                                  ,0,0
36087,896197.000000,531256.000000,0,    0,                                                  ,0,0
36202,860494.200100,470369.878000,0,    0,                                                  ,0,0
36203,860598.895300,469984.599500,0,    0,                                                  ,0,0
36204,860942.295800,470181.426600,0,    0,                                                  ,0,0
36205,860841.788300,470583.456300,0,    0,                                                  ,0,0
36206,922904.000000,528477.000000,0,    0,                                                  ,0,0
36207,923121.843300,528711.350400,0,    0,                                                  ,0,0
36208,940383.338600,537459.425200,0,    0,                                                  ,0,0
36210,939489.948700,537628.111700,0,    0,                                                  ,0,0
36211,939567.648100,538738.467800,0,    0,                                                  ,0,0
36212,939604.200200,538571.978300,0,    0,                                                  ,0,0
36213,939910.338000,538396.139700,0,    0,                                                  ,0,0
36218,939187.715200,538034.828300,0,    0,                                                  ,0,0
36219,940240.516800,538575.862900,0,    0,                                                  ,0,0
36220,939774.783700,539349.986700,0,    0,                                                  ,0,0
36223,878286.000000,574768.000000,0,    0,                                                  ,0,0
36224,878148.000000,575142.000000,0,    0,                                                  ,0,0
36225,905928.000000,538079.000000,0,    0,                                                  ,0,0
36228,905909.000000,538201.000000,0,    0,                                                  ,0,0
36229,919689.000000,521530.000000,0,    0,                                                  ,0,0
36234,919401.000000,521453.000000,0,    0,                                                  ,0,0
36236,880289.495500,509759.852600,0,    0,                                                  ,0,0
36238,918061.000000,515889.000000,0,    0,                                                  ,0,0
36239,918110.000000,515820.000000,0,    0,                                                  ,0,0
36243,923610.000000,580575.000000,0,    0,                                                  ,0,0
36244,932540.000000,571772.000000,0,    0,                                                  ,0,0
36245,930785.000000,566338.000000,0,    0,                                                  ,0,0
36246,929581.000000,566503.000000,0,    0,                                                  ,0,0
36249,923176.000000,576221.000000,0,    0,                                                  ,0,0
36253,908382.000000,573483.000000,0,    0,                                                  ,0,0
36254,904562.000000,575362.000000,0,    0,                                                  ,0,0
36255,904667.000000,573004.000000,0,    0,                                                  ,0,0
36256,907293.000000,573534.000000,0,    0,                                                  ,0,0
36258,900905.000000,569858.000000,0,    0,                                                  ,0,0
36259,905720.000000,563785.000000,0,    0,                                                  ,0,0
36261,898423.000000,568769.000000,0,    0,                                                  ,0,0
36262,897628.000000,562928.000000,0,    0,                                                  ,0,0
36263,884585.000000,564198.000000,0,    0,                                                  ,0,0
36264,885695.000000,564215.000000,0,    0,                                                  ,0,0
36267,873244.000000,565481.000000,0,    0,                                                  ,0,0
36268,867262.000000,562595.000000,0,    0,                                                  ,0,0
36270,880747.000000,551679.000000,0,    0,                                                  ,0,0
36274,889660.000000,549100.000000,0,    0,                                                  ,0,0
36277,911952.000000,558743.000000,0,    0,                                                  ,0,0
36278,911662.000000,556033.000000,0,    0,                                                  ,0,0
36280,921186.000000,545676.000000,0,    0,                                                  ,0,0
36281,920746.000000,548380.000000,0,    0,                                                  ,0,0
36282,924202.000000,553885.000000,0,    0,                                                  ,0,0
36284,924347.000000,550941.000000,0,    0,                                                  ,0,0
36285,925976.000000,552098.000000,0,    0,                                                  ,0,0
36286,914097.000000,539214.000000,0,    0,                                                  ,0,0
36292,939610.000000,535865.000000,0,    0,                                                  ,0,0
36294,867401.000000,561862.000000,0,    0,                                                  ,0,0
36296,877433.000000,537077.000000,0,    0,                                                  ,0,0
36297,869648.000000,537718.000000,0,    0,                                                  ,0,0
36301,860958.000000,537722.000000,0,    0,                                                  ,0,0
36307,863658.000000,535767.000000,0,    0,                                                  ,0,0
36310,874712.000000,532440.000000,0,    0,                                                  ,0,0
36311,882244.000000,531744.000000,0,    0,                                                  ,0,0
36319,852017.000000,527097.000000,0,    0,                                                  ,0,0
36321,826842.000000,519935.000000,0,    0,                                                  ,0,0
36336,856638.000000,519253.000000,0,    0,                                                  ,0,0
36337,858438.000000,492183.000000,0,    0,                                                  ,0,0
36338,864959.000000,497016.000000,0,    0,                                                  ,0,0
36339,859498.000000,500068.000000,0,    0,                                                  ,0,0
36340,859529.000000,501703.000000,0,    0,                                                  ,0,0
36342,859466.000000,503380.000000,0,    0,                                                  ,0,0
36343,859316.000000,506977.000000,0,    0,                                                  ,0,0
36344,864211.000000,515514.000000,0,    0,                                                  ,0,0
36345,858924.000000,515263.000000,0,    0,                                                  ,0,0
36347,899426.000000,520766.000000,0,    0,                                                  ,0,0
36348,900616.000000,520824.000000,0,    0,                                                  ,0,0
36349,910994.000000,513529.000000,0,    0,                                                  ,0,0
36353,897903.000000,505814.000000,0,    0,                                                  ,0,0
36355,889255.000000,498124.000000,0,    0,                                                  ,0,0
36362,864303.000000,460149.000000,0,    0,                                                  ,0,0
36364,857635.053400,470583.009200,0,    0,                                                  ,0,0
36367,850322.000000,459546.000000,0,    0,                                                  ,0,0
36368,841520.000000,453579.000000,0,    0,                                                  ,0,0
36369,875927.000000,453359.000000,0,    0,                                                  ,0,0
36371,844255.000000,430295.000000,0,    0,                                                  ,0,0
36372,835286.000000,420252.000000,0,    0,                                                  ,0,0
36378,888429.000000,579746.000000,0,    0,                                                  ,0,0
36381,922962.000000,580918.000000,0,    0,                                                  ,0,0
36382,917398.000000,584864.000000,0,    0,                                                  ,0,0
36383,904233.000000,583630.000000,0,    0,                                                  ,0,0
36384,906009.000000,585028.000000,0,    0,                                                  ,0,0
36386,901586.000000,583486.000000,0,    0,                                                  ,0,0
36389,897442.000000,584617.000000,0,    0,                                                  ,0,0
36390,896469.000000,580597.000000,0,    0,                                                  ,0,0
36391,925905.000000,586600.000000,0,    0,                                                  ,0,0
36392,926208.000000,586729.000000,0,    0,                                                  ,0,0
36397,881029.000000,495695.000000,0,    0,                                                  ,0,0
36405,837363.062500,413658.250000,0,    0,                                                  ,0,0
36406,838608.437500,414454.781300,0,    0,                                                  ,0,0
36407,867284.000000,562858.000000,0,    0,                                                  ,0,0
36408,880314.081700,509452.535100,0,    0,                                                  ,0,0
36416,880177.139300,509096.802500,0,    0,                                                  ,0,0
36417,880233.250000,508979.656300,0,    0,                                                  ,0,0
37125,928718.503905,637078.861349,91,    0,                                                  ,0,0
40003,857808.545400,550157.508800,0,    0,                                                  ,0,0
40006,860498.387900,470947.795800,0,    0,                                                  ,0,0
40007,860418.819500,470893.354300,0,    0,                                                  ,0,0
40009,860837.600500,470164.675300,0,    0,                                                  ,0,0
40011,861733.791900,460356.823800,0,    0,                                                  ,0,0
40012,861851.050600,460398.701900,0,    0,                                                  ,0,0
40014,863769.067700,458442.994600,0,    0,                                                  ,0,0
40015,863714.626100,458350.862800,0,    0,                                                  ,0,0
40018,865523.760100,453057.470700,0,    0,                                                  ,0,0
40019,865663.117300,451417.735300,0,    0,                                                  ,0,0
40020,866044.231508,450330.752184,0,    0,                                                  ,0,0
40021,866160.307300,450339.581800,0,    0,                                                  ,0,0
40022,851275.607458,429525.360685,90,   25,                  100380_100375                   ,-0.1170,-0.5840
40025,858922.525300,472389.371600,0,    0,                                                  ,0,0
40026,859154.819000,472340.467700,0,    0,                                                  ,0,0
40027,857114.385000,492007.832700,0,    0,                                                  ,0,0
40043,924726.170500,689964.306400,0,    0,                                                  ,0,0
40045,922711.173200,686658.596600,0,    0,                                                  ,0,0
40052,909668.227063,589124.742624,0,    0,                                                  ,0,0
40059,916067.970900,580477.239400,0,    0,                                                  ,0,0
40061,860952.434800,464844.875200,0,    0,                                                  ,0,0
40062,861201.421233,462325.763470,0,    0,                                                  ,0,0
40063,854944.047700,434064.431200,0,    0,                                                  ,0,0
40064,855024.661100,433997.253300,0,    0,                                                  ,0,0
40203,872198.363800,660124.793187,0,    0,                                                  ,0,0
40205,872343.437100,660051.688200,0,    0,                                                  ,0,0
40207,871739.725982,658600.801289,0,    0,                                                  ,0,0
40212,871703.546800,650674.665400,0,    0,                                                  ,0,0
40213,870785.182100,650079.750000,0,    0,                                                  ,0,0
40215,870796.733900,649126.730000,0,    0,                                                  ,0,0
40216,871299.235300,650351.216200,0,    0,                                                  ,0,0
40217,869843.714000,650507.164900,0,    0,                                                  ,0,0
40218,875247.760000,649173.472300,0,    0,                                                  ,0,0
40219,870814.061500,650847.941800,0,    0,                                                  ,0,0
40221,868549.917200,651373.546700,0,    0,                                                  ,0,0
40223,869352.764300,649750.524900,0,    0,                                                  ,0,0
40225,887325.299700,675786.853800,0,    0,                                                  ,0,0
40227,887682.743000,676547.130000,0,    0,                                                  ,0,0
40228,887359.341900,677057.763200,0,    0,                                                  ,0,0
40229,887200.478200,675786.853800,0,    0,                                                  ,0,0
40230,886832.759662,675072.838455,0,    0,                                                  ,0,0
40232,886939.487900,691315.778000,0,    0,                                                  ,0,0
40233,886808.992700,691298.756900,0,    0,                                                  ,0,0
40235,886984.877500,690095.932000,0,    0,                                                  ,0,0
40236,886837.361300,690044.868600,0,    0,                                                  ,0,0
40237,886740.908300,680768.364800,0,    0,                                                  ,0,0
40239,886873.045600,705347.616000,0,    0,                                                  ,0,0
40244,887536.992500,715721.123200,0,    0,                                                  ,0,0
40245,887606.043000,715620.203200,0,    0,                                                  ,0,0
40246,908214.956200,715699.876800,0,    0,                                                  ,0,0
40247,908278.695100,715832.666200,0,    0,                                                  ,0,0
40249,921575.390600,715556.963600,0,    0,                                                  ,0,0
40250,922536.125493,715822.383694,0,    0,                                                  ,0,0
40252,922518.555251,715957.088879,0,    0,                                                  ,0,0
40255,937396.791700,865161.152500,0,    0,                                                  ,0,0
40256,933651.865500,860250.097200,0,    0,                                                  ,0,0
40257,929865.027700,855970.181500,0,    0,                                                  ,0,0
40259,860887.259600,481570.104700,0,    0,                                                  ,0,0
40261,858427.017700,478953.464200,0,    0,                                                  ,0,0
40267,860444.244800,470911.120200,0,    0,                                                  ,0,0
40269,859711.249200,471641.966300,0,    0,                                                  ,0,0
40270,859844.521200,471501.171000,0,    0,                                                  ,0,0
40276,861771.590300,460366.516100,0,    0,                                                  ,0,0
40279,864384.365000,456440.368000,0,    0,                                                  ,0,0
40280,864677.778200,455477.370800,92,   25,                                                  ,-0.1170,-0.5840
40288,866187.835200,444963.935100,0,    0,                                                  ,0,0
40289,866186.760400,444676.970600,0,    0,                                                  ,0,0
40298,859861.717500,435530.646900,0,    0,                                                  ,0,0
40299,859878.913900,435486.581200,0,    0,                                                  ,0,0
40308,866236.200000,444673.746200,0,    0,                                                  ,0,0
40309,866227.601800,444966.084700,0,    0,                                                  ,0,0
40317,864641.731766,455722.887368,0,    0,                                                  ,0,0
40318,864445.484403,456403.094635,92,   26,                                                  ,-0.1170,-0.5840
40319,864068.381500,457582.852400,0,    0,                                                  ,0,0
40321,864187.681400,457228.177100,0,    0,                                                  ,0,0
40322,861818.880300,460386.936800,0,    0,                                                  ,0,0
40337,858571.989200,478999.866600,0,    0,                                                  ,0,0
40339,859512.115400,435484.096800,0,    0,                                                  ,0,0
