N,X,Y,DTA_Type,SEGNUM,Prohibit_Links,Time_Coef,Cost_Coef
13080,939686.375000,913156.812500,0,    0,                                                  ,0,0
13083,945296.000000,911468.000000,0,    0,                                                  ,0,0
13087,948362.000000,911464.000000,0,    0,                                                  ,0,0
13091,947957.000000,911393.000000,0,    0,                                                  ,0,0
13104,855045.000000,856487.000000,0,    0,                                                  ,0,0
13108,839905.375000,869046.750000,0,    0,                                                  ,0,0
13110,837440.937500,869766.062500,0,    0,                                                  ,0,0
13112,835279.687500,869757.125000,0,    0,                                                  ,0,0
13114,819991.375000,869781.812500,0,    0,                                                  ,0,0
13122,764875.375000,869615.312500,0,    0,                                                  ,0,0
13124,772719.687500,869805.500000,0,    0,                                                  ,0,0
13126,769966.937500,869802.187500,0,    0,                                                  ,0,0
13127,947921.000000,910060.000000,0,    0,                                                  ,0,0
13162,764629.375000,855080.000000,0,    0,                                                  ,0,0
13167,922967.000000,908087.000000,0,    0,                                                  ,0,0
13201,946994.000000,911416.000000,0,    0,                                                  ,0,0
13214,764624.312500,859115.125000,0,    0,                                                  ,0,0
13230,764631.625000,868806.125000,0,    0,                                                  ,0,0
13232,764627.562500,853818.750000,0,    0,                                                  ,0,0
13233,957592.000000,857925.000000,0,    0,                                                  ,0,0
13234,763805.125000,852358.062500,0,    0,                                                  ,0,0
13237,958899.000000,857878.000000,0,    0,                                                  ,0,0
13242,758404.750000,847084.750000,0,    0,                                                  ,0,0
13244,756850.625000,847179.875000,0,    0,                                                  ,0,0
13248,750851.937500,847235.312500,0,    0,                                                  ,0,0
13249,936619.000000,853227.000000,0,    0,                                                  ,0,0
13250,776214.812500,919694.000000,0,    0,                                                  ,0,0
13256,772056.687500,911867.562500,0,    0,                                                  ,0,0
13269,928054.000000,853456.000000,0,    0,                                                  ,0,0
13270,783328.750000,954272.250000,0,    0,                                                  ,0,0
13290,781188.062500,927489.937500,0,    0,                                                  ,0,0
13304,776135.312500,919417.937500,0,    0,                                                  ,0,0
13305,946048.000000,844318.000000,0,    0,                                                  ,0,0
13315,932496.000000,901110.000000,0,    0,                                                  ,0,0
13319,934434.000000,901064.000000,0,    0,                                                  ,0,0
13323,936996.000000,900984.000000,0,    0,                                                  ,0,0
13325,959194.000000,835042.000000,0,    0,                                                  ,0,0
13327,941044.000000,900881.000000,0,    0,                                                  ,0,0
13331,943962.000000,900805.000000,0,    0,                                                  ,0,0
13335,946275.000000,900752.000000,0,    0,                                                  ,0,0
13337,936931.000000,798591.000000,0,    0,                                                  ,0,0
13343,947651.000000,900768.000000,0,    0,                                                  ,0,0
13347,949073.000000,900732.000000,0,    0,                                                  ,0,0
13351,949627.581600,900785.773100,0,    0,                                                  ,0,0
13354,776432.375000,919179.187500,0,    0,                                                  ,0,0
13355,950293.000000,900701.000000,0,    0,                                                  ,0,0
13358,766642.312500,906232.312500,0,    0,                                                  ,0,0
13359,951664.000000,900664.000000,0,    0,                                                  ,0,0
13363,950566.000000,900695.000000,0,    0,                                                  ,0,0
13367,953646.000000,900611.000000,0,    0,                                                  ,0,0
13371,955168.000000,900571.000000,0,    0,                                                  ,0,0
13375,956180.000000,900544.000000,0,    0,                                                  ,0,0
13379,956725.000000,900528.000000,0,    0,                                                  ,0,0
13386,764631.250000,855350.812500,0,    0,                                                  ,0,0
13388,775868.375000,918361.125000,0,    0,                                                  ,0,0
13390,772068.687500,912498.875000,0,    0,                                                  ,0,0
13394,767201.250000,906546.812500,0,    0,                                                  ,0,0
13396,765151.625000,905362.437500,0,    0,                                                  ,0,0
13398,765248.875000,905168.937500,0,    0,                                                  ,0,0
13402,757868.687500,900328.125000,0,    0,                                                  ,0,0
13407,934198.000000,899853.000000,0,    0,                                                  ,0,0
13415,951109.000000,750028.000000,0,    0,                                                  ,0,0
13419,926972.836000,797417.499800,0,    0,                                                  ,0,0
13424,759259.437500,874922.875000,0,    0,                                                  ,0,0
13425,901860.000000,923633.000000,0,    0,                                                  ,0,0
13426,759284.812500,869550.375000,0,    0,                                                  ,0,0
13441,900608.000000,854228.000000,0,    0,                                                  ,0,0
13449,926776.000000,784974.000000,0,    0,                                                  ,0,0
13451,937612.000000,897318.000000,0,    0,                                                  ,0,0
13453,926814.000000,784973.000000,0,    0,                                                  ,0,0
13460,693309.875000,876043.875000,0,    0,                                                  ,0,0
13471,939412.000000,895912.000000,0,    0,                                                  ,0,0
13476,719062.937500,858711.875000,0,    0,                                                  ,0,0
13478,720144.687500,858729.312500,0,    0,                                                  ,0,0
13481,927170.317700,797637.767800,0,    0,                                                  ,0,0
13485,926787.000000,798511.000000,0,    0,                                                  ,0,0
13490,739133.187500,853260.312500,0,    0,                                                  ,0,0
13498,746954.187500,851176.000000,0,    0,                                                  ,0,0
13500,748524.625000,847925.687500,0,    0,                                                  ,0,0
13501,925968.187500,799132.875000,0,    0,                                                  ,0,0
13502,748883.375000,847173.750000,0,    0,                                                  ,0,0
13504,749206.750000,846496.312500,0,    0,                                                  ,0,0
13505,925972.375000,799466.250000,0,    0,                                                  ,0,0
13506,749952.812500,844887.000000,0,    0,                                                  ,0,0
13510,750379.500000,827471.312500,0,    0,                                                  ,0,0
13511,943424.000000,893071.000000,0,    0,                                                  ,0,0
13512,750652.812500,816934.312500,0,    0,                                                  ,0,0
13514,750772.437500,808647.687500,0,    0,                                                  ,0,0
13516,775286.562500,773602.125000,0,    0,                                                  ,0,0
13518,791870.375000,749926.562500,0,    0,                                                  ,0,0
13537,927917.000000,728934.000000,90,   16,                                                  ,-0.1170,-0.8259
13538,749650.125000,847233.812500,0,    0,                                                  ,0,0
13540,777180.750000,921054.562500,0,    0,                                                  ,0,0
13541,927858.000000,728935.000000,91,    0,                                                  ,0,0
13542,763953.750000,904376.187500,0,    0,                                                  ,0,0
13547,945484.000000,891554.000000,0,    0,                                                  ,0,0
13559,947422.000000,891491.000000,0,    0,                                                  ,0,0
13561,863340.000000,951978.000000,0,    0,                                                  ,0,0
13563,948539.000000,891469.000000,0,    0,                                                  ,0,0
13567,949489.430300,891309.269000,0,    0,                                                  ,0,0
13571,951177.549200,891288.272500,0,    0,                                                  ,0,0
13573,927938.000000,727474.625000,0,    0,                                                  ,0,0
13575,950102.118500,891272.909200,0,    0,                                                  ,0,0
13577,927877.062500,727492.937500,0,    0,                                                  ,0,0
13579,950573.259600,891272.909200,0,    0,                                                  ,0,0
13583,952283.706500,891150.002800,0,    0,                                                  ,0,0
13588,764566.562500,862678.125000,0,    0,                                                  ,0,0
13590,764512.937500,867017.500000,0,    0,                                                  ,0,0
13591,953928.000000,891082.000000,0,    0,                                                  ,0,0
13595,954801.000000,890786.000000,0,    0,                                                  ,0,0
13598,764620.687500,857103.000000,0,    0,                                                  ,0,0
13599,956063.000000,890705.000000,0,    0,                                                  ,0,0
13600,764632.062500,854612.562500,0,    0,                                                  ,0,0
13604,763791.875000,850949.062500,0,    0,                                                  ,0,0
13606,763714.812500,848645.875000,0,    0,                                                  ,0,0
13607,957788.000000,890630.000000,0,    0,                                                  ,0,0
13608,761319.937500,847092.187500,0,    0,                                                  ,0,0
13610,760421.312500,847090.562500,0,    0,                                                  ,0,0
13612,766694.187500,869732.937500,0,    0,                                                  ,0,0
13614,764528.312500,866191.937500,0,    0,                                                  ,0,0
13616,764252.937500,853143.375000,0,    0,                                                  ,0,0
13621,928535.000000,856815.000000,0,    0,                                                  ,0,0
13625,934969.000000,860138.000000,0,    0,                                                  ,0,0
13626,750933.687500,808112.937500,0,    0,                                                  ,0,0
13629,933094.000000,863155.000000,0,    0,                                                  ,0,0
13630,764627.750000,857768.500000,0,    0,                                                  ,0,0
13636,748272.625000,848481.312500,0,    0,                                                  ,0,0
13689,940513.000000,773041.000000,0,    0,                                                  ,0,0
13740,954052.937500,774164.187500,0,    0,                                                  ,0,0
13819,949773.000000,882755.000000,0,    0,                                                  ,0,0
13827,953397.018300,882691.078300,0,    0,                                                  ,0,0
13831,951917.632800,882687.293300,0,    0,                                                  ,0,0
13832,939520.404700,900450.914800,0,    0,                                                  ,0,0
13834,939422.120200,896878.886700,0,    0,                                                  ,0,0
13835,952729.000000,882651.000000,0,    0,                                                  ,0,0
13836,939572.618400,900500.057100,0,    0,                                                  ,0,0
13838,939480.476700,896891.172300,0,    0,                                                  ,0,0
13839,952926.599700,882658.635600,0,    0,                                                  ,0,0
13840,939609.475100,898660.293700,0,    0,                                                  ,0,0
13843,954299.000000,882595.000000,0,    0,                                                  ,0,0
13844,938850.812500,898549.312500,0,    0,                                                  ,0,0
13848,937908.437500,898269.562500,0,    0,                                                  ,0,0
13850,938259.625000,898450.312500,0,    0,                                                  ,0,0
13852,938127.812500,898417.062500,0,    0,                                                  ,0,0
13855,955028.000000,882515.000000,0,    0,                                                  ,0,0
13865,929488.000000,814620.000000,0,    0,                                                  ,0,0
13897,957043.000000,880575.000000,0,    0,                                                  ,0,0
13899,958859.000000,880577.000000,0,    0,                                                  ,0,0
13915,856122.000000,855974.000000,0,    0,                                                  ,0,0
13990,920844.723200,798357.467900,0,    0,                                                  ,0,0
13992,922914.374000,798391.981400,0,    0,                                                  ,0,0
14026,954266.600400,766728.663700,0,    0,                                                  ,0,0
14041,957310.000000,870315.000000,0,    0,                                                  ,0,0
14045,956366.000000,870335.000000,0,    0,                                                  ,0,0
14056,926730.875100,814584.977700,0,    0,                                                  ,0,0
14058,925923.289700,814591.836800,0,    0,                                                  ,0,0
14061,955294.000000,870058.000000,0,    0,                                                  ,0,0
14063,954399.000000,869388.000000,0,    0,                                                  ,0,0
14064,926678.941500,814921.584100,0,    0,                                                  ,0,0
14066,926711.640400,814796.558900,0,    0,                                                  ,0,0
14068,926778.961700,814804.252700,0,    0,                                                  ,0,0
14070,926750.109800,814956.206500,0,    0,                                                  ,0,0
14072,926620.887400,815046.963300,0,    0,                                                  ,0,0
14088,926422.208437,815495.540704,0,    0,                                                  ,0,0
14092,926377.315800,815004.873900,0,    0,                                                  ,0,0
14097,953539.000000,868303.000000,0,    0,                                                  ,0,0
14101,953350.000000,868061.000000,0,    0,                                                  ,0,0
14119,953209.891000,867922.500800,0,    0,                                                  ,0,0
14129,952538.000000,867026.000000,0,    0,                                                  ,0,0
14191,951806.000000,866094.000000,0,    0,                                                  ,0,0
14209,937896.000000,864758.000000,0,    0,                                                  ,0,0
14215,937848.000000,864751.000000,0,    0,                                                  ,0,0
14239,937927.375000,864497.187500,0,    0,                                                  ,0,0
14241,937858.875000,864487.375000,0,    0,                                                  ,0,0
14247,937927.375000,864325.875000,0,    0,                                                  ,0,0
14249,937858.875000,864301.375000,0,    0,                                                  ,0,0
14269,933050.000000,863958.000000,0,    0,                                                  ,0,0
14273,934908.000000,863925.000000,0,    0,                                                  ,0,0
14277,937879.000000,863800.000000,0,    0,                                                  ,0,0
14279,938125.000000,863794.000000,0,    0,                                                  ,0,0
14281,938315.000000,863793.000000,0,    0,                                                  ,0,0
14283,938997.000000,863770.000000,0,    0,                                                  ,0,0
14315,952058.000000,863563.000000,0,    0,                                                  ,0,0
14317,953167.000000,863541.000000,0,    0,                                                  ,0,0
14319,954395.000000,863517.000000,0,    0,                                                  ,0,0
14321,955087.000000,863500.000000,0,    0,                                                  ,0,0
14323,961990.044200,863357.611500,0,    0,                                                  ,0,0
14325,955765.000000,863480.000000,0,    0,                                                  ,0,0
14331,957096.000000,863441.000000,0,    0,                                                  ,0,0
14337,958582.023600,863380.222500,0,    0,                                                  ,0,0
14339,958197.227400,863389.723700,0,    0,                                                  ,0,0
14341,962482.429900,863332.198100,0,    0,                                                  ,0,0
14347,962843.000000,863420.000000,0,    0,                                                  ,0,0
14529,935090.000000,858505.000000,0,    0,                                                  ,0,0
14533,931181.000000,858218.000000,0,    0,                                                  ,0,0
14537,928510.000000,858167.000000,0,    0,                                                  ,0,0
14543,925879.437500,858038.687500,0,    0,                                                  ,0,0
14549,922475.000000,857962.000000,0,    0,                                                  ,0,0
14551,956911.000000,857948.000000,0,    0,                                                  ,0,0
14553,919357.000000,857891.000000,0,    0,                                                  ,0,0
14555,958211.000000,857912.000000,0,    0,                                                  ,0,0
14557,916845.000000,857856.000000,0,    0,                                                  ,0,0
14559,959483.299100,857972.280800,0,    0,                                                  ,0,0
14561,959890.000000,857840.000000,0,    0,                                                  ,0,0
14563,960302.000000,857848.000000,0,    0,                                                  ,0,0
14565,960509.326900,857840.084700,0,    0,                                                  ,0,0
14567,961080.000000,857836.000000,0,    0,                                                  ,0,0
14569,962249.000000,857801.000000,0,    0,                                                  ,0,0
14575,964925.000000,857743.000000,0,    0,                                                  ,0,0
14579,958189.000000,857191.000000,0,    0,                                                  ,0,0
14582,937396.791700,865471.791600,0,    0,                                                  ,0,0
14583,958298.000000,856715.000000,0,    0,                                                  ,0,0
14591,958580.000000,855997.000000,0,    0,                                                  ,0,0
14593,946197.000000,856544.000000,0,    0,                                                  ,0,0
14597,916706.000000,855850.000000,0,    0,                                                  ,0,0
14613,858760.000000,855380.000000,0,    0,                                                  ,0,0
14617,935251.000000,855327.000000,0,    0,                                                  ,0,0
14619,877249.000000,854897.000000,0,    0,                                                  ,0,0
14621,881487.000000,854794.000000,0,    0,                                                  ,0,0
14623,946136.000000,854221.000000,0,    0,                                                  ,0,0
14629,885304.000000,854660.000000,0,    0,                                                  ,0,0
14631,887631.000000,854601.000000,0,    0,                                                  ,0,0
14635,958605.000000,854415.000000,0,    0,                                                  ,0,0
14637,898208.000000,854309.000000,0,    0,                                                  ,0,0
14641,902037.000000,854184.000000,0,    0,                                                  ,0,0
14643,903873.000000,854112.000000,0,    0,                                                  ,0,0
14644,929697.819000,853365.244100,0,    0,                                                  ,0,0
14645,907545.000000,854010.000000,0,    0,                                                  ,0,0
14646,929371.949800,853904.185400,0,    0,                                                  ,0,0
14647,908073.000000,853974.000000,0,    0,                                                  ,0,0
14648,929369.484400,853652.715700,0,    0,                                                  ,0,0
14649,911022.000000,853909.000000,0,    0,                                                  ,0,0
14651,914265.826700,853841.264200,0,    0,                                                  ,0,0
14652,928548.509800,855622.561700,0,    0,                                                  ,0,0
14654,929093.360800,855637.354000,0,    0,                                                  ,0,0
14655,920239.000000,853671.000000,0,    0,                                                  ,0,0
14656,928883.802800,855637.354000,0,    0,                                                  ,0,0
14657,922547.000000,853624.000000,0,    0,                                                  ,0,0
14659,925792.354200,853512.519300,0,    0,                                                  ,0,0
14663,929337.982500,853380.082700,0,    0,                                                  ,0,0
14665,931379.894000,853363.175500,0,    0,                                                  ,0,0
14667,935293.000000,853261.000000,0,    0,                                                  ,0,0
14671,941952.000000,853093.000000,0,    0,                                                  ,0,0
14675,944927.000000,853043.000000,0,    0,                                                  ,0,0
14679,946989.000000,853023.000000,0,    0,                                                  ,0,0
14681,948825.000000,852983.000000,0,    0,                                                  ,0,0
14683,951811.000000,852924.000000,0,    0,                                                  ,0,0
14685,954149.000000,852881.000000,0,    0,                                                  ,0,0
14693,957846.000000,852615.000000,0,    0,                                                  ,0,0
14695,959737.419000,852610.719200,0,    0,                                                  ,0,0
14699,959965.958600,852561.426300,0,    0,                                                  ,0,0
14701,960234.828600,852574.869800,0,    0,                                                  ,0,0
14703,961139.000000,852519.000000,0,    0,                                                  ,0,0
14705,962208.000000,852496.000000,0,    0,                                                  ,0,0
14707,962867.000000,852482.000000,0,    0,                                                  ,0,0
14709,964849.000000,852439.000000,0,    0,                                                  ,0,0
14717,935322.000000,851817.000000,0,    0,                                                  ,0,0
14729,946062.000000,851554.000000,0,    0,                                                  ,0,0
14741,954067.062500,851147.062500,0,    0,                                                  ,0,0
14765,935346.000000,849715.000000,0,    0,                                                  ,0,0
14769,946007.000000,849444.000000,0,    0,                                                  ,0,0
14773,953973.000000,848981.000000,0,    0,                                                  ,0,0
14813,935331.000000,847820.000000,0,    0,                                                  ,0,0
14825,953934.000000,847614.000000,0,    0,                                                  ,0,0
14831,945965.000000,847580.000000,0,    0,                                                  ,0,0
14849,946011.000000,845716.000000,0,    0,                                                  ,0,0
14851,953956.000000,845871.000000,0,    0,                                                  ,0,0
14855,935309.000000,845024.000000,0,    0,                                                  ,0,0
14861,960299.000000,845038.000000,0,    0,                                                  ,0,0
14863,953983.000000,844982.000000,0,    0,                                                  ,0,0
14867,961916.000000,844992.000000,0,    0,                                                  ,0,0
14869,960057.000000,845002.000000,0,    0,                                                  ,0,0
14871,962521.000000,844975.000000,0,    0,                                                  ,0,0
14875,964489.000000,844922.000000,0,    0,                                                  ,0,0
14877,959860.000000,844969.000000,0,    0,                                                  ,0,0
14883,959115.000000,844832.000000,0,    0,                                                  ,0,0
14887,958723.000000,844713.000000,0,    0,                                                  ,0,0
14897,957242.000000,843658.000000,0,    0,                                                  ,0,0
14909,946068.000000,843552.000000,0,    0,                                                  ,0,0
14919,956672.000000,843361.000000,0,    0,                                                  ,0,0
14923,954027.000000,843332.000000,0,    0,                                                  ,0,0
14931,935306.000000,843314.000000,0,    0,                                                  ,0,0
14947,935299.000000,842586.000000,0,    0,                                                  ,0,0
14953,946083.000000,841531.000000,0,    0,                                                  ,0,0
14971,935246.000000,841138.000000,0,    0,                                                  ,0,0
14985,946063.000000,840872.000000,0,    0,                                                  ,0,0
15004,925445.437500,830972.812500,0,    0,                                                  ,0,0
15009,935214.000000,839750.000000,0,    0,                                                  ,0,0
15025,945989.000000,838378.000000,0,    0,                                                  ,0,0
15089,957640.000000,835090.000000,0,    0,                                                  ,0,0
15091,958189.000000,835073.000000,0,    0,                                                  ,0,0
15093,960573.000000,835026.000000,0,    0,                                                  ,0,0
15095,960817.000000,835022.000000,0,    0,                                                  ,0,0
15097,960997.440600,835007.471900,0,    0,                                                  ,0,0
15099,961725.000000,835002.000000,0,    0,                                                  ,0,0
15101,964256.000000,834921.000000,0,    0,                                                  ,0,0
15120,926596.812500,832404.625000,0,    0,                                                  ,0,0
15141,926719.625000,832076.687500,0,    0,                                                  ,0,0
15147,926672.687500,832061.687500,0,    0,                                                  ,0,0
15169,926722.250000,831760.812500,0,    0,                                                  ,0,0
15171,926673.562500,831739.187500,0,    0,                                                  ,0,0
15172,930232.125000,831057.937500,0,    0,                                                  ,0,0
15175,926720.875000,831399.250000,0,    0,                                                  ,0,0
15177,926684.437500,831399.250000,0,    0,                                                  ,0,0
15199,928971.000000,831031.000000,0,    0,                                                  ,0,0
15205,927303.000000,831001.000000,0,    0,                                                  ,0,0
15209,926709.000000,830992.000000,0,    0,                                                  ,0,0
15221,920929.000000,830871.000000,0,    0,                                                  ,0,0
15273,957070.000000,828283.000000,0,    0,                                                  ,0,0
15274,959503.562500,828153.687500,0,    0,                                                  ,0,0
15275,960484.000000,828129.000000,0,    0,                                                  ,0,0
15277,960647.338700,828159.540600,0,    0,                                                  ,0,0
15279,960338.000000,828132.000000,0,    0,                                                  ,0,0
15282,962645.812500,835008.125000,0,    0,                                                  ,0,0
15283,961560.000000,828099.000000,0,    0,                                                  ,0,0
15285,964093.000000,828016.000000,0,    0,                                                  ,0,0
15388,959165.562500,801000.000000,0,    0,                                                  ,0,0
15390,959070.625000,800984.812500,0,    0,                                                  ,0,0
15403,956708.000000,820410.000000,0,    0,                                                  ,0,0
15405,958897.000000,820289.000000,0,    0,                                                  ,0,0
15407,960161.000000,820260.000000,0,    0,                                                  ,0,0
15409,960395.000000,820250.000000,0,    0,                                                  ,0,0
15411,961898.062500,820207.312500,0,    0,                                                  ,0,0
15413,960553.000000,820253.000000,0,    0,                                                  ,0,0
15415,963801.000000,820160.062500,0,    0,                                                  ,0,0
15419,966018.000000,820101.000000,0,    0,                                                  ,0,0
15469,958661.000000,814806.000000,0,    0,                                                  ,0,0
15471,960371.000000,814773.000000,0,    0,                                                  ,0,0
15473,960039.000000,814776.000000,0,    0,                                                  ,0,0
15475,961375.125000,814782.000000,0,    0,                                                  ,0,0
15477,960480.000000,814759.000000,0,    0,                                                  ,0,0
15479,962564.812500,814768.937500,0,    0,                                                  ,0,0
15483,965499.625000,814728.562500,0,    0,                                                  ,0,0
15504,926112.000000,830596.750000,0,    0,                                                  ,0,0
15506,926138.250000,829204.000000,0,    0,                                                  ,0,0
15508,925445.437500,830815.312500,0,    0,                                                  ,0,0
15510,925417.500000,830659.750000,0,    0,                                                  ,0,0
15512,925429.500000,830435.625000,0,    0,                                                  ,0,0
15514,925744.625000,829954.562500,0,    0,                                                  ,0,0
15528,925613.812500,830302.625000,0,    0,                                                  ,0,0
15530,925499.375000,830457.312500,0,    0,                                                  ,0,0
15532,925492.187500,830657.312500,0,    0,                                                  ,0,0
15553,959199.000000,806925.000000,0,    0,                                                  ,0,0
15555,958078.000000,806932.000000,0,    0,                                                  ,0,0
15557,961025.000000,806905.000000,0,    0,                                                  ,0,0
15559,957665.000000,806811.000000,0,    0,                                                  ,0,0
15561,962653.000000,806640.000000,0,    0,                                                  ,0,0
15565,964779.000000,806407.000000,0,    0,                                                  ,0,0
15573,956611.000000,805982.000000,0,    0,                                                  ,0,0
15651,963053.000000,799054.000000,0,    0,                                                  ,0,0
15653,962161.000000,799052.000000,0,    0,                                                  ,0,0
15655,961116.000000,799046.000000,0,    0,                                                  ,0,0
15657,960667.000000,799044.000000,0,    0,                                                  ,0,0
15659,959234.000000,799039.000000,0,    0,                                                  ,0,0
15661,959457.000000,799040.000000,0,    0,                                                  ,0,0
15663,958996.000000,799038.000000,0,    0,                                                  ,0,0
15665,958182.000000,799012.000000,0,    0,                                                  ,0,0
15667,957163.000000,798999.000000,0,    0,                                                  ,0,0
15669,964133.000000,799058.000000,0,    0,                                                  ,0,0
15671,956182.000000,798754.000000,0,    0,                                                  ,0,0
15673,943630.000000,798580.000000,0,    0,                                                  ,0,0
15675,942969.000000,798611.000000,0,    0,                                                  ,0,0
15679,941314.000000,798602.000000,0,    0,                                                  ,0,0
15681,938617.000000,798585.000000,0,    0,                                                  ,0,0
15683,953556.000000,798541.000000,0,    0,                                                  ,0,0
15685,937668.000000,798578.000000,0,    0,                                                  ,0,0
15687,934985.000000,798644.000000,0,    0,                                                  ,0,0
15689,931143.000000,798572.000000,0,    0,                                                  ,0,0
15691,929534.000000,798545.000000,0,    0,                                                  ,0,0
15693,952516.000000,798498.000000,0,    0,                                                  ,0,0
15695,924175.000000,798413.000000,0,    0,                                                  ,0,0
15697,921596.000000,798370.000000,0,    0,                                                  ,0,0
15699,918119.000000,798312.000000,0,    0,                                                  ,0,0
15701,916057.000000,798278.000000,0,    0,                                                  ,0,0
15709,949788.000000,798380.000000,0,    0,                                                  ,0,0
15713,948296.000000,798321.000000,0,    0,                                                  ,0,0
15743,962302.000000,793826.000000,0,    0,                                                  ,0,0
15745,960994.000000,793811.000000,0,    0,                                                  ,0,0
15747,957934.000000,793743.000000,0,    0,                                                  ,0,0
15749,960013.000000,793799.000000,0,    0,                                                  ,0,0
15751,959237.000000,793790.000000,0,    0,                                                  ,0,0
15753,959568.000000,793794.000000,0,    0,                                                  ,0,0
15755,963888.000000,793844.000000,0,    0,                                                  ,0,0
15757,957340.000000,793677.000000,0,    0,                                                  ,0,0
15987,958082.000000,774561.000000,0,    0,                                                  ,0,0
15989,956087.375000,774538.937500,0,    0,                                                  ,0,0
15993,955405.125000,774543.875000,0,    0,                                                  ,0,0
15997,954127.125000,774536.437500,0,    0,                                                  ,0,0
15999,954731.000000,774542.000000,0,    0,                                                  ,0,0
16003,953608.000000,774513.000000,0,    0,                                                  ,0,0
16004,925657.125000,771445.125000,0,    0,                                                  ,0,0
16005,925651.187500,771816.500000,0,    0,                                                  ,0,0
16007,952693.000000,774136.000000,0,    0,                                                  ,0,0
16008,925672.937500,772241.250000,0,    0,                                                  ,0,0
16010,925665.000000,772565.250000,0,    0,                                                  ,0,0
16021,951245.000000,773475.000000,0,    0,                                                  ,0,0
16023,949821.000000,773272.000000,0,    0,                                                  ,0,0
16029,948652.000000,773127.000000,0,    0,                                                  ,0,0
16031,947474.000000,773112.000000,0,    0,                                                  ,0,0
16035,943933.000000,773089.000000,0,    0,                                                  ,0,0
16037,943251.000000,773080.000000,0,    0,                                                  ,0,0
16041,939813.000000,773024.000000,0,    0,                                                  ,0,0
16043,941588.000000,773058.000000,0,    0,                                                  ,0,0
16047,938810.000000,772566.000000,0,    0,                                                  ,0,0
16051,926834.000000,772598.500000,0,    0,                                                  ,0,0
16054,926330.250000,772589.750000,0,    0,                                                  ,0,0
16056,926454.937500,772688.312500,0,    0,                                                  ,0,0
16063,926826.000000,772178.000000,0,    0,                                                  ,0,0
16065,926868.000000,772178.000000,0,    0,                                                  ,0,0
16075,938011.000000,771832.000000,0,    0,                                                  ,0,0
16077,936738.000000,771591.000000,0,    0,                                                  ,0,0
16079,936144.000000,771579.000000,0,    0,                                                  ,0,0
16081,935228.000000,771552.000000,0,    0,                                                  ,0,0
16083,932688.000000,771527.000000,0,    0,                                                  ,0,0
16085,929859.000000,771488.000000,0,    0,                                                  ,0,0
16087,926841.000000,771447.000000,0,    0,                                                  ,0,0
16089,928006.000000,771461.000000,0,    0,                                                  ,0,0
16091,924694.000000,771434.000000,0,    0,                                                  ,0,0
16093,921804.000000,771417.000000,0,    0,                                                  ,0,0
16157,959305.000000,766616.000000,0,    0,                                                  ,0,0
16159,958158.000000,766595.000000,0,    0,                                                  ,0,0
16161,956838.000000,766577.000000,0,    0,                                                  ,0,0
16163,959659.000000,766617.000000,0,    0,                                                  ,0,0
16165,960076.000000,766618.000000,0,    0,                                                  ,0,0
16167,955274.000000,766524.000000,0,    0,                                                  ,0,0
16169,953155.000000,766464.000000,0,    0,                                                  ,0,0
16171,954587.000000,766499.000000,0,    0,                                                  ,0,0
16173,954256.000000,766478.000000,0,    0,                                                  ,0,0
16177,953846.000000,766470.000000,0,    0,                                                  ,0,0
16342,933466.276400,860449.253400,0,    0,                                                  ,0,0
16344,933378.566700,860301.243100,0,    0,                                                  ,0,0
16345,954514.000000,750132.000000,0,    0,                                                  ,0,0
16346,933932.234600,860372.507300,0,    0,                                                  ,0,0
16347,953882.000000,750119.000000,0,    0,                                                  ,0,0
16349,952991.000000,750105.000000,0,    0,                                                  ,0,0
16351,952100.000000,750090.000000,0,    0,                                                  ,0,0
16355,950015.000000,749920.000000,0,    0,                                                  ,0,0
16357,943777.000000,749904.000000,0,    0,                                                  ,0,0
16460,939244.500000,740631.625000,0,    0,                                                  ,0,0
16505,928257.875000,742401.750000,0,    0,                                                  ,0,0
16509,928205.187500,742341.250000,0,    0,                                                  ,0,0
16519,928262.285800,741581.152900,0,    0,                                                  ,0,0
16521,928164.993800,741573.045200,0,    0,                                                  ,0,0
16523,928253.000000,741203.000000,0,    0,                                                  ,0,0
16525,928179.000000,741211.000000,0,    0,                                                  ,0,0
16529,935880.000000,740653.000000,0,    0,                                                  ,0,0
16531,931622.000000,740580.000000,0,    0,                                                  ,0,0
16533,938637.000000,740662.000000,0,    0,                                                  ,0,0
16535,940002.000000,740583.000000,0,    0,                                                  ,0,0
16537,922485.000000,740247.000000,0,    0,                                                  ,0,0
16541,929338.000000,740544.000000,0,    0,                                                  ,0,0
16542,927288.250000,743197.750000,0,    0,                                                  ,0,0
16543,923688.000000,740254.000000,0,    0,                                                  ,0,0
16545,928219.000000,740301.000000,0,    0,                                                  ,0,0
16547,918866.000000,740223.000000,0,    0,                                                  ,0,0
16549,916964.000000,740216.000000,0,    0,                                                  ,0,0
16553,944809.000000,740527.000000,0,    0,                                                  ,0,0
16555,941392.000000,740506.000000,0,    0,                                                  ,0,0
16557,927439.000000,740293.000000,0,    0,                                                  ,0,0
16559,944190.000000,740524.000000,0,    0,                                                  ,0,0
16565,945569.500000,740397.125000,0,    0,                                                  ,0,0
16567,942655.000000,740468.000000,0,    0,                                                  ,0,0
16579,946048.000000,740279.000000,0,    0,                                                  ,0,0
16589,947595.000000,739665.000000,0,    0,                                                  ,0,0
