N,X,Y,DTA_Type,SEGNUM,Prohibit_Links,Time_Coef,Cost_Coef,VCOST
20074,928560,636715,0,0,0,-0.117,-0.584,0
20075,927879,636877,0,0,0,-0.117,-0.584,0
20077,928574,635983,0,0,0,-0.117,-0.584,0
20082,929009,633351,0,0,0,-0.117,-0.584,0
20089,939784,635051,0,0,0,-0.117,-0.584,0
20096,913189.625,636625.125,0,0,0,-0.117,-0.584,0
20101,914189.6875,637405,0,0,0,-0.117,-0.584,0
20102,914473.5193,638045.093,0,0,0,-0.117,-0.584,0
20105,915023.8125,638839.5,0,0,0,-0.117,-0.584,0
20110,915504,638912.875,0,0,0,-0.117,-0.584,0
20111,915130.5,639052.9375,0,0,0,-0.117,-0.584,0
20112,916323.6571,638392.7088,0,0,0,-0.117,-0.584,0
20113,921701,637270,0,0,0,-0.117,-0.584,0
20118,918452,637384,0,0,0,-0.117,-0.584,0
20123,914884.8461,638487.2693,0,0,0,-0.117,-0.584,0
20124,916697.8068,638341.6884,0,0,0,-0.117,-0.584,0
20129,898064,643842,0,0,0,-0.117,-0.584,0
20131,901533,642917,0,0,0,-0.117,-0.584,0
20132,902541,642761,0,0,0,-0.117,-0.584,0
20133,902334,641794,0,0,0,-0.117,-0.584,0
20135,902370,642630,0,0,0,-0.117,-0.584,0
20139,866701.6362,651535.2713,0,0,0,-0.117,-0.584,0
20142,873702.0006,649617.6797,0,0,0,-0.117,-0.584,0
20145,865055.5109,651991.5657,0,0,0,-0.117,-0.584,0
20146,867856.8119,646077.0663,0,0,0,-0.117,-0.584,0
20147,868093.6229,645782.4965,0,0,0,-0.117,-0.584,0
20148,874909.1592,649317.334,0,0,0,-0.117,-0.584,0
20162,934636,722130,0,0,0,-0.117,-0.584,0
20163,938013,680556,0,0,0,-0.117,-0.584,0
20166,890156,676776,0,0,0,-0.117,-0.584,0
20167,860537.875,646646.5625,0,0,0,-0.117,-0.584,0
20168,855266,630231,0,0,0,-0.117,-0.584,0
20172,888475.9375,596355.0625,0,0,0,-0.117,-0.584,0
20173,927832.6875,705216.0625,0,0,0,-0.117,-0.584,0
20174,928651.6875,705301.25,0,0,0,-0.117,-0.584,0
20175,929826.6875,697098.4375,0,0,0,-0.117,-0.584,0
20176,928812.375,697450.3125,0,0,0,-0.117,-0.584,0
20177,915295.9375,677124.5,0,0,0,-0.117,-0.584,0
20178,915733.5,676615.5625,0,0,0,-0.117,-0.584,0
20179,911967.4375,657288.25,0,0,0,-0.117,-0.584,0
20180,912553.75,657141.3125,0,0,0,-0.117,-0.584,0
20181,913773.875,609135.625,0,0,0,-0.117,-0.584,0
20196,858286.1875,643687.6875,0,0,0,-0.117,-0.584,0
20202,851559,649805,0,0,0,-0.117,-0.584,0
20215,916505,638123,0,0,0,-0.117,-0.584,0
20216,891209.9375,711421.4375,0,0,0,-0.117,-0.584,0
20231,907624.0625,596464.5625,0,0,0,-0.117,-0.584,0
20232,908754.3212,596936.3888,0,0,0,-0.117,-0.584,0
20235,880615,629702,0,0,0,-0.117,-0.584,0
20236,882497,629787,0,0,0,-0.117,-0.584,0
20239,928656.1875,648006.9375,0,0,0,-0.117,-0.584,0
20250,897352,643434,0,0,0,-0.117,-0.584,0
20264,938948,636830,0,0,0,-0.117,-0.584,0
20266,912859.0616,653339.5944,0,0,0,-0.117,-0.584,0
20274,919338.25,637224.375,0,0,0,-0.117,-0.584,0
20276,930097,630085,0,0,0,-0.117,-0.584,0
20277,929139,632674,0,0,0,-0.117,-0.584,0
20278,929182,633405,0,0,0,-0.117,-0.584,0
20279,871787,649733,0,0,0,-0.117,-0.584,0
20280,872177.1688,649767.8525,0,0,0,-0.117,-0.584,0
20281,868630.7795,650807.5106,0,0,0,-0.117,-0.584,0
20282,869537.5924,650079.75,0,0,0,-0.117,-0.584,0
20284,875553,663402,0,0,0,-0.117,-0.584,0
20285,875450.5625,663670.9375,0,0,0,-0.117,-0.584,0
20286,877568,664957,0,0,0,-0.117,-0.584,0
20287,876611.3125,665007.5625,0,0,0,-0.117,-0.584,0
20298,850190,616852,0,0,0,-0.117,-0.584,0
20334,886721,595360.4375,0,0,0,-0.117,-0.584,0
20346,912800.7903,653301.8895,0,0,0,-0.117,-0.584,0
20348,887194.25,595019.625,0,0,0,-0.117,-0.584,0
20349,887323.3125,594960.0625,0,0,0,-0.117,-0.584,0
20355,888215.375,596480.5625,0,0,0,-0.117,-0.584,0
20356,887986.0625,596486,0,0,0,-0.117,-0.584,0
20359,888875.625,596073.8125,0,0,0,-0.117,-0.584,0
20360,889108.0625,595927.0625,0,0,0,-0.117,-0.584,0
20371,909629.6875,597242.875,0,0,0,-0.117,-0.584,0
20380,909492.875,595985.5625,0,0,0,-0.117,-0.584,0
20381,909728.0625,595968.5,0,0,0,-0.117,-0.584,0
20384,909075.0628,596203.5833,0,0,0,-0.117,-0.584,0
20385,909177.5219,596000.8925,0,0,0,-0.117,-0.584,0
20386,909153.0208,596613.4198,0,0,0,-0.117,-0.584,0
20398,914123.7746,608765.0414,0,0,0,-0.117,-0.584,0
20414,915834.3254,638274.7505,0,0,0,-0.117,-0.584,0
20424,914380.9708,638401.5763,0,0,0,-0.117,-0.584,0
20427,914381,608557.125,0,0,0,-0.117,-0.584,0
20428,914519.125,608546.375,0,0,0,-0.117,-0.584,0
20431,917638.4381,637227.4632,0,0,0,-0.117,-0.584,0
20436,913689.875,636791.875,0,0,0,-0.117,-0.584,0
20453,911823.625,657330.5625,0,0,0,-0.117,-0.584,0
20462,912010.25,657239,0,0,0,-0.117,-0.584,0
20476,912382.5625,656898.5,0,0,0,-0.117,-0.584,0
20482,912334.8125,655744.3125,0,0,0,-0.117,-0.584,0
20483,912414.4375,655724.4375,0,0,0,-0.117,-0.584,0
20498,915369.1875,677592.0625,0,0,0,-0.117,-0.584,0
20499,915147,677413.625,0,0,0,-0.117,-0.584,0
20504,915306.875,677605.5625,0,0,0,-0.117,-0.584,0
20508,915115.6875,677390.875,0,0,0,-0.117,-0.584,0
20698,917199.5075,637669.9197,0,0,0,-0.117,-0.584,0
20711,928957.625,648052.8125,0,0,0,-0.117,-0.584,0
20715,917760.7319,636300.8722,0,0,0,-0.117,-0.584,0
20716,918320.2655,636699.0687,0,0,0,-0.117,-0.584,0
20717,918510.1693,637084.0793,0,0,0,-0.117,-0.584,0
20718,919083.3411,636968.1828,0,0,0,-0.117,-0.584,0
20719,919186.5393,637097.0864,0,0,0,-0.117,-0.584,0
21004,929495.875,706263.375,0,0,0,-0.117,-0.584,0
21006,929551.4375,706272.375,0,0,0,-0.117,-0.584,0
21008,928486.625,706090.125,0,0,0,-0.117,-0.584,0
21010,928514,705126,0,0,0,-0.117,-0.584,0
21012,928562.9375,705876.1875,0,0,0,-0.117,-0.584,0
21018,928586.8125,703933.5,0,0,0,-0.117,-0.584,0
21020,927912.4375,705066.625,0,0,0,-0.117,-0.584,0
21022,929506.625,704994.8125,0,0,0,-0.117,-0.584,0
21024,929349.25,704945.4375,0,0,0,-0.117,-0.584,0
21030,929319.0483,697442.4344,0,0,0,-0.117,-0.584,0
21034,915305.25,676812.6875,0,0,0,-0.117,-0.584,0
21036,915833.4489,676570.8967,0,0,0,-0.117,-0.584,0
21038,915285.9375,675446.5,0,0,0,-0.117,-0.584,0
21039,953932,722371,0,0,0,-0.117,-0.584,0
21040,915172.25,677225.125,0,0,0,-0.117,-0.584,0
21042,912268.75,657362.875,0,0,0,-0.117,-0.584,0
21044,911860.0625,657346.1875,0,0,0,-0.117,-0.584,0
21046,912875.0117,657044.3083,0,0,0,-0.117,-0.584,0
21047,953311,717609,0,0,0,-0.117,-0.584,0
21048,913174.625,655875.6875,0,0,0,-0.117,-0.584,0
21050,913603.125,630295.5625,0,0,0,-0.117,-0.584,0
21051,952920,714950,0,0,0,-0.117,-0.584,0
21052,913583.125,630622.375,0,0,0,-0.117,-0.584,0
21053,952703,713226,0,0,0,-0.117,-0.584,0
21054,913589.8125,632816.75,0,0,0,-0.117,-0.584,0
21056,913696.5,632389.875,0,0,0,-0.117,-0.584,0
21058,914732.625,610136.75,0,0,0,-0.117,-0.584,0
21062,913645.4375,608993.6875,0,0,0,-0.117,-0.584,0
21064,914452.3125,609729.0625,0,0,0,-0.117,-0.584,0
21066,929257.8125,717706.625,0,0,0,-0.117,-0.584,0
21070,929257.8125,717609.3125,0,0,0,-0.117,-0.584,0
21071,951929,706847,0,0,0,-0.117,-0.584,0
21072,928276.5,717817.5,0,0,0,-0.117,-0.584,0
21073,951990,707403,0,0,0,-0.117,-0.584,0
21074,928305.6875,717115.9375,0,0,0,-0.117,-0.584,0
21075,952149,708253,0,0,0,-0.117,-0.584,0
21081,952302,722428,0,0,0,-0.117,-0.584,0
21083,951085,722393,0,0,0,-0.117,-0.584,0
21089,952476,717495,0,0,0,-0.117,-0.584,0
21090,927472.6875,717703.875,0,0,0,-0.117,-0.584,0
21092,927493,717388.8125,0,0,0,-0.117,-0.584,0
21094,928080.3125,720159.125,0,0,0,-0.117,-0.584,0
21096,928331.4375,714787.25,0,0,0,-0.117,-0.584,0
21098,909862.4154,596377.1638,0,0,0,-0.117,-0.584,0
21100,909822.5,596037.5,0,0,0,-0.117,-0.584,0
21103,951035,706801,0,0,0,-0.117,-0.584,0
21104,909148.9017,599050.5442,0,0,0,-0.117,-0.584,0
21106,909119.7235,598487.0414,0,0,0,-0.117,-0.584,0
21107,948094,706766,0,0,0,-0.117,-0.584,0
21108,909090.875,597798.8125,0,0,0,-0.117,-0.584,0
21113,950512,722462,0,0,0,-0.117,-0.584,0
21114,887764.375,597886.3125,0,0,0,-0.117,-0.584,0
21116,903494,598092,0,0,0,-0.117,-0.584,0
21117,949340,717498,0,0,0,-0.117,-0.584,0
21120,903176.5625,596982.375,0,0,0,-0.117,-0.584,0
21122,932684.5625,706326.25,0,0,0,-0.117,-0.584,0
21124,903596,596926,0,0,0,-0.117,-0.584,0
21127,946697,706731,0,0,0,-0.117,-0.584,0
21129,945636,706732,0,0,0,-0.117,-0.584,0
21132,887784.1875,596377.5625,0,0,0,-0.117,-0.584,0
21134,887088.3125,595731.125,0,0,0,-0.117,-0.584,0
21135,946968,717433,0,0,0,-0.117,-0.584,0
21136,888543.75,596203.6875,0,0,0,-0.117,-0.584,0
21138,888677.875,595706.25,0,0,0,-0.117,-0.584,0
21139,887221.4375,594913.3125,0,0,0,-0.117,-0.584,0
21140,887783.3125,594960.0625,0,0,0,-0.117,-0.584,0
21141,949504,722509,0,0,0,-0.117,-0.584,0
21143,947993,722442,0,0,0,-0.117,-0.584,0
21144,930380,639174,0,0,0,-0.117,-0.584,0
21145,946689,722393,0,0,0,-0.117,-0.584,0
21151,945892,717347,0,0,0,-0.117,-0.584,0
21154,945135.6317,717374.1581,0,0,0,-0.117,-0.584,0
21165,944708,706646,0,0,0,-0.117,-0.584,0
21167,943997,706623,0,0,0,-0.117,-0.584,0
21169,943504.9863,706624.6208,0,0,0,-0.117,-0.584,0
21171,946411.1952,722372.5531,0,0,0,-0.117,-0.584,0
21172,913035.2321,656222.8963,0,0,0,-0.117,-0.584,0
21173,944976.5104,722261.9674,0,0,0,-0.117,-0.584,0
21174,942001.34,706572.8653,0,0,0,-0.117,-0.584,0
21177,942454,722196,0,0,0,-0.117,-0.584,0
21178,943136,717332,0,0,0,-0.117,-0.584,0
21179,944111.8006,717359.9457,0,0,0,-0.117,-0.584,0
21180,913071.3382,656229.6662,0,0,0,-0.117,-0.584,0
21183,941052.875,706575.0625,0,0,0,-0.117,-0.584,0
21184,913557.5625,631218.3125,0,0,0,-0.117,-0.584,0
21185,939397,706550,0,0,0,-0.117,-0.584,0
21186,913562.5625,631089.8125,0,0,0,-0.117,-0.584,0
21188,913806.6875,631236,0,0,0,-0.117,-0.584,0
21190,913815.25,631089.8125,0,0,0,-0.117,-0.584,0
21195,941392,717280,0,0,0,-0.117,-0.584,0
21196,939154,717223,0,0,0,-0.117,-0.584,0
21199,941745,722209,0,0,0,-0.117,-0.584,0
21202,914787.5773,609569.2639,0,0,0,-0.117,-0.584,0
21204,909860.0625,596216.625,0,0,0,-0.117,-0.584,0
21208,906265.875,596535.0625,0,0,0,-0.117,-0.584,0
21210,906272.8125,596399.8125,0,0,0,-0.117,-0.584,0
21212,906105.125,596398.5625,0,0,0,-0.117,-0.584,0
21213,934001,706383,0,0,0,-0.117,-0.584,0
21214,903348.5,596990,0,0,0,-0.117,-0.584,0
21215,933927,708595,0,0,0,-0.117,-0.584,0
21216,902757.4375,596157.5,0,0,0,-0.117,-0.584,0
21217,933870,711791,0,0,0,-0.117,-0.584,0
21218,902942.125,596134.6875,0,0,0,-0.117,-0.584,0
21219,933749,715202,0,0,0,-0.117,-0.584,0
21220,933810,717201,0,0,0,-0.117,-0.584,0
21223,933753,719585,0,0,0,-0.117,-0.584,0
21224,887040.5625,595044.9375,0,0,0,-0.117,-0.584,0
21225,933636,722165,0,0,0,-0.117,-0.584,0
21226,931203,717471,0,0,0,-0.117,-0.584,0
21232,901921,642390,0,0,0,-0.117,-0.584,0
21233,925923.1542,717616.3619,0,0,0,-0.117,-0.584,0
21234,925571.971,717570.8381,0,0,0,-0.117,-0.584,0
21235,930598.3125,706262.625,0,0,0,-0.117,-0.584,0
21236,927538,706157,0,0,0,-0.117,-0.584,0
21238,931368.1875,706269.5625,0,0,0,-0.117,-0.584,0
21239,925988.1882,717401.7499,0,0,0,-0.117,-0.584,0
21244,925545.9575,717388.7432,0,0,0,-0.117,-0.584,0
21246,922438.3125,716110.625,0,0,0,-0.117,-0.584,0
21248,922710.25,716237.875,0,0,0,-0.117,-0.584,0
21250,922664.4375,715761.375,0,0,0,-0.117,-0.584,0
21251,922624,712038,0,0,0,-0.117,-0.584,0
21252,922174.0625,715984.8125,0,0,0,-0.117,-0.584,0
21254,922258,715569.75,0,0,0,-0.117,-0.584,0
21255,922519.6875,715686.0625,0,0,0,-0.117,-0.584,0
21256,916892.75,716227.9375,0,0,0,-0.117,-0.584,0
21258,916750.9375,716110.625,0,0,0,-0.117,-0.584,0
21260,916883.125,715348.375,0,0,0,-0.117,-0.584,0
21261,917277.625,725074.0625,0,0,0,-0.117,-0.584,0
21262,917070.8125,715343,0,0,0,-0.117,-0.584,0
21264,900967.3125,716313.8125,0,0,0,-0.117,-0.584,0
21265,917409,721908,0,0,0,-0.117,-0.584,0
21266,900571.599,716300.0849,0,0,0,-0.117,-0.584,0
21267,917427,720664,0,0,0,-0.117,-0.584,0
21268,901193.0533,715922.963,0,0,0,-0.117,-0.584,0
21270,901541.875,715890.8125,0,0,0,-0.117,-0.584,0
21272,886448.1195,706144.3524,0,0,0,-0.117,-0.584,0
21273,917397.8528,716296.4963,0,0,0,-0.117,-0.584,0
21274,886432.1848,705809.7231,0,0,0,-0.117,-0.584,0
21275,917493.1704,714314.5488,0,0,0,-0.117,-0.584,0
21276,886878.3571,706054.0556,0,0,0,-0.117,-0.584,0
21277,917426,713149,0,0,0,-0.117,-0.584,0
21278,886989.9002,705687.5569,0,0,0,-0.117,-0.584,0
21279,917496,710469,0,0,0,-0.117,-0.584,0
21280,886621.7606,691792.3691,0,0,0,-0.117,-0.584,0
21281,917567.1875,709047.5625,0,0,0,-0.117,-0.584,0
21282,886650.1291,691349.8203,0,0,0,-0.117,-0.584,0
21284,886939.4879,692064.7068,0,0,0,-0.117,-0.584,0
21285,922747,706053,0,0,0,-0.117,-0.584,0
21286,887118.7605,691369.35,0,0,0,-0.117,-0.584,0
21288,887149.4149,677664.8494,0,0,0,-0.117,-0.584,0
21289,919238,706137,0,0,0,-0.117,-0.584,0
21291,917709.625,706145.375,0,0,0,-0.117,-0.584,0
21292,887189.1308,677069.1106,0,0,0,-0.117,-0.584,0
21293,915697.1875,705928.4375,0,0,0,-0.117,-0.584,0
21294,887630.75,677357.1875,0,0,0,-0.117,-0.584,0
21296,887762.625,677010.4375,0,0,0,-0.117,-0.584,0
21298,880396.2435,668672.302,0,0,0,-0.117,-0.584,0
21300,880151.125,668437.5625,0,0,0,-0.117,-0.584,0
21301,880622.9375,668322.5,0,0,0,-0.117,-0.584,0
21302,880569.5199,668002.3002,0,0,0,-0.117,-0.584,0
21303,874584.1875,662792.4375,0,0,0,-0.117,-0.584,0
21304,874437,662654.375,0,0,0,-0.117,-0.584,0
21305,874752.9375,662627,0,0,0,-0.117,-0.584,0
21306,874598.6875,662467.8125,0,0,0,-0.117,-0.584,0
21308,929312.2785,699319.9476,0,0,0,-0.117,-0.584,0
21310,929370.9507,699322.2042,0,0,0,-0.117,-0.584,0
21316,911983.75,605875.3125,0,0,0,-0.117,-0.584,0
21318,912048.0625,605845.625,0,0,0,-0.117,-0.584,0
21321,908311.0741,596655.7399,0,0,0,-0.117,-0.584,0
21328,909273.2989,594684.5154,0,0,0,-0.117,-0.584,0
21329,909215,705325,0,0,0,-0.117,-0.584,0
21330,909357.9391,594653.3322,0,0,0,-0.117,-0.584,0
21331,908632,705340,0,0,0,-0.117,-0.584,0
21342,906252.9821,596600.0556,0,0,0,-0.117,-0.584,0
21344,906039.1543,596559.9629,0,0,0,-0.117,-0.584,0
21346,914096.6875,637645.625,0,0,0,-0.117,-0.584,0
21350,914572.9233,638418.7149,0,0,0,-0.117,-0.584,0
21352,901697.653,715885.782,0,0,0,-0.117,-0.584,0
21363,906952,705399,0,0,0,-0.117,-0.584,0
21364,912471.875,657093.4375,0,0,0,-0.117,-0.584,0
21366,915652.5,676706.3125,0,0,0,-0.117,-0.584,0
21367,902877,705384,0,0,0,-0.117,-0.584,0
21368,929736.75,697197.9375,0,0,0,-0.117,-0.584,0
21377,928623.25,705425.625,0,0,0,-0.117,-0.584,0
21378,917633.875,707624.1875,0,0,0,-0.117,-0.584,0
21387,900898,719375,0,0,0,-0.117,-0.584,0
21388,899276,718905,0,0,0,-0.117,-0.584,0
21389,901062,717695,0,0,0,-0.117,-0.584,0
21391,901692.3414,716374.4469,0,0,0,-0.117,-0.584,0
21396,901844,711664,0,0,0,-0.117,-0.584,0
21397,901809,710713,0,0,0,-0.117,-0.584,0
21399,901818,708090,0,0,0,-0.117,-0.584,0
21401,901871,706131,0,0,0,-0.117,-0.584,0
21403,901888,705411,0,0,0,-0.117,-0.584,0
21404,892433.75,717682.75,0,0,0,-0.117,-0.584,0
21405,900267,705390,0,0,0,-0.117,-0.584,0
21421,896397.4375,717690.0625,0,0,0,-0.117,-0.584,0
21435,893977,705476,0,0,0,-0.117,-0.584,0
21448,892455.5115,716454.1206,0,0,0,-0.117,-0.584,0
21450,892444.8883,715960.1441,0,0,0,-0.117,-0.584,0
21453,891221,710751,0,0,0,-0.117,-0.584,0
21455,891336,707090,0,0,0,-0.117,-0.584,0
21457,891325,705479,0,0,0,-0.117,-0.584,0
21459,889625,705517,0,0,0,-0.117,-0.584,0
21462,945411.9486,724757.1974,0,0,0,-0.117,-0.584,0
21463,945558.2044,724718.0585,0,0,0,-0.117,-0.584,0
21464,945416.0685,720336.5631,0,0,0,-0.117,-0.584,0
21465,945251.2732,720332.4432,0,0,0,-0.117,-0.584,0
21466,944686,718336,0,0,0,-0.117,-0.584,0
21467,945082,718289,0,0,0,-0.117,-0.584,0
21468,943786,715681,0,0,0,-0.117,-0.584,0
21469,944180,715614,0,0,0,-0.117,-0.584,0
21470,942632,707520,0,0,0,-0.117,-0.584,0
21471,942981,707520,0,0,0,-0.117,-0.584,0
21472,942634,704923,0,0,0,-0.117,-0.584,0
21473,942963,704851,0,0,0,-0.117,-0.584,0
21474,941345.1409,702794.5373,0,0,0,-0.117,-0.584,0
21475,887297.875,705548.1875,0,0,0,-0.117,-0.584,0
21476,941535.9906,702661.5244,0,0,0,-0.117,-0.584,0
21477,886437.4964,705544.1443,0,0,0,-0.117,-0.584,0
21479,939101.4746,699203.0197,0,0,0,-0.117,-0.584,0
21480,939467.6692,699759.093,0,0,0,-0.117,-0.584,0
21487,939163,691898,0,0,0,-0.117,-0.584,0
21488,939454,691893,0,0,0,-0.117,-0.584,0
21491,939189.6182,689255.792,0,0,0,-0.117,-0.584,0
21492,939435.1382,689292.7679,0,0,0,-0.117,-0.584,0
21497,938242.1506,682194.5085,0,0,0,-0.117,-0.584,0
21498,938413.6114,682124.1505,0,0,0,-0.117,-0.584,0
21501,936272,679796,0,0,0,-0.117,-0.584,0
21508,934859,678396,0,0,0,-0.117,-0.584,0
21514,934176,676130,0,0,0,-0.117,-0.584,0
21516,934493,676106,0,0,0,-0.117,-0.584,0
21532,934031.9981,673829.3129,0,0,0,-0.117,-0.584,0
21534,934350,674110,0,0,0,-0.117,-0.584,0
21544,932214.2797,668442.779,0,0,0,-0.117,-0.584,0
21546,932397.8525,668370.1148,0,0,0,-0.117,-0.584,0
21552,931009,665762,0,0,0,-0.117,-0.584,0
21554,931247,665668,0,0,0,-0.117,-0.584,0
21555,950228,690904,0,0,0,-0.117,-0.584,0
21559,950283,692895,0,0,0,-0.117,-0.584,0
21561,950570,695063,0,0,0,-0.117,-0.584,0
21563,950815,697480,0,0,0,-0.117,-0.584,0
21564,928501,657485,0,0,0,-0.117,-0.584,0
21565,950987,698955,0,0,0,-0.117,-0.584,0
21566,928826,657460,0,0,0,-0.117,-0.584,0
21567,951181,700817,0,0,0,-0.117,-0.584,0
21573,951536,703715,0,0,0,-0.117,-0.584,0
21575,951783,705365,0,0,0,-0.117,-0.584,0
21576,928533,655139,0,0,0,-0.117,-0.584,0
21577,948320,690915,0,0,0,-0.117,-0.584,0
21578,928822,655139,0,0,0,-0.117,-0.584,0
21585,950033,700872,0,0,0,-0.117,-0.584,0
21587,946420,700768,0,0,0,-0.117,-0.584,0
21588,947091,690864,0,0,0,-0.117,-0.584,0
21589,945156,690895,0,0,0,-0.117,-0.584,0
21594,928497,652155,0,0,0,-0.117,-0.584,0
21596,928786,652168,0,0,0,-0.117,-0.584,0
21603,943738,690859,0,0,0,-0.117,-0.584,0
21605,942573,690775,0,0,0,-0.117,-0.584,0
21612,928883.75,649528.5625,0,0,0,-0.117,-0.584,0
21617,945322,701351,0,0,0,-0.117,-0.584,0
21620,928730,646756,0,0,0,-0.117,-0.584,0
21621,944728,701457,0,0,0,-0.117,-0.584,0
21622,929011,646772,0,0,0,-0.117,-0.584,0
21627,941320,690782,0,0,0,-0.117,-0.584,0
21628,928780,644537,0,0,0,-0.117,-0.584,0
21630,929024,644550,0,0,0,-0.117,-0.584,0
21634,928764,639988,0,0,0,-0.117,-0.584,0
21636,929001,639979,0,0,0,-0.117,-0.584,0
21637,943492,701407,0,0,0,-0.117,-0.584,0
21639,941441.0513,701356.1084,0,0,0,-0.117,-0.584,0
21643,940306.2904,690736.307,0,0,0,-0.117,-0.584,0
21645,938485.8296,690693.3553,0,0,0,-0.117,-0.584,0
21646,928756,637719,0,0,0,-0.117,-0.584,0
21648,929016,637717,0,0,0,-0.117,-0.584,0
21655,938898.0331,701288.2946,0,0,0,-0.117,-0.584,0
21656,938757,701292,0,0,0,-0.117,-0.584,0
21658,928689,636435,0,0,0,-0.117,-0.584,0
21660,928935,636414,0,0,0,-0.117,-0.584,0
21663,938313,690687,0,0,0,-0.117,-0.584,0
21665,928742,635666,0,0,0,-0.117,-0.584,0
21666,928974,635706,0,0,0,-0.117,-0.584,0
21672,930109.9375,630811.8125,0,0,0,-0.117,-0.584,0
21674,930374.1875,630896.375,0,0,0,-0.117,-0.584,0
21677,936769,701241,0,0,0,-0.117,-0.584,0
21679,934940,690697,0,0,0,-0.117,-0.584,0
21684,930761,628219,0,0,0,-0.117,-0.584,0
21685,932684,690647,0,0,0,-0.117,-0.584,0
21686,931094,628262,0,0,0,-0.117,-0.584,0
21689,934288,693295,0,0,0,-0.117,-0.584,0
21691,934344,695126,0,0,0,-0.117,-0.584,0
21692,931123,625429,0,0,0,-0.117,-0.584,0
21694,931392,625445,0,0,0,-0.117,-0.584,0
21695,934258,698070,0,0,0,-0.117,-0.584,0
21697,934133,701199,0,0,0,-0.117,-0.584,0
21699,934068,703390,0,0,0,-0.117,-0.584,0
21701,931835,690608,0,0,0,-0.117,-0.584,0
21703,930988,623043,0,0,0,-0.117,-0.584,0
21704,931252,623029,0,0,0,-0.117,-0.584,0
21707,931562,695720,0,0,0,-0.117,-0.584,0
21709,930458,695700,0,0,0,-0.117,-0.584,0
21710,930477,619632,0,0,0,-0.117,-0.584,0
21711,930781,619607,0,0,0,-0.117,-0.584,0
21715,929732,690666,0,0,0,-0.117,-0.584,0
21717,929654,692825,0,0,0,-0.117,-0.584,0
21719,929919.9375,695700.5,0,0,0,-0.117,-0.584,0
21720,930188,617713,0,0,0,-0.117,-0.584,0
21721,929939.3125,696300.125,0,0,0,-0.117,-0.584,0
21722,930480,617666,0,0,0,-0.117,-0.584,0
21724,926090.75,690614.875,0,0,0,-0.117,-0.584,0
21725,924456,690681,0,0,0,-0.117,-0.584,0
21731,924865,695476,0,0,0,-0.117,-0.584,0
21736,929613,611687,0,0,0,-0.117,-0.584,0
21738,922846,695381,0,0,0,-0.117,-0.584,0
21742,929886,611669,0,0,0,-0.117,-0.584,0
21750,929672,609304,0,0,0,-0.117,-0.584,0
21755,929939,609317,0,0,0,-0.117,-0.584,0
21759,929820,606429,0,0,0,-0.117,-0.584,0
21760,930103,606433,0,0,0,-0.117,-0.584,0
21761,919172,692011,0,0,0,-0.117,-0.584,0
21765,917651,692095,0,0,0,-0.117,-0.584,0
21766,929961,604152,0,0,0,-0.117,-0.584,0
21767,916936,692091,0,0,0,-0.117,-0.584,0
21768,930229,604173,0,0,0,-0.117,-0.584,0
21773,918082,695282,0,0,0,-0.117,-0.584,0
21774,930068,602150,0,0,0,-0.117,-0.584,0
21775,917932,697301,0,0,0,-0.117,-0.584,0
21777,917866,698928,0,0,0,-0.117,-0.584,0
21778,930353,602159,0,0,0,-0.117,-0.584,0
21779,917848,700412,0,0,0,-0.117,-0.584,0
21781,917762,702621,0,0,0,-0.117,-0.584,0
21788,930093,599937,0,0,0,-0.117,-0.584,0
21789,930404,599958,0,0,0,-0.117,-0.584,0
21823,909582,691960,0,0,0,-0.117,-0.584,0
21837,904721,692231,0,0,0,-0.117,-0.584,0
21839,903676,692581,0,0,0,-0.117,-0.584,0
21865,900476.375,692535.25,0,0,0,-0.117,-0.584,0
21867,900452,693672,0,0,0,-0.117,-0.584,0
21869,900600.25,694314.875,0,0,0,-0.117,-0.584,0
21871,900765.6875,695130.1875,0,0,0,-0.117,-0.584,0
21875,901020,698603,0,0,0,-0.117,-0.584,0
21877,901980,700646,0,0,0,-0.117,-0.584,0
21911,894066,693840,0,0,0,-0.117,-0.584,0
21919,892413,693215,0,0,0,-0.117,-0.584,0
21925,891496,698371,0,0,0,-0.117,-0.584,0
21927,891371,700555,0,0,0,-0.117,-0.584,0
21943,887955.0807,691026.4192,0,0,0,-0.117,-0.584,0
21944,887433.1,691100.1773,0,0,0,-0.117,-0.584,0
21945,886672.8239,691071.8088,0,0,0,-0.117,-0.584,0
21967,946457,675489,0,0,0,-0.117,-0.584,0
21969,946768,676155,0,0,0,-0.117,-0.584,0
21971,947551,678069,0,0,0,-0.117,-0.584,0
21975,948421,680806,0,0,0,-0.117,-0.584,0
21978,947984,680789,0,0,0,-0.117,-0.584,0
21981,949326,685062,0,0,0,-0.117,-0.584,0
21983,950373,688877,0,0,0,-0.117,-0.584,0
21985,945039,675305,0,0,0,-0.117,-0.584,0
21989,946056,680726,0,0,0,-0.117,-0.584,0
22004,918045.25,715485.3125,0,0,0,-0.117,-0.584,0
22006,917437.2946,715192.1275,0,0,0,-0.117,-0.584,0
22008,917134.8125,715618.5625,0,0,0,-0.117,-0.584,0
22009,943774,680691,0,0,0,-0.117,-0.584,0
22012,917443.8682,715908.6525,0,0,0,-0.117,-0.584,0
22014,917896.5625,714837.0625,0,0,0,-0.117,-0.584,0
