N,X,Y,DTA_Type,SEGNUM,Prohibit_Links,Time_Coef,Cost_Coef,VCOST
26069,931411,624818,0,0,0,-0.117,-0.584,0
26070,931033,623359,0,0,0,-0.117,-0.584,0
26071,931277,623219,0,0,0,-0.117,-0.584,0
26072,930432,619319,0,0,0,-0.117,-0.584,0
26073,930710,619291,0,0,0,-0.117,-0.584,0
26074,930276,618081,0,0,0,-0.117,-0.584,0
26075,930555,617964,0,0,0,-0.117,-0.584,0
26076,929568,615121,0,0,0,-0.117,-0.584,0
26077,929839,615108,0,0,0,-0.117,-0.584,0
26078,929616,611140,0,0,0,-0.117,-0.584,0
26079,929889,611095,0,0,0,-0.117,-0.584,0
26080,929659,609566,0,0,0,-0.117,-0.584,0
26081,929924,609573,0,0,0,-0.117,-0.584,0
26082,929846,605920,0,0,0,-0.117,-0.584,0
26083,930132,605928,0,0,0,-0.117,-0.584,0
26084,929942,604500,0,0,0,-0.117,-0.584,0
26085,930212,604501,0,0,0,-0.117,-0.584,0
26086,930088,601771,0,0,0,-0.117,-0.584,0
26087,930372,601789,0,0,0,-0.117,-0.584,0
26088,930105,600401,0,0,0,-0.117,-0.584,0
26089,930411,600263,0,0,0,-0.117,-0.584,0
26093,945061.3491,718184.4003,0,0,0,-0.117,-0.584,0
26094,944634,718176,0,0,0,-0.117,-0.584,0
26095,944445.8811,716445.6334,0,0,0,-0.117,-0.584,0
26096,944065,716666,0,0,0,-0.117,-0.584,0
26097,869251.768,598525.1184,0,0,0,-0.117,-0.584,0
26098,869850.2131,599175.3389,0,0,0,-0.117,-0.584,0
26099,872672.3125,608971.4375,0,0,0,-0.117,-0.584,0
26100,872239.0625,609180.25,0,0,0,-0.117,-0.584,0
26101,872875.9375,609190.6875,0,0,0,-0.117,-0.584,0
26103,917656.488,707425.415,0,0,0,-0.117,-0.584,0
26104,917686.0021,705163.8975,0,0,0,-0.117,-0.584,0
26105,917911,706144.9375,0,0,0,-0.117,-0.584,0
26106,917500.8125,706128.75,0,0,0,-0.117,-0.584,0
26107,917774.5,706059,0,0,0,-0.117,-0.584,0
26108,917618.375,706259.6875,0,0,0,-0.117,-0.584,0
26109,917790,706248.125,0,0,0,-0.117,-0.584,0
26110,917613.3125,706066.375,0,0,0,-0.117,-0.584,0
26111,917816.5625,656126.0625,0,0,0,-0.117,-0.584,0
26112,917820.1875,655587.875,0,0,0,-0.117,-0.584,0
26113,918042,655846.0625,0,0,0,-0.117,-0.584,0
26114,917536.5625,655838.75,0,0,0,-0.117,-0.584,0
26115,917949.75,655952.25,0,0,0,-0.117,-0.584,0
26116,917677.8125,655727.6875,0,0,0,-0.117,-0.584,0
26117,917700.125,655964.0625,0,0,0,-0.117,-0.584,0
26118,917936.0625,655736.4375,0,0,0,-0.117,-0.584,0
26119,917816.3125,655979.6875,0,0,0,-0.117,-0.584,0
26120,917820.0625,655704,0,0,0,-0.117,-0.584,0
26144,840168.5127,658818.357,0,0,0,-0.117,-0.584,0
26145,839019.1252,659047.4976,0,0,0,-0.117,-0.584,0
26206,928062.5,720840.875,0,0,0,-0.117,-0.584,0
26207,928121,720480.1875,0,0,0,-0.117,-0.584,0
26208,928061.4375,720477.25,0,0,0,-0.117,-0.584,0
26209,928137,720159.125,0,0,0,-0.117,-0.584,0
26212,929352.25,698287.3125,0,0,0,-0.117,-0.584,0
26213,929407.0568,698085.5729,0,0,0,-0.117,-0.584,0
26214,928819.125,697328.0625,0,0,0,-0.117,-0.584,0
26215,929893.9375,696267,0,0,0,-0.117,-0.584,0
26217,929271.6592,696575.8899,0,0,0,-0.117,-0.584,0
26220,924066.8857,689309.6645,0,0,0,-0.117,-0.584,0
26221,924242.8125,688568.75,0,0,0,-0.117,-0.584,0
26222,916291.5,678108.5625,0,0,0,-0.117,-0.584,0
26223,916034.0625,677632.5,0,0,0,-0.117,-0.584,0
26225,915792.8125,676537.25,0,0,0,-0.117,-0.584,0
26226,914076.4549,675172.7034,0,0,0,-0.117,-0.584,0
26227,914516.625,675651.875,0,0,0,-0.117,-0.584,0
26232,912252.5625,658294.3125,0,0,0,-0.117,-0.584,0
26233,912324.375,657854.625,0,0,0,-0.117,-0.584,0
26235,912827,657026.3125,0,0,0,-0.117,-0.584,0
26237,912349.6875,656743.6875,0,0,0,-0.117,-0.584,0
26238,913289.6875,638959.5625,0,0,0,-0.117,-0.584,0
26239,913421.2082,638387.8654,0,0,0,-0.117,-0.584,0
26241,902533.875,642432.6875,0,0,0,-0.117,-0.584,0
26242,913497.8405,635114.4128,0,0,0,-0.117,-0.584,0
26243,913538.4598,635739.4984,0,0,0,-0.117,-0.584,0
26245,914462.5,609515,0,0,0,-0.117,-0.584,0
26247,914745.6338,609530.2381,0,0,0,-0.117,-0.584,0
26248,913448.3125,607563.125,0,0,0,-0.117,-0.584,0
26249,913497.4375,607532.5,0,0,0,-0.117,-0.584,0
26256,909249.0625,595677.6875,0,0,0,-0.117,-0.584,0
26257,909283.3125,596250.75,0,0,0,-0.117,-0.584,0
26259,928517.125,707894.5,0,0,0,-0.117,-0.584,0
26260,928450.0625,707894.5,0,0,0,-0.117,-0.584,0
26283,906079.125,596531.4375,0,0,0,-0.117,-0.584,0
26285,901442.1875,596323.125,0,0,0,-0.117,-0.584,0
26286,901902.25,596253.875,0,0,0,-0.117,-0.584,0
26287,889866.75,595843.3125,0,0,0,-0.117,-0.584,0
26288,888678,595707.8125,0,0,0,-0.117,-0.584,0
26403,834482,659418,0,0,0,-0.117,-0.584,0
26404,838215.979,659110.5721,0,0,0,-0.117,-0.584,0
26405,838325.5583,659035.8589,0,0,0,-0.117,-0.584,0
26406,840268.1006,658881.4517,0,0,0,-0.117,-0.584,0
26407,839916.1202,658864.0025,0,0,0,-0.117,-0.584,0
26408,844801,657549,0,0,0,-0.117,-0.584,0
26409,844384,657340,0,0,0,-0.117,-0.584,0
26410,847950,656763,0,0,0,-0.117,-0.584,0
26411,847842,656364,0,0,0,-0.117,-0.584,0
26412,854804,654928,0,0,0,-0.117,-0.584,0
26413,854754,654625,0,0,0,-0.117,-0.584,0
26415,863576.8861,652372.7736,0,0,0,-0.117,-0.584,0
26416,871305.0112,651720.0994,0,0,0,-0.117,-0.584,0
26418,871559.1498,652286.1354,0,0,0,-0.117,-0.584,0
26419,869820.6105,647786.7263,0,0,0,-0.117,-0.584,0
26420,866296,643923,0,0,0,-0.117,-0.584,0
26421,866496,643806,0,0,0,-0.117,-0.584,0
26422,865055,640923,0,0,0,-0.117,-0.584,0
26423,865311,640925,0,0,0,-0.117,-0.584,0
26424,864843,639123,0,0,0,-0.117,-0.584,0
26425,865110,639078,0,0,0,-0.117,-0.584,0
26426,865287.2779,636186.2343,0,0,0,-0.117,-0.584,0
26427,865547.2239,636160.2397,0,0,0,-0.117,-0.584,0
26428,866626,632377,0,0,0,-0.117,-0.584,0
26429,866807,632473,0,0,0,-0.117,-0.584,0
26430,867780.9475,630406.8089,0,0,0,-0.117,-0.584,0
26431,867842.385,630726.7099,0,0,0,-0.117,-0.584,0
26432,868359.9775,627288.8733,0,0,0,-0.117,-0.584,0
26433,868560.3656,627359.8746,0,0,0,-0.117,-0.584,0
26434,868512.2408,618966.2158,0,0,0,-0.117,-0.584,0
26435,868737.0587,618842.2524,0,0,0,-0.117,-0.584,0
26436,869449.8034,614436.1666,0,0,0,-0.117,-0.584,0
26437,869494.9555,614842.5355,0,0,0,-0.117,-0.584,0
26438,872208.0462,609986.4674,0,0,0,-0.117,-0.584,0
26439,872567.9375,610088.5,0,0,0,-0.117,-0.584,0
26440,873036.7542,607519.6063,0,0,0,-0.117,-0.584,0
26441,873278,607983,0,0,0,-0.117,-0.584,0
26442,873067,605209,0,0,0,-0.117,-0.584,0
26443,873284,605172,0,0,0,-0.117,-0.584,0
26446,870306.8334,600401.7877,0,0,0,-0.117,-0.584,0
26447,870506.8391,600292.8442,0,0,0,-0.117,-0.584,0
26448,868923.1853,596642.8418,0,0,0,-0.117,-0.584,0
26449,869171.7203,596615.8271,0,0,0,-0.117,-0.584,0
26453,868258.7424,628590.4341,0,0,0,-0.117,-0.584,0
26454,868284.7726,629475.4764,0,0,0,-0.117,-0.584,0
26456,868812.9587,616571.0179,0,0,0,-0.117,-0.584,0
26458,868940.6669,617315.8017,0,0,0,-0.117,-0.584,0
26600,926041,636813,0,0,0,-0.117,-0.584,0
26601,926088,636573,0,0,0,-0.117,-0.584,0
26603,943621,636505,0,0,0,-0.117,-0.584,0
26604,941764,636402,0,0,0,-0.117,-0.584,0
26605,941028,635985,0,0,0,-0.117,-0.584,0
26606,940842,635553,0,0,0,-0.117,-0.584,0
26607,938966,636149,0,0,0,-0.117,-0.584,0
26608,939649,635764,0,0,0,-0.117,-0.584,0
26609,939035,635909,0,0,0,-0.117,-0.584,0
26614,922729,637260,0,0,0,-0.117,-0.584,0
26616,919402,637398,0,0,0,-0.117,-0.584,0
26617,921495,637076,0,0,0,-0.117,-0.584,0
26618,912595.1269,639707.5388,0,0,0,-0.117,-0.584,0
26619,916442,637957,0,0,0,-0.117,-0.584,0
26621,913371.4695,639392.9765,0,0,0,-0.117,-0.584,0
26622,910845.75,640135.25,0,0,0,-0.117,-0.584,0
26623,911364.125,639822.75,0,0,0,-0.117,-0.584,0
26625,906549.375,641090.8125,0,0,0,-0.117,-0.584,0
26626,899940,642879,0,0,0,-0.117,-0.584,0
26628,898848.5,643156.8125,0,0,0,-0.117,-0.584,0
26629,896573.375,644049.625,0,0,0,-0.117,-0.584,0
26630,895528,643981,0,0,0,-0.117,-0.584,0
26631,892338.8125,645207.1875,0,0,0,-0.117,-0.584,0
26632,892125,644926,0,0,0,-0.117,-0.584,0
26633,887708.9375,646439.9375,0,0,0,-0.117,-0.584,0
26634,887444.625,646155.4375,0,0,0,-0.117,-0.584,0
26635,885583.5625,646987.125,0,0,0,-0.117,-0.584,0
26636,885255.3125,646753,0,0,0,-0.117,-0.584,0
26637,881630.9375,647995.25,0,0,0,-0.117,-0.584,0
26638,881943,647585.875,0,0,0,-0.117,-0.584,0
26639,879446,648554,0,0,0,-0.117,-0.584,0
26640,879656.8125,648142.875,0,0,0,-0.117,-0.584,0
26641,890292,645668,0,0,0,-0.117,-0.584,0
26643,900409.3125,643036.0625,0,0,0,-0.117,-0.584,0
26644,908697.0625,640789.4375,0,0,0,-0.117,-0.584,0
26645,907937,640712,0,0,0,-0.117,-0.584,0
26646,914997.125,638926.1875,0,0,0,-0.117,-0.584,0
26647,936000,636375,0,0,0,-0.117,-0.584,0
26648,936397,636177,0,0,0,-0.117,-0.584,0
26649,930598,636201,0,0,0,-0.117,-0.584,0
26650,900835.625,642632.6875,0,0,0,-0.117,-0.584,0
26651,865310.0546,637843.5858,0,0,0,-0.117,-0.584,0
26652,878057.0128,648699.315,0,0,0,-0.117,-0.584,0
26653,876676.625,649203.25,0,0,0,-0.117,-0.584,0
26654,907117.75,641195.0625,0,0,0,-0.117,-0.584,0
26656,881469.3651,532525.2913,0,0,0,-0.117,-0.584,0
26703,930028.5625,717754.6875,0,0,0,-0.117,-0.584,0
26704,926521.4664,717635.8721,0,0,0,-0.117,-0.584,0
26705,926554.4375,717428.625,0,0,0,-0.117,-0.584,0
26706,924973.6589,717434.2669,0,0,0,-0.117,-0.584,0
26707,924498.9113,716985.5328,0,0,0,-0.117,-0.584,0
26708,920655.0833,715645.7076,0,0,0,-0.117,-0.584,0
26709,919596.7299,715491.2274,0,0,0,-0.117,-0.584,0
26710,919557.2881,715642.4207,0,0,0,-0.117,-0.584,0
26711,919143.1499,715491.2274,0,0,0,-0.117,-0.584,0
26712,914825.375,715725.875,0,0,0,-0.117,-0.584,0
26713,915051.125,715563,0,0,0,-0.117,-0.584,0
26716,906541.8099,716119.4913,0,0,0,-0.117,-0.584,0
26717,906573.6794,715965.4556,0,0,0,-0.117,-0.584,0
26718,904050.681,716183.2302,0,0,0,-0.117,-0.584,0
26719,904241.8977,716029.1945,0,0,0,-0.117,-0.584,0
26720,899083.9375,716225.125,0,0,0,-0.117,-0.584,0
26721,899379.6875,716047.6875,0,0,0,-0.117,-0.584,0
26810,886395.0037,713793.0212,0,0,0,-0.117,-0.584,0
26811,886517.17,713777.0865,0,0,0,-0.117,-0.584,0
26812,886440.1875,707470.625,0,0,0,-0.117,-0.584,0
26813,886580.6875,707625.9375,0,0,0,-0.117,-0.584,0
26814,886448.1195,703669.1582,0,0,0,-0.117,-0.584,0
26815,886580.9089,703594.7961,0,0,0,-0.117,-0.584,0
26816,886538.05,693253.5702,0,0,0,-0.117,-0.584,0
26817,886632.4375,693614.3125,0,0,0,-0.117,-0.584,0
26818,886752.2557,688728.5696,0,0,0,-0.117,-0.584,0
26819,886888.4246,688898.7807,0,0,0,-0.117,-0.584,0
26820,886984.8775,678913.064,0,0,0,-0.117,-0.584,0
26821,887058.6357,679219.4439,0,0,0,-0.117,-0.584,0
26822,886423.181,674447.86,0,0,0,-0.117,-0.584,0
26823,886718.2135,674572.6814,0,0,0,-0.117,-0.584,0
26824,885316.8089,673489.0042,0,0,0,-0.117,-0.584,0
26825,885390.5671,673375.5302,0,0,0,-0.117,-0.584,0
26826,881459.0051,669642.6496,0,0,0,-0.117,-0.584,0
26827,881672.7126,669659.9772,0,0,0,-0.117,-0.584,0
26828,878721.2388,666743.1587,0,0,0,-0.117,-0.584,0
26829,878755.8941,666616.0894,0,0,0,-0.117,-0.584,0
26830,873312.5524,661430.8139,0,0,0,-0.117,-0.584,0
26831,873396.4182,661337.6298,0,0,0,-0.117,-0.584,0
26832,871411.5954,657284.1184,0,0,0,-0.117,-0.584,0
26833,871560.69,657060.4764,0,0,0,-0.117,-0.584,0
26834,871432.0805,655139.4193,0,0,0,-0.117,-0.584,0
26835,871616.9086,654353.8999,0,0,0,-0.117,-0.584,0
26894,885592.5,595605.375,0,0,0,-0.117,-0.584,0
26904,926946.9375,692216.75,0,0,0,-0.117,-0.584,0
26905,927001.3125,692178.9375,0,0,0,-0.117,-0.584,0
26908,925991.0625,691014.25,0,0,0,-0.117,-0.584,0
26909,926101.4375,691022,0,0,0,-0.117,-0.584,0
26910,920162.2481,683292.5297,0,0,0,-0.117,-0.584,0
26911,920245.8194,683273.9583,0,0,0,-0.117,-0.584,0
26914,919865.1056,682897.8874,0,0,0,-0.117,-0.584,0
26915,919944.0341,682865.3874,0,0,0,-0.117,-0.584,0
26916,912012.9804,667790.3633,0,0,0,-0.117,-0.584,0
26917,912073.625,667803.375,0,0,0,-0.117,-0.584,0
26920,912136,663254,0,0,0,-0.117,-0.584,0
26921,912188.5,663269.4375,0,0,0,-0.117,-0.584,0
26922,913803.25,627721.0625,0,0,0,-0.117,-0.584,0
26923,913863.25,628354.6875,0,0,0,-0.117,-0.584,0
26926,913916.625,624379.5,0,0,0,-0.117,-0.584,0
26927,913983.3125,624399.5,0,0,0,-0.117,-0.584,0
26940,889672.2459,716316.0196,0,0,0,-0.117,-0.584,0
26941,890160.9108,716161.9839,0,0,0,-0.117,-0.584,0
26942,894595.75,716254.6875,0,0,0,-0.117,-0.584,0
26943,894581,716092.0625,0,0,0,-0.117,-0.584,0
26945,920119.333,715494.5142,0,0,0,-0.117,-0.584,0
26952,901930,704288,0,0,0,-0.117,-0.584,0
26974,935642.25,717182.5625,0,0,0,-0.117,-0.584,0
28019,858375.625,527514.3125,0,0,0,-0.117,-0.584,0
28020,858365.625,526067.1875,0,0,0,-0.117,-0.584,0
28030,847552.5,527804.625,0,0,0,-0.117,-0.584,0
28031,848731.4488,527447.4451,0,0,0,-0.117,-0.584,0
28032,847980.9066,525305.3656,0,0,0,-0.117,-0.584,0
28033,847435.7409,526948.3597,0,0,0,-0.117,-0.584,0
28035,847250.7073,525900.5969,0,0,0,-0.117,-0.584,0
28036,847985.3262,527244.0227,0,0,0,-0.117,-0.584,0
28037,847950.3475,524703.2746,0,0,0,-0.117,-0.584,0
28042,848540.3125,527190,0,0,0,-0.117,-0.584,0
28044,857569.8125,528170.625,0,0,0,-0.117,-0.584,0
28045,858143.25,528010,0,0,0,-0.117,-0.584,0
28046,858418,528029.625,0,0,0,-0.117,-0.584,0
28047,858983.5625,527365.5,0,0,0,-0.117,-0.584,0
28048,858625.375,528519.3125,0,0,0,-0.117,-0.584,0
28049,858341.6656,529183.4845,0,0,0,-0.117,-0.584,0
28050,858128.0873,529380.3116,0,0,0,-0.117,-0.584,0
28051,857514.6875,528202.1875,0,0,0,-0.117,-0.584,0
28053,911836.3583,527284.5888,0,0,0,-0.117,-0.584,0
28059,917467.4375,546158.9375,0,0,0,-0.117,-0.584,0
28065,917411.125,547681.3125,0,0,0,-0.117,-0.584,0
28066,917262.0625,547900,0,0,0,-0.117,-0.584,0
28067,917212.5625,547681.75,0,0,0,-0.117,-0.584,0
28071,917020.6875,547537.25,0,0,0,-0.117,-0.584,0
28076,879799.3125,522521.6875,0,0,0,-0.117,-0.584,0
28077,879830.5488,524816.3154,0,0,0,-0.117,-0.584,0
28079,879952.428,525701.4629,0,0,0,-0.117,-0.584,0
28080,879701.8125,526194.75,0,0,0,-0.117,-0.584,0
28081,881948.4375,526099.625,0,0,0,-0.117,-0.584,0
28083,882132.625,526213,0,0,0,-0.117,-0.584,0
28084,881098.25,526159.125,0,0,0,-0.117,-0.584,0
28091,879734.1875,522505.75,0,0,0,-0.117,-0.584,0
28092,879570,528521.0625,0,0,0,-0.117,-0.584,0
28095,879570,523197.2813,0,0,0,-0.117,-0.584,0
28096,879538.375,525527.625,0,0,0,-0.117,-0.584,0
28097,879476.1875,526318.3125,0,0,0,-0.117,-0.584,0
28102,878888.8125,526987.9375,0,0,0,-0.117,-0.584,0
28104,878050.875,527025.3125,0,0,0,-0.117,-0.584,0
28105,875637.9375,526812.125,0,0,0,-0.117,-0.584,0
28106,879461.1875,526995.375,0,0,0,-0.117,-0.584,0
28112,877789,527204.875,0,0,0,-0.117,-0.584,0
28113,877702.9375,527294.6875,0,0,0,-0.117,-0.584,0
28119,917451.5625,536072.625,0,0,0,-0.117,-0.584,0
28120,917440.875,536044.9375,91,0,0,-0.117,-0.584,0
28124,917477.0625,536077.5625,0,0,0,-0.117,-0.584,0
28125,917488.875,536044.8125,90,1,0,-0.117,-0.584,0
28128,930556.8125,593531.0625,0,0,0,-0.117,-0.584,0
28130,930289.125,593571.6875,0,0,0,-0.117,-0.584,0
28136,873832.8125,548346.6875,0,0,0,-0.117,-0.584,0
28144,849732.4375,527417.6662,0,0,0,-0.117,-0.584,0
28145,849042.7896,527412.3144,0,0,0,-0.117,-0.584,0
28146,849201.8151,527237.708,0,0,0,-0.117,-0.584,0
28147,849743.1746,527256.8834,0,0,0,-0.117,-0.584,0
28149,883742.5,569305.5,0,0,0,-0.117,-0.584,0
28150,883201.875,569340.375,0,0,0,-0.117,-0.584,0
28151,883138.6875,569122.9375,0,0,0,-0.117,-0.584,0
28152,883702.5,569067.3125,0,0,0,-0.117,-0.584,0
28153,878199.6875,495670.9375,0,0,0,-0.117,-0.584,0
28154,878719,495692.125,0,0,0,-0.117,-0.584,0
28155,878231.5,495586.125,0,0,0,-0.117,-0.584,0
28156,878761.4375,495575.5313,0,0,0,-0.117,-0.584,0
28157,878582.3125,503336,0,0,0,-0.117,-0.584,0
28158,878746.5,503303.1563,0,0,0,-0.117,-0.584,0
28159,878171.75,502794.0938,0,0,0,-0.117,-0.584,0
28160,878303.125,502712,0,0,0,-0.117,-0.584,0
28161,866415.625,488476.5313,0,0,0,-0.117,-0.584,0
28162,866855.75,489023.3438,0,0,0,-0.117,-0.584,0
28163,866602.375,488449.8438,0,0,0,-0.117,-0.584,0
28164,867029.125,488970,0,0,0,-0.117,-0.584,0
28166,849472.4988,527428.3486,0,0,0,-0.117,-0.584,0
28167,849494.2697,527262.74,0,0,0,-0.117,-0.584,0
28169,875210.5625,526456.4375,0,0,0,-0.117,-0.584,0
28174,887380.8607,527981.857,0,0,0,-0.117,-0.584,0
28176,887416.2915,527836.9128,0,0,0,-0.117,-0.584,0
28177,890686.3125,527764.75,0,0,0,-0.117,-0.584,0
28178,890890.875,527828.4375,0,0,0,-0.117,-0.584,0
28183,910815.2529,527343.9061,0,0,0,-0.117,-0.584,0
28184,911824.0625,527373.6875,0,0,0,-0.117,-0.584,0
28185,910639.4193,527382.0387,0,0,0,-0.117,-0.584,0
28186,914699.25,528442.4375,0,0,0,-0.117,-0.584,0
28187,914659.3125,528350.3125,0,0,0,-0.117,-0.584,0
28198,858107.1483,525138.0598,0,0,0,-0.117,-0.584,0
28199,857767.9357,524074.356,0,0,0,-0.117,-0.584,0
28207,861966.3725,525771.1566,0,0,0,-0.117,-0.584,0
28208,858115.9215,548262.4685,0,0,0,-0.117,-0.584,0
28209,857889.6215,547106.9127,0,0,0,-0.117,-0.584,0
28210,858099.8845,547908.7633,0,0,0,-0.117,-0.584,0
28211,857664.2123,547898.9629,0,0,0,-0.117,-0.584,0
28212,857506.5151,547546.1486,0,0,0,-0.117,-0.584,0
28216,857333.6717,548090.5161,0,0,0,-0.117,-0.584,0
28217,857095.3733,547949.062,0,0,0,-0.117,-0.584,0
28218,857105.4241,547617.3874,0,0,0,-0.117,-0.584,0
28219,857705.9561,546589.6988,0,0,0,-0.117,-0.584,0
28224,917661.7245,580234.5211,0,0,0,-0.117,-0.584,0
28225,917541.1649,580142.3285,0,0,0,-0.117,-0.584,0
28226,918115.1232,580310.844,0,0,0,-0.117,-0.584,0
28241,848007.5087,525851.2604,0,0,0,-0.117,-0.584,0
28488,928636,526891,0,0,0,-0.117,-0.584,0
28489,931416,525636,0,0,0,-0.117,-0.584,0
28490,935873,523622,0,0,0,-0.117,-0.584,0
28492,842941.4415,417551.195,0,0,0,-0.117,-0.584,0
28493,938967,524624,0,0,0,-0.117,-0.584,0
28500,939736,524626,0,0,0,-0.117,-0.584,0
28501,941161,524684,0,0,0,-0.117,-0.584,0
28503,941485,524716,0,0,0,-0.117,-0.584,0
28506,941738,525873,0,0,0,-0.117,-0.584,0
28507,839523.25,416138.5313,0,0,0,-0.117,-0.584,0
28512,944498,554313,0,0,0,-0.117,-0.584,0
28516,942258,529194,0,0,0,-0.117,-0.584,0
28522,879174,578931,0,0,0,-0.117,-0.584,0
28527,881945,578960,0,0,0,-0.117,-0.584,0
28530,938684,532055,0,0,0,-0.117,-0.584,0
28531,938708,531523,0,0,0,-0.117,-0.584,0
28532,848061.777,422511.436,0,0,0,-0.117,-0.584,0
28533,938708,531019,0,0,0,-0.117,-0.584,0
28537,848190.125,422525.8125,0,0,0,-0.117,-0.584,0
28541,942715,532358,0,0,0,-0.117,-0.584,0
28544,943059,533341,0,0,0,-0.117,-0.584,0
28547,847939.0625,424223.0313,0,0,0,-0.117,-0.584,0
28550,943643,534705,0,0,0,-0.117,-0.584,0
28551,944227,537274,0,0,0,-0.117,-0.584,0
28552,851482.375,429930.3125,0,0,0,-0.117,-0.584,0
28553,944496,537237,0,0,0,-0.117,-0.584,0
28554,937906,537675,0,0,0,-0.117,-0.584,0
28555,939874.6535,539413.387,0,0,0,-0.117,-0.584,0
28556,940496,538658,0,0,0,-0.117,-0.584,0
28557,849717.6108,428004.9889,0,0,0,-0.117,-0.584,0
28559,943419,538913,0,0,0,-0.117,-0.584,0
28560,944348,538758,0,0,0,-0.117,-0.584,0
28561,944700,538693,0,0,0,-0.117,-0.584,0
28562,849911,429127,0,0,0,-0.117,-0.584,0
28563,944561,539964,0,0,0,-0.117,-0.584,0
28572,884625,579008,0,0,0,-0.117,-0.584,0
28573,945072,544082,0,0,0,-0.117,-0.584,0
28574,942775,545997,0,0,0,-0.117,-0.584,0
28577,886832,579036,0,0,0,-0.117,-0.584,0
28579,945164,549138,0,0,0,-0.117,-0.584,0
28581,943436,549819,0,0,0,-0.117,-0.584,0
28582,889980,579151,0,0,0,-0.117,-0.584,0
28583,943743,549882,0,0,0,-0.117,-0.584,0
28584,945094,550127,0,0,0,-0.117,-0.584,0
28585,945343,550164,0,0,0,-0.117,-0.584,0
28586,945087,552345,0,0,0,-0.117,-0.584,0
28587,865270.1875,438106.0625,0,0,0,-0.117,-0.584,0
28588,945463,552364,0,0,0,-0.117,-0.584,0
28589,944820,552813,0,0,0,-0.117,-0.584,0
28590,934190,551565,0,0,0,-0.117,-0.584,0
28592,891909,579238,0,0,0,-0.117,-0.584,0
28594,937917,552510,0,0,0,-0.117,-0.584,0
28595,939777,552991,0,0,0,-0.117,-0.584,0
28596,939903,552673,0,0,0,-0.117,-0.584,0
28597,894960,579363,0,0,0,-0.117,-0.584,0
28598,941341,553980,0,0,0,-0.117,-0.584,0
28599,941472,553668,0,0,0,-0.117,-0.584,0
28600,942938,554253,0,0,0,-0.117,-0.584,0
28601,943888,554291,0,0,0,-0.117,-0.584,0
28602,866239.8757,447001.8971,0,0,0,-0.117,-0.584,0
28604,944759,554340,0,0,0,-0.117,-0.584,0
28606,945395,554359,0,0,0,-0.117,-0.584,0
28607,897359,579411,0,0,0,-0.117,-0.584,0
28610,944832,556570,0,0,0,-0.117,-0.584,0
28611,945200,556595,0,0,0,-0.117,-0.584,0
28612,863209.1875,437114.1875,0,0,0,-0.117,-0.584,0
28613,944909,559156,0,0,0,-0.117,-0.584,0
28614,945224,559162,0,0,0,-0.117,-0.584,0
28615,944606,562315,0,0,0,-0.117,-0.584,0
28616,944885,562315,0,0,0,-0.117,-0.584,0
28617,861157.0625,435829.9688,0,0,0,-0.117,-0.584,0
28620,944285,565603,0,0,0,-0.117,-0.584,0
28621,944589,565584,0,0,0,-0.117,-0.584,0
28622,861212.5625,435713.9063,0,0,0,-0.117,-0.584,0
28623,944247,566058,0,0,0,-0.117,-0.584,0
28624,944088,567948,0,0,0,-0.117,-0.584,0
28625,943905,571142,0,0,0,-0.117,-0.584,0
28626,944563,573567,0,0,0,-0.117,-0.584,0
28627,864699.875,437187.5625,0,0,0,-0.117,-0.584,0
28628,944625,579594,0,0,0,-0.117,-0.584,0
28629,900670,579516,0,0,0,-0.117,-0.584,0
28631,944706,580902,0,0,0,-0.117,-0.584,0
28633,944720,581411,0,0,0,-0.117,-0.584,0
28634,944798,582724,0,0,0,-0.117,-0.584,0
28635,944866,584154,0,0,0,-0.117,-0.584,0
28636,945116,588659,0,0,0,-0.117,-0.584,0
28637,866143.5561,446729.6894,0,0,0,-0.117,-0.584,0
28639,945181,589849,0,0,0,-0.117,-0.584,0
28640,945234,590557,0,0,0,-0.117,-0.584,0
28641,945420,594420,0,0,0,-0.117,-0.584,0
28642,865992.7949,448651.8943,0,0,0,-0.117,-0.584,0
28643,945506,596525,0,0,0,-0.117,-0.584,0
28644,902656,579641,0,0,0,-0.117,-0.584,0
28645,865907.637,450561.9165,0,0,0,-0.117,-0.584,0
28646,905795,579727,0,0,0,-0.117,-0.584,0
28647,866105.8658,449430.827,0,0,0,-0.117,-0.584,0
28648,866193.8098,449397.3245,0,0,0,-0.117,-0.584,0
28649,866118.4292,451005.4437,0,0,0,-0.117,-0.584,0
28650,865791.78,452312.0404,0,0,0,-0.117,-0.584,0
28651,865561.4504,452332.9795,0,0,0,-0.117,-0.584,0
28652,866352.9466,448639.3309,0,0,0,-0.117,-0.584,0
28653,913846,580092,0,0,0,-0.117,-0.584,0
28654,913875,579996,0,0,0,-0.117,-0.584,0
28657,865649.3944,452324.6039,0,0,0,-0.117,-0.584,0
28660,914642,580217,0,0,0,-0.117,-0.584,0
28661,914768,580187,0,0,0,-0.117,-0.584,0
28662,914833.9787,581623.0893,0,0,0,-0.117,-0.584,0
28663,914478.4714,582151.9431,0,0,0,-0.117,-0.584,0
28664,914225.7968,582525.0788,0,0,0,-0.117,-0.584,0
28666,915099,580739,0,0,0,-0.117,-0.584,0
28667,866273.3782,450373.0843,0,0,0,-0.117,-0.584,0
