A,B,DISTANCE,CAPACITY,NUM_LANES,FTYPE,FFSPEED,ALPHA,BETA
25475,21212,0.4281,2050,2,91,90,0.75,4
25475,25476,0.4307,2030,1,92,90,0.75,4
25476,25477,0.095,2030,1,92,90,0.75,4
25477,25478,0.2898,2030,1,92,90,0.75,4
25478,25479,0.0605,2030,1,92,90,0.75,4
25479,20386,0.1942,2030,1,92,90,0.75,4
25482,26256,0.0641,2108,3,91,90,0.75,4
25483,25437,0.13,1899,2,21,84.2,0.75,4
25483,25485,0.83,1899,2,21,84.2,0.75,4
25484,20384,0.1652,1465,1,93,59.1,0.75,4
25484,21098,0.3122,773,2,41,37.5,0.75,4
25484,25009,0.8737,773,2,41,29.1,0.75,4
25485,25483,0.83,1899,2,21,84.2,0.75,4
25485,25545,0.22,1899,2,21,84.2,0.75,4
25500,25508,0.1689,1030,3,41,37.5,0.75,4
25500,25527,0.1607,1030,3,41,37.5,0.75,4
25502,25531,0.2654,1030,2,41,37.5,0.75,4
25502,25541,1.7446,1030,2,41,37.5,0.75,4
25508,25500,0.1689,1030,3,41,37.5,0.75,4
25508,25525,0.1666,1030,3,41,37.5,0.75,4
25509,25455,0.71,1030,3,41,41.6,0.75,4
25509,25515,0.31,1030,3,41,41.6,0.75,4
25515,24546,1.4,1030,2,41,37.5,0.75,4
25515,25509,0.31,1030,3,41,41.6,0.75,4
25515,25517,0.47,1030,2,41,37.5,0.75,4
25515,25573,0.74,1030,3,41,41.6,0.75,4
25517,25515,0.47,1030,2,41,37.5,0.75,4
25517,25519,0.52,1030,2,41,37.5,0.75,4
25519,102,0.6349,10000,1,51,12.5,0.75,4
25519,25517,0.52,1030,2,41,37.5,0.75,4
25519,25521,0.58,1030,2,41,37.5,0.75,4
25521,98,1.6285,10000,1,51,12.5,0.75,4
25521,25519,0.58,1030,2,41,37.5,0.75,4
25521,25523,0.44,1030,2,41,37.5,0.75,4
25523,25521,0.44,1030,2,41,37.5,0.75,4
25523,25525,0.2059,1030,3,41,37.5,0.75,4
25525,25508,0.1666,1030,3,41,37.5,0.75,4
25525,25523,0.2059,1030,3,41,37.5,0.75,4
25525,26435,0.4717,1460,1,71,47.4,0.75,4
25527,25500,0.1607,1030,3,41,37.5,0.75,4
25527,25531,0.3142,1030,3,41,37.5,0.75,4
25527,26436,0.5711,1460,1,71,47.4,0.75,4
25531,25502,0.2654,1030,2,41,37.5,0.75,4
25531,25527,0.3142,1030,3,41,37.5,0.75,4
25539,25008,0.1143,1030,3,41,37.5,0.75,4
25539,25014,0.1686,1470,2,71,47.4,0.75,4
25539,25699,0.0936,1030,3,41,37.5,0.75,4
25541,100,1.0577,10000,1,51,12.5,0.75,4
25541,20298,0.97,1030,2,41,37.5,0.75,4
25541,25502,1.7446,1030,2,41,37.5,0.75,4
25544,20298,0.69,929,1,41,37.5,0.75,4
25544,25545,0.83,929,1,41,37.5,0.75,4
25545,25485,0.22,1899,2,21,84.2,0.75,4
25545,25544,0.83,929,1,41,37.5,0.75,4
25545,25549,0.8,1899,2,21,84.2,0.75,4
25549,25545,0.8,1899,2,21,84.2,0.75,4
25549,25617,0.65,1899,2,21,84.2,0.75,4
25573,103,1.9503,10000,1,51,12.5,0.75,4
25573,25515,0.74,1030,3,41,41.6,0.75,4
25573,25575,0.25,1030,3,41,41.6,0.75,4
25575,102,1.0544,10000,1,51,12.5,0.75,4
25575,25573,0.25,1030,3,41,41.6,0.75,4
25575,25577,0.21,1030,3,41,41.6,0.75,4
25577,25575,0.21,1030,3,41,41.6,0.75,4
25577,25585,0.3,1030,3,41,41.6,0.75,4
25583,24547,0.46,1030,3,41,37.5,0.75,4
25583,25585,0.53,1030,3,41,37.5,0.75,4
25585,25577,0.3,1030,3,41,41.6,0.75,4
25585,25583,0.53,1030,3,41,37.5,0.75,4
25585,25587,0.46,1035,4,41,37.5,0.75,4
25585,25629,0.48,1030,3,41,37.5,0.75,4
25587,25585,0.46,1035,4,41,37.5,0.75,4
25587,25591,0.54,1035,4,41,37.5,0.75,4
25591,102,0.7957,10000,1,51,12.5,0.75,4
25591,105,0.9316,10000,1,51,12.5,0.75,4
25591,25587,0.54,1035,4,41,37.5,0.75,4
25591,25593,0.3,1035,4,41,37.5,0.75,4
25593,25591,0.3,1035,4,41,37.5,0.75,4
25593,25595,0.1914,1035,4,41,37.5,0.75,4
25595,25100,0.2463,1470,2,71,47.4,0.75,4
25595,25593,0.1914,1035,4,41,37.5,0.75,4
25595,25597,0.4042,1030,3,41,41.6,0.75,4
25597,25074,0.1457,1470,2,71,47.4,0.75,4
25597,25595,0.4042,1030,3,41,41.6,0.75,4
25597,25599,0.5358,1030,3,41,41.6,0.75,4
25599,25597,0.5358,1030,3,41,41.6,0.75,4
25599,25605,1.21,1030,3,41,41.6,0.75,4
25605,25599,1.21,1030,3,41,41.6,0.75,4
25605,25607,0.36,1030,3,41,41.6,0.75,4
25607,25605,0.36,1030,3,41,41.6,0.75,4
25607,25609,0.5265,1030,3,41,41.6,0.75,4
25607,25663,1.55,1030,2,41,33.3,0.75,4
25609,114,1.9229,10000,1,51,12.5,0.75,4
25609,25607,0.5265,1030,3,41,41.6,0.75,4
25609,25611,0.4829,1030,3,41,41.6,0.75,4
25611,25609,0.4829,1030,3,41,41.6,0.75,4
25611,25612,0.324,1030,3,41,41.6,0.75,4
25612,25611,0.324,1030,3,41,41.6,0.75,4
25612,25613,0.6612,1030,3,41,41.6,0.75,4
25613,25612,0.6612,1030,3,41,41.6,0.75,4
25613,25615,0.6344,1030,2,41,37.5,0.75,4
25615,25613,0.6344,1030,2,41,37.5,0.75,4
25615,25617,0.87,1030,2,41,37.5,0.75,4
25617,25549,0.65,1899,2,21,84.2,0.75,4
25617,25615,0.87,1030,2,41,37.5,0.75,4
25617,25619,0.58,1899,2,21,84.2,0.75,4
25619,25617,0.58,1899,2,21,84.2,0.75,4
25619,25657,0.46,1899,2,21,77.2,0.75,4
25629,106,2.0259,10000,1,51,12.5,0.75,4
25629,25585,0.48,1030,3,41,37.5,0.75,4
25629,25633,0.5284,1030,3,41,37.5,0.75,4
25633,105,1.0568,10000,1,51,12.5,0.75,4
25633,24935,1.7209,1030,2,41,37.5,0.75,4
25633,25629,0.5284,1030,3,41,37.5,0.75,4
25633,25683,0.7671,1030,3,41,37.5,0.75,4
25657,114,2.8041,10000,1,51,15,0.75,4
25657,25619,0.46,1899,2,21,77.2,0.75,4
25657,25659,0.51,1899,2,21,77.2,0.75,4
25659,25657,0.51,1899,2,21,77.2,0.75,4
25659,25719,1.3,1899,2,21,90,0.75,4
25663,25607,1.55,1030,2,41,33.3,0.75,4
25663,25709,0.43,1030,2,41,33.3,0.75,4
25683,107,1.7243,10000,1,51,12.5,0.75,4
25683,24939,0.5623,1030,3,41,37.5,0.75,4
25683,25633,0.7671,1030,3,41,37.5,0.75,4
25687,24937,0.9673,1030,3,41,37.5,0.75,4
25687,25689,0.46,1030,3,41,37.5,0.75,4
25689,25687,0.46,1030,3,41,37.5,0.75,4
25689,25691,0.54,1030,3,41,37.5,0.75,4
25691,105,1.067,10000,1,51,12.5,0.75,4
25691,108,0.3787,10000,1,51,12.5,0.75,4
25691,25050,1.1207,1030,3,41,37.5,0.75,4
25691,25689,0.54,1030,3,41,37.5,0.75,4
25697,25050,0.2226,1030,3,41,37.5,0.75,4
25697,25058,0.2031,1460,1,71,47.4,0.75,4
25697,25699,0.2736,1030,3,41,37.5,0.75,4
25699,25539,0.0936,1030,3,41,37.5,0.75,4
25699,25697,0.2736,1030,3,41,37.5,0.75,4
25709,114,0.8844,10000,1,51,12.5,0.75,4
25709,25008,1.1471,1030,3,41,37.5,0.75,4
25709,25663,0.43,1030,2,41,33.3,0.75,4
25719,25659,1.3,1899,2,21,90,0.75,4
25719,29085,0.648,1899,2,21,90,0.75,4
26004,21462,0.0843,2108,4,11,68.4,0.75,4
26005,12773,1.2851,2108,4,11,68.4,0.75,4
26006,21173,0.3756,1465,1,73,33.9,0.75,4
26006,22334,0.2938,2108,4,11,68.4,0.75,4
26007,21463,0.0576,2108,4,11,68.4,0.75,4
26008,21465,0.1232,2108,4,11,68.4,0.75,4
26009,21171,0.367,1465,1,73,33.9,0.75,4
26009,22332,0.2365,2108,4,11,68.4,0.75,4
26012,22316,0.132,2108,4,11,68.4,0.75,4
26012,40418,0.0627,1460,1,73,38.1,0.75,4
26013,21471,0.0099,2108,4,11,68.4,0.75,4
26014,21472,0.21,2142,5,11,68.4,0.75,4
26015,21169,0.2709,1465,1,73,38.1,0.75,4
26015,22290,0.2395,2108,4,11,68.4,0.75,4
26018,21655,0.5378,1465,1,73,38.1,0.75,4
26018,22284,0.2612,2108,4,11,68.4,0.75,4
26019,21476,0.0342,2142,5,11,68.4,0.75,4
26020,21479,0.1175,2142,5,11,68.4,0.75,4
26021,21639,0.3907,1465,1,73,33.9,0.75,4
26021,22278,0.216,2108,4,11,68.4,0.75,4
26022,21487,1.3,2142,5,11,68.4,0.75,4
26023,21480,0.2023,2142,5,11,68.4,0.75,4
26024,21645,0.2261,1465,1,73,38.1,0.75,4
26024,22268,0.2053,2108,4,11,68.4,0.75,4
26025,21488,0.0425,2142,5,11,68.4,0.75,4
26026,21491,0.0223,2142,5,11,68.4,0.75,4
26027,21643,0.2763,1465,1,73,38.1,0.75,4
26027,22270,0.1989,2108,4,11,68.4,0.75,4
26028,21497,0.1755,2142,5,11,68.4,0.75,4
26029,21492,1.2315,2142,5,11,68.4,0.75,4
26030,22093,0.4554,1465,1,73,38.1,0.75,4
26030,22260,0.2533,2108,4,11,68.4,0.75,4
26031,21498,0.0118,2142,5,11,68.4,0.75,4
26033,22085,0.1602,1465,1,73,38.1,0.75,4
26033,22258,0.2265,2108,4,11,68.4,0.75,4
26034,21508,0.06,2142,5,11,68.4,0.75,4
26035,21501,0.32,2142,5,11,68.4,0.75,4
26036,22089,0.1266,1465,1,73,38.1,0.75,4
26036,26038,0.23,2108,4,11,68.4,0.75,4
26037,21516,0.09,2142,5,11,68.4,0.75,4
26038,22254,0.0911,2142,5,11,68.4,0.75,4
26039,22087,0.14,1465,1,73,38.1,0.75,4
26039,26037,0.25,2108,4,11,68.4,0.75,4
26040,21544,0.9016,2142,5,11,68.4,0.75,4
26041,21534,0.24,2142,5,11,68.4,0.75,4
26042,22250,0.1763,2142,5,11,68.4,0.75,4
26042,22473,0.2922,1465,1,73,33.9,0.75,4
26043,21546,0.0214,2142,5,11,68.4,0.75,4
26044,21552,0.06,2158,6,11,68.4,0.75,4
26045,22240,0.23,2142,5,11,68.4,0.75,4
26045,22471,0.2619,1465,1,73,33.9,0.75,4
26046,21564,0.63,2158,6,11,68.4,0.75,4
26047,21554,1.04,2158,6,11,68.4,0.75,4
26048,22829,0.14,1460,1,73,38.1,0.75,4
26048,26050,0.28,2142,5,11,68.4,0.75,4
26049,21566,0.0308,2158,6,11,68.4,0.75,4
26050,21576,0.05,2158,6,11,68.4,0.75,4
26051,22234,0.1823,2142,5,11,68.4,0.75,4
26051,22823,0.2043,1465,1,73,33.9,0.75,4
26052,20004,0.07,1460,1,73,38.1,0.75,4
26052,20061,0.53,2142,5,11,68.4,0.75,4
26053,21596,0.13,2158,6,11,68.4,0.75,4
26060,20029,0.08,1460,1,73,42.3,0.75,4
26060,21646,0.34,2108,4,11,68.4,0.75,4
26061,21636,0.09,2142,5,11,68.4,0.75,4
26065,21674,0.1548,2158,6,11,68.4,0.75,4
26066,21684,0.11,2158,6,11,68.4,0.75,4
26067,23695,0.15,1460,1,73,38.1,0.75,4
26067,26065,0.3002,2142,5,11,68.4,0.75,4
26068,24087,0.1831,1465,1,73,38.1,0.75,4
26068,26070,0.29,2142,5,11,68.4,0.75,4
26069,21694,0.12,2158,6,11,68.4,0.75,4
26070,21703,0.06,2158,6,11,68.4,0.75,4
26071,24081,0.1499,1465,1,73,38.1,0.75,4
26071,26069,0.3,2142,5,11,68.4,0.75,4
26072,24083,0.1358,1465,1,73,33.9,0.75,4
26072,26074,0.24,2142,5,11,68.4,0.75,4
26073,21711,0.06,2158,6,11,68.4,0.75,4
26074,21720,0.07,2158,6,11,68.4,0.75,4
26075,24077,0.1479,1465,1,73,33.9,0.75,4
26075,26073,0.25,2142,5,11,68.4,0.75,4
26076,21736,0.65,2158,6,11,68.4,0.75,4
26077,21722,0.5,2158,6,11,68.4,0.75,4
26078,24331,0.1297,1465,1,73,33.9,0.75,4
26078,26080,0.3,2142,5,11,68.4,0.75,4
26079,21742,0.11,2158,6,11,68.4,0.75,4
26080,21750,0.05,2158,6,11,68.4,0.75,4
26081,24325,0.1825,1465,1,73,33.9,0.75,4
26081,26079,0.29,2142,5,11,68.4,0.75,4
26082,24723,0.1503,1465,1,73,33.9,0.75,4
26082,26084,0.27,2142,5,11,68.4,0.75,4
26083,21760,0.1,2158,6,11,68.4,0.75,4
26084,21766,0.07,2158,6,11,68.4,0.75,4
26085,24711,0.1302,1465,1,73,33.9,0.75,4
26085,26083,0.27,2142,5,11,68.4,0.75,4
26086,24715,0.1355,1465,1,73,33.9,0.75,4
26086,26088,0.2601,2142,5,11,68.4,0.75,4
26087,21778,0.07,2158,6,11,68.4,0.75,4
26088,21788,0.09,2142,5,11,68.4,0.75,4
26089,24707,0.1591,1465,1,73,33.9,0.75,4
26089,26087,0.29,2142,5,11,68.4,0.75,4
26093,21467,0.0178,2108,4,11,68.4,0.75,4
26094,21179,0.1857,1465,1,73,33.9,0.75,4
26094,26096,0.31,2108,4,11,68.4,0.75,4
26095,22324,0.1725,2108,4,11,68.4,0.75,4
26095,40406,0.1843,1460,1,73,38.1,0.75,4
26096,21468,0.19,2108,4,11,68.4,0.75,4
26097,25699,0.3917,1460,1,73,38.1,0.75,4
26097,26448,0.3673,2142,4,11,73.7,0.75,4
26098,25697,0.2937,1460,1,73,38.1,0.75,4
26098,26447,0.2474,2142,4,11,73.7,0.75,4
26099,25090,0.2838,1460,1,73,42.3,0.75,4
26099,26440,0.2832,2142,4,11,73.7,0.75,4
26100,25597,0.0444,1470,3,73,42.3,0.75,4
26101,25110,0.1711,1460,1,73,42.3,0.75,4
26101,26439,0.182,2142,4,11,73.7,0.75,4
26103,21378,0.0382,777,3,41,37.5,0.75,4
26103,26104,0.4284,777,3,41,37.5,0.75,4
26103,26108,0.2213,1460,1,73,38.1,0.75,4
26104,21781,0.4806,953,3,41,37.5,0.75,4
26104,26103,0.4284,777,3,41,37.5,0.75,4
26104,26107,0.1704,1460,1,73,38.1,0.75,4
26105,21289,0.2473,953,3,41,37.5,0.75,4
26105,21291,0.0375,953,3,41,37.5,0.75,4
26105,26109,0.0301,1460,1,71,35.6,0.75,4
26106,21291,0.0396,953,3,41,37.5,0.75,4
26106,21293,0.3435,953,3,41,37.5,0.75,4
26106,26110,0.0244,1460,1,71,35.6,0.75,4
26107,21291,0.0205,1460,1,73,38.1,0.75,4
26107,26105,0.0306,1460,1,73,38.1,0.75,4
26108,21291,0.0277,1460,1,73,38.1,0.75,4
26108,26106,0.0333,1460,1,73,38.1,0.75,4
26109,26103,0.2242,1460,1,71,35.6,0.75,4
26110,26104,0.1716,1460,1,71,35.6,0.75,4
26111,22863,0.3033,953,3,41,33.3,0.75,4
26111,26117,0.0378,1460,1,71,35.6,0.75,4
26111,26119,0.0277,953,3,41,33.3,0.75,4
26112,23221,0.2428,953,3,41,33.3,0.75,4
26112,26118,0.0357,1460,1,71,35.6,0.75,4
26112,26120,0.0221,953,3,41,33.3,0.75,4
26113,22857,0.6273,953,3,41,37.5,0.75,4
26113,26114,0.0958,953,3,41,37.5,0.75,4
26113,26115,0.0266,1460,1,73,38.1,0.75,4
26114,22873,0.3561,953,3,41,37.5,0.75,4
26114,26113,0.0958,953,3,41,37.5,0.75,4
26114,26116,0.0341,1460,1,73,38.1,0.75,4
26115,26111,0.0415,1470,2,73,38.1,0.75,4
26115,26119,0.0258,1460,1,73,38.1,0.75,4
26116,26112,0.0378,1470,2,73,38.1,0.75,4
26116,26120,0.0273,1460,1,73,38.1,0.75,4
26117,26114,0.039,1460,1,71,35.6,0.75,4
26118,26113,0.0289,1460,1,71,35.6,0.75,4
26119,26111,0.0277,953,3,41,33.3,0.75,4
26119,26117,0.0222,1460,1,71,35.6,0.75,4
26119,26120,0.0523,953,3,41,33.3,0.75,4
26120,26112,0.0221,953,3,41,33.3,0.75,4
26120,26118,0.0228,1460,1,71,35.6,0.75,4
26120,26119,0.0523,953,3,41,33.3,0.75,4
26144,26409,0.8505,2108,3,12,90,0.75,4
26145,26404,0.1508,2108,3,12,90,0.75,4
26206,26208,0.0681,2108,3,91,46.1,0.75,4
26207,12233,2.9716,2108,3,91,90,0.75,4
26208,21094,0.061,2108,3,91,90,0.75,4
26209,26207,0.062,2108,3,91,46.1,0.75,4
26212,20176,0.1967,1460,1,94,31.8,0.75,4
26212,21030,0.1495,2108,3,91,90,0.75,4
26213,21310,0.2337,2108,3,91,90,0.75,4
26214,26215,0.3354,1460,1,94,31.8,0.75,4
26215,21719,0.1091,1470,3,94,31.8,0.75,4
26217,26213,0.2854,2108,3,91,90,0.75,4
26217,26215,0.2631,1460,1,94,31.8,0.75,4
26220,34,0.7876,10000,1,51,12.5,0.75,4
26220,40044,0.3064,2142,4,91,90,0.75,4
26221,21724,0.5232,1470,2,94,31.8,0.75,4
26221,26909,0.5792,2108,3,91,90,0.75,4
26222,20504,0.23,1465,1,94,31.8,0.75,4
26222,21034,0.3254,2142,4,91,90,0.75,4
26223,26915,1.2327,2108,3,91,90,0.75,4
26225,22199,0.2163,1475,4,94,31.8,0.75,4
26226,26916,1.4973,2142,4,91,90,0.75,4
26227,21366,0.3115,1465,1,94,31.8,0.75,4
26227,26223,0.4758,2108,3,91,90,0.75,4
26232,20453,0.2331,1465,1,94,31.8,0.75,4
26232,21042,0.1703,2142,4,91,90,0.75,4
26233,26921,1.0259,2142,4,91,90,0.75,4
26235,21172,0.1555,1475,3,94,31.8,0.75,4
26237,20476,0.03,1460,1,94,31.8,0.75,4
26237,26233,0.2113,2142,4,91,90,0.75,4
26238,20096,0.4939,1470,2,94,31.8,0.75,4
26238,26242,0.7344,2108,3,91,90,0.75,4
26239,40001,1.2653,2108,3,91,90,0.75,4
26241,20131,0.2107,1465,1,71,51.4,0.75,4
26241,26643,0.4152,2108,3,11,68.4,0.75,4
26242,21054,0.4377,2158,5,91,90,0.75,4
26243,20101,0.3663,1470,2,94,31.8,0.75,4
26243,26239,0.4949,2108,3,91,90,0.75,4
26245,26927,2.8259,2108,3,91,90,0.75,4
26247,20398,0.5901,1465,1,93,46,0.75,4
26247,20428,0.2042,1465,1,93,46,0.75,4
26248,21316,0.4271,2108,3,91,90,0.75,4
26249,21202,0.519,1465,1,94,31.8,0.75,4
26249,26245,0.4152,2108,3,91,90,0.75,4
26256,21328,0.193,2108,3,91,69.2,0.75,4
26257,21104,0.527,2108,3,91,90,0.75,4
26259,21074,1.7448,2108,3,91,90,0.75,4
26260,21008,0.3452,2108,3,91,90,0.75,4
26283,26285,0.8877,2050,2,91,90,0.75,4
26285,26287,2.1932,2050,2,91,90,0.75,4
26286,21216,0.1629,1460,1,94,31.8,0.75,4
26286,25475,0.3617,2050,2,91,90,0.75,4
26287,20360,0.145,1460,1,94,31.8,0.75,4
26287,21134,0.5145,2050,2,91,90,0.75,4
26288,26286,2.5024,2050,2,91,90,0.75,4
26403,226,5.3908,10000,1,52,20,0.75,4
26403,26405,0.7324,2050,2,12,90,0.75,4
26404,26403,0.7077,2050,2,12,90,0.75,4
26405,25214,0.0715,1200,1,73,38.1,0.75,4
26405,26407,0.3004,2108,3,12,90,0.75,4
26406,25222,0.1098,1200,1,73,38.1,0.75,4
26406,26145,0.2358,2108,3,12,90,0.75,4
26407,26144,0.0488,2108,3,12,90,0.75,4
26408,26406,0.8913,2108,3,12,90,0.75,4
26409,25137,0.18,1470,2,73,42.3,0.75,4
26409,26411,0.68,2108,3,12,90,0.75,4
26410,25131,0.19,1460,1,73,42.3,0.75,4
26410,26408,0.61,2108,3,12,90,0.75,4
26411,26413,1.35,2108,3,12,90,0.75,4
26412,25127,0.2,1460,1,73,42.3,0.75,4
26412,26410,1.34,2108,3,12,90,0.75,4
26413,26415,1.7273,2108,3,12,90,0.75,4
26415,20145,0.2939,2108,3,12,90,0.75,4
26416,20146,1.2701,2108,3,11,68.4,0.75,4
26416,20281,0.6186,2050,2,11,57.9,0.75,4
26418,26835,0.3875,2142,4,11,68.4,0.75,4
26419,20279,0.5207,2050,2,75,38.5,0.75,4
26419,26418,0.9322,2108,3,11,68.4,0.75,4
26420,26422,0.61,2158,5,11,73.7,0.75,4
26421,20147,0.4794,2158,5,11,73.7,0.75,4
26422,26424,0.34,2158,5,11,73.7,0.75,4
26423,26421,0.59,2158,5,11,73.7,0.75,4
26424,25199,0.349,1460,1,73,33.9,0.75,4
26424,26426,0.5586,2142,4,11,73.7,0.75,4
26425,26423,0.35,2158,5,11,73.7,0.75,4
26426,26428,0.7638,2142,4,11,73.7,0.75,4
26427,25197,0.3923,1460,1,73,33.9,0.75,4
26427,26651,0.324,2142,4,11,73.7,0.75,4
26428,26430,0.4308,2142,4,11,73.7,0.75,4
26429,26427,0.7417,2142,4,11,73.7,0.75,4
26430,25415,0.3261,1470,2,73,38.1,0.75,4
26430,26453,0.3558,2142,4,11,73.7,0.75,4
26431,26429,0.3857,2142,4,11,73.7,0.75,4
26432,26434,1.5782,2142,4,11,73.7,0.75,4
26433,25413,0.4407,1470,2,73,38.1,0.75,4
26433,26454,0.4057,2142,4,11,73.7,0.75,4
26434,25527,0.4718,1470,2,73,38.1,0.75,4
26434,26456,0.4623,2142,4,11,73.7,0.75,4
26435,26433,1.617,2142,4,11,73.7,0.75,4
26436,26438,0.9901,2142,4,11,73.7,0.75,4
26437,25525,0.4234,1470,2,73,38.1,0.75,4
26437,26458,0.4857,2142,4,11,73.7,0.75,4
26438,26099,0.2112,2142,4,11,73.7,0.75,4
26438,26100,0.156,1460,1,73,42.3,0.75,4
26439,26437,1.0741,2142,4,11,73.7,0.75,4
26440,26442,0.4411,2142,4,11,73.7,0.75,4
26441,25114,0.1494,1460,1,73,38.1,0.75,4
26441,26101,0.2441,2142,4,11,73.7,0.75,4
26442,26446,1.0636,2142,4,11,73.7,0.75,4
26443,26441,0.53,2142,4,11,73.7,0.75,4
26446,25539,0.5712,1470,2,73,38.1,0.75,4
26446,26097,0.4139,2142,4,11,73.7,0.75,4
26447,26443,1.0809,2142,4,11,73.7,0.75,4
26448,28912,1.323,2142,4,11,73.7,0.75,4
26449,25050,0.5473,1470,2,73,38.1,0.75,4
26449,26098,0.5054,2142,4,11,73.7,0.75,4
26453,25440,0.3113,760,1,74,33.6,0.75,4
26453,26432,0.2473,2142,4,11,73.7,0.75,4
26454,25441,0.2768,760,1,74,33.6,0.75,4
26454,26431,0.2513,2142,4,11,73.7,0.75,4
26456,25500,0.3193,760,1,74,33.6,0.75,4
26456,26436,0.4267,2142,4,11,73.7,0.75,4
26458,25508,0.206,760,1,74,33.6,0.75,4
26458,26435,0.2945,2142,4,11,73.7,0.75,4
26600,26614,0.63,2158,5,11,68.4,0.75,4
26601,20026,1.19,2050,2,75,38.5,0.75,4
26601,20050,0.37,2142,4,11,57.9,0.75,4
26603,23350,0.2863,750,2,61,33,0.75,4
26603,26604,0.35,750,2,61,33,0.75,4
26604,23403,0.53,600,1,61,33,0.75,4
26604,26603,0.35,750,2,61,33,0.75,4
26604,26605,0.16,1470,2,71,39.5,0.75,4
26605,26607,0.39,2108,3,11,57.9,0.75,4
26606,23619,0.19,770,2,74,53.7,0.75,4
26606,26604,0.24,1470,2,73,33.9,0.75,4
26607,26647,0.56,2142,4,11,57.9,0.75,4
26608,23623,0.23,1470,2,73,42.3,0.75,4
26608,26606,0.23,2108,3,11,57.9,0.75,4
26609,20089,0.22,1470,2,73,38.1,0.75,4
26609,26608,0.12,2108,3,11,57.9,0.75,4
26614,20113,0.19,2158,5,11,68.4,0.75,4
26616,20215,0.57,2142,4,11,68.4,0.75,4
26617,26601,0.87,2158,5,11,68.4,0.75,4
26618,26622,0.3406,2158,5,11,68.4,0.75,4
26619,20719,0.5577,1527,1,21,77.2,0.75,4
26619,22100,0.3683,2142,4,11,68.4,0.75,4
26621,20105,0.3366,2142,4,11,68.4,0.75,4
26621,23206,0.2052,1236,2,41,37.5,0.75,4
26622,23595,0.1876,1460,1,73,46.6,0.75,4
26622,26644,0.424,2108,3,11,68.4,0.75,4
26623,26621,0.3909,2142,4,11,68.4,0.75,4
26625,23762,0.3997,1460,1,73,38.1,0.75,4
26625,26645,0.2729,2108,3,11,68.4,0.75,4
26626,26650,0.1758,2108,3,11,68.4,0.75,4
26628,23774,0.1437,1465,1,73,38.1,0.75,4
26628,26626,0.215,2108,3,11,68.4,0.75,4
26629,23605,0.3185,1460,1,71,51.4,0.75,4
26629,26631,0.8318,2142,4,11,68.4,0.75,4
26630,26628,0.6443,2142,4,11,68.4,0.75,4
26631,26641,0.4008,2108,3,11,68.4,0.75,4
26632,23783,0.0951,1460,1,71,51.4,0.75,4
26632,25128,0.0946,2108,3,11,68.4,0.75,4
26633,26635,0.4167,2108,3,11,68.4,0.75,4
26634,26632,0.9169,2158,5,11,68.4,0.75,4
26635,25107,0.2242,1460,1,71,51.4,0.75,4
26635,26637,0.7762,2142,4,11,68.4,0.75,4
26636,26634,0.426,2108,3,11,68.4,0.75,4
26637,26639,0.427,2108,3,11,68.4,0.75,4
26638,23025,0.0346,1460,1,71,51.4,0.75,4
26638,26636,0.6526,2108,3,11,68.4,0.75,4
26639,25113,0.0708,1460,1,71,51.4,0.75,4
26639,25132,0.33,2108,3,11,68.4,0.75,4
26640,25159,0.1338,1460,1,73,38.1,0.75,4
26640,26638,0.443,2108,3,11,68.4,0.75,4
26641,23610,0.1198,1460,1,71,51.4,0.75,4
26641,26633,0.5117,2108,3,11,68.4,0.75,4
26643,26629,0.7531,2158,5,11,68.4,0.75,4
26644,23596,0.1735,1470,2,73,38.1,0.75,4
26644,26654,0.3079,2108,3,11,68.4,0.75,4
26645,26623,0.6724,2173,6,11,68.4,0.75,4
26646,26618,0.476,2108,3,11,68.4,0.75,4
26647,20053,0.56,2142,4,11,57.9,0.75,4
26648,26609,0.5,2142,4,11,57.9,0.75,4
26649,20026,0.74,2050,2,75,38.5,0.75,4
26649,20059,0.21,2108,3,11,57.9,0.75,4
26650,26625,1.1203,2142,4,11,68.4,0.75,4
26651,26425,0.2383,2142,4,11,73.7,0.75,4
26652,26640,0.3216,2108,3,11,68.4,0.75,4
26653,25120,0.1034,2173,6,11,68.4,0.75,4
26654,26241,0.8953,2158,5,11,68.4,0.75,4
26656,31253,0.1705,953,3,41,33.3,0.75,4
26656,31255,0.1443,944,2,41,33.3,0.75,4
26703,21066,0.1473,2108,3,91,76.9,0.75,4
26703,21226,0.2332,1030,3,41,37.5,0.75,4
26704,21233,0.1133,2108,3,91,90,0.75,4
26705,21070,0.4969,2108,3,91,90,0.75,4
26705,21092,0.1761,2030,1,92,90,0.75,4
26706,21248,0.5026,1460,1,94,31.8,0.75,4
26706,26708,0.8945,2108,3,91,90,0.75,4
26707,21244,0.2126,2108,3,91,90,0.75,4
26708,26710,0.2087,2142,4,91,90,0.75,4
26709,26945,0.0993,2108,3,91,90,0.75,4
26710,21273,0.4948,1460,1,94,27.3,0.75,4
26710,22008,0.4629,2108,3,91,90,0.75,4
26711,26709,0.0862,2108,3,91,90,0.75,4
26712,26716,1.5702,2108,3,91,90,0.75,4
26713,21260,0.3559,1460,1,94,45.5,0.75,4
26713,22004,0.5678,2108,3,91,90,0.75,4
26716,26718,0.471,2108,3,91,90,0.75,4
26717,26713,1.6174,2108,3,91,90,0.75,4
