A,B,DISTANCE,CAPACITY,NUM_LANES,FTYPE,FFSPEED,ALPHA,BETA
17219,12154,0.2537,2142,5,11,57.9,0.75,4
17219,14337,0.26,1475,2,73,33.9,0.75,4
17221,17225,0.34,2158,6,11,57.9,0.75,4
17223,17219,0.28,2158,6,11,57.9,0.75,4
17225,17229,0.45,2158,6,11,57.9,0.75,4
17227,17223,0.25,2158,6,11,57.9,0.75,4
17229,12244,0.3687,1460,1,73,29.6,0.75,4
17229,17935,0.26,2142,5,11,57.9,0.75,4
17235,17227,0.94,2142,5,11,57.9,0.75,4
17237,17241,0.13,2142,5,11,57.9,0.75,4
17239,17235,0.13,2142,5,11,57.9,0.75,4
17241,12232,0.1085,2142,5,11,68.4,0.75,4
17241,14695,0.32,1470,2,73,29.6,0.75,4
17243,12234,0.5147,2142,5,11,68.4,0.75,4
17243,14701,0.32,1470,3,73,29.6,0.75,4
17245,17249,0.42,2158,6,11,68.4,0.75,4
17247,17243,0.41,2173,7,11,68.4,0.75,4
17249,17253,0.29,2158,6,11,68.4,0.75,4
17251,17247,0.32,2173,7,11,68.4,0.75,4
17253,14877,0.44,1470,2,73,29.6,0.75,4
17253,17257,0.82,2142,5,11,68.4,0.75,4
17255,14861,0.33,1470,2,73,29.6,0.75,4
17255,17251,0.73,2142,5,11,68.4,0.75,4
17257,17265,0.57,2158,6,11,68.4,0.75,4
17263,17255,0.62,2158,6,11,68.4,0.75,4
17265,17269,0.7,2158,6,11,68.4,0.75,4
17267,17263,0.65,2158,6,11,68.4,0.75,4
17269,15093,0.26,1470,2,73,33.9,0.75,4
17269,17273,0.58,2142,5,11,68.4,0.75,4
17271,15097,0.32,1475,2,73,29.6,0.75,4
17271,17267,0.63,2142,5,11,68.4,0.75,4
17273,17277,0.76,2158,6,11,68.4,0.75,4
17275,17271,0.73,2173,7,11,68.4,0.75,4
17277,15279,0.23,1475,2,73,29.6,0.75,4
17277,17281,0.51,2142,5,11,68.4,0.75,4
17279,15277,0.3427,1470,2,73,29.6,0.75,4
17279,17275,0.6,2142,5,11,68.4,0.75,4
17281,17285,0.86,2158,6,11,68.4,0.75,4
17283,17279,0.8,2173,7,11,68.4,0.75,4
17285,15407,0.36,1470,2,73,38.1,0.75,4
17285,17289,0.65,2142,5,11,68.4,0.75,4
17287,15413,0.29,1470,2,73,29.6,0.75,4
17287,17283,0.65,2142,5,11,68.4,0.75,4
17289,17293,0.21,2158,6,11,68.4,0.75,4
17291,17287,0.22,2158,6,11,68.4,0.75,4
17293,17297,0.19,2158,6,11,68.4,0.75,4
17295,17291,0.19,2158,6,11,68.4,0.75,4
17297,15473,0.35,1470,2,73,33.9,0.75,4
17297,17301,0.66,2142,5,11,68.4,0.75,4
17299,15477,0.34,1470,2,73,33.9,0.75,4
17299,17295,0.68,2142,5,11,68.4,0.75,4
17301,17305,0.73,2142,5,11,68.4,0.75,4
17303,17299,0.73,2142,5,11,68.4,0.75,4
17305,12953,0.44,1470,3,73,33.9,0.75,4
17305,17309,0.91,2142,5,11,68.4,0.75,4
17307,12957,0.5,1470,3,73,33.9,0.75,4
17307,17303,0.93,2142,5,11,68.4,0.75,4
17309,12332,0.0735,2158,6,11,68.4,0.75,4
17311,12330,0.4435,2158,6,11,68.4,0.75,4
17313,15390,0.1596,2158,6,11,68.4,0.75,4
17315,15388,0.0323,2142,5,11,68.4,0.75,4
17317,15663,0.31,1470,2,73,29.6,0.75,4
17317,17321,0.61,2142,5,11,68.4,0.75,4
17319,15661,0.29,1470,2,73,29.6,0.75,4
17319,17315,0.63,2142,5,11,68.4,0.75,4
17321,12386,0.0299,2173,7,11,68.4,0.75,4
17323,12380,0.0305,2158,6,11,68.4,0.75,4
17325,15751,0.34,1470,2,73,33.9,0.75,4
17325,17329,0.61,2142,5,11,68.4,0.75,4
17327,15749,0.29,1470,2,73,33.9,0.75,4
17327,17323,0.61,2142,5,11,68.4,0.75,4
17329,12378,0.0236,2158,6,11,68.4,0.75,4
17333,18071,0.18,2158,6,11,68.4,0.75,4
17335,18073,0.2,2158,6,11,68.4,0.75,4
17337,16003,0.3437,1470,2,73,29.6,0.75,4
17337,18069,0.31,2142,5,11,68.4,0.75,4
17339,15999,0.28,1470,2,73,29.6,0.75,4
17339,17335,0.59,2142,5,11,68.4,0.75,4
17341,12374,0.0172,2158,6,11,68.4,0.75,4
17343,18061,0.22,2173,7,11,68.4,0.75,4
17345,16177,0.32,1470,2,73,33.9,0.75,4
17345,17349,0.58,2142,5,11,68.4,0.75,4
17347,16171,0.28,1470,2,73,33.9,0.75,4
17347,17343,0.59,2142,5,11,68.4,0.75,4
17349,12709,0.1,2142,5,11,68.4,0.75,4
17351,12729,0.97,2108,4,11,68.4,0.75,4
17353,17357,0.15,2108,4,11,68.4,0.75,4
17355,17351,0.16,2108,4,11,68.4,0.75,4
17357,12733,0.15,2108,4,11,68.4,0.75,4
17359,12737,0.04,2108,4,11,68.4,0.75,4
17361,12176,0.1354,1460,1,73,38.1,0.75,4
17361,18037,0.26,2108,4,11,68.4,0.75,4
17363,16347,0.5242,1465,1,73,38.1,0.75,4
17363,18035,0.33,2108,4,11,68.4,0.75,4
17365,12741,0.04,2108,4,11,68.4,0.75,4
17371,12745,1.4,2108,4,11,68.4,0.75,4
17373,12753,0.27,2108,4,11,68.4,0.75,4
17375,12749,0.09,2108,4,11,68.4,0.75,4
17377,12216,0.334,2108,4,11,68.4,0.75,4
17377,16559,0.4268,1475,2,73,38.1,0.75,4
17379,12200,0.2737,2108,4,11,68.4,0.75,4
17379,16565,0.3493,1475,2,73,38.1,0.75,4
17381,12761,0.08,2108,4,11,68.4,0.75,4
17387,12757,0.3,2142,5,11,68.4,0.75,4
17389,12769,0.15,2142,5,11,68.4,0.75,4
17391,12765,0.1,2142,5,11,68.4,0.75,4
17393,16729,0.3689,1460,1,73,33.9,0.75,4
17393,22348,0.3244,2108,4,11,68.4,0.75,4
17395,16733,0.28,1460,1,73,33.9,0.75,4
17395,17391,0.58,2108,4,11,68.4,0.75,4
17397,12777,0.15,2108,4,11,68.4,0.75,4
17737,12383,0.1333,953,3,41,37.5,0.75,4
17737,12411,0.83,953,3,41,37.5,0.75,4
17737,17741,0.9638,1470,2,71,27.7,0.75,4
17739,12391,0.1661,953,3,41,37.5,0.75,4
17739,12407,0.1037,953,3,41,37.5,0.75,4
17739,17741,0.5115,1460,1,71,27.7,0.75,4
17741,17117,0.28,1470,2,71,47.4,0.75,4
17767,12932,0.0432,1465,1,71,27.7,0.75,4
17767,12971,0.09,954,4,41,37.5,0.75,4
17767,13007,0.18,954,4,41,37.5,0.75,4
17769,13007,0.11,1470,3,73,38.1,0.75,4
17771,17157,0.27,1465,1,71,43.5,0.75,4
17773,17157,0.16,2142,5,11,68.4,0.75,4
17775,17773,0.2,1460,1,71,43.5,0.75,4
17777,17775,0.1229,1460,1,71,27.7,0.75,4
17779,12887,0.3246,1030,3,41,37.5,0.75,4
17779,12951,0.7377,504,1,61,33,0.75,4
17779,12955,0.1711,1030,3,41,37.5,0.75,4
17779,13768,0.2272,1460,1,71,27.7,0.75,4
17935,12254,0.094,1460,1,73,29.6,0.75,4
17935,17237,0.46,2142,5,11,57.9,0.75,4
17958,14269,0.5247,1030,3,41,37.5,0.75,4
17958,16778,0.6677,1460,1,93,72.3,0.75,4
17958,17960,0.1888,1030,3,41,37.5,0.75,4
17960,5,2.5503,10000,1,51,12.5,0.75,4
17960,14529,0.4368,1030,3,41,37.5,0.75,4
17960,17958,0.1888,1030,3,41,37.5,0.75,4
18031,17375,0.14,1465,1,71,43.5,0.75,4
18035,12190,0.0865,1465,1,73,38.1,0.75,4
18035,17359,0.28,2108,4,11,68.4,0.75,4
18037,17365,0.39,2108,4,11,68.4,0.75,4
18059,17345,0.22,2158,6,11,68.4,0.75,4
18061,12372,0.6786,2158,6,11,68.4,0.75,4
18069,17341,0.32,2142,5,11,68.4,0.75,4
18071,17337,0.19,2158,6,11,68.4,0.75,4
18073,12376,3.0147,2142,5,11,68.4,0.75,4
18077,17333,2.34,2142,5,11,68.4,0.75,4
18149,17011,0.2,2050,2,91,90,0.75,4
18269,15183,0.13,953,3,41,33.3,0.75,4
18345,16091,0.5,979,2,41,41.6,0.75,4
18345,16093,0.04,979,2,41,41.6,0.75,4
18399,13,2.1521,10000,1,51,12.5,0.75,4
18399,16713,0.07,944,2,41,33.3,0.75,4
18413,16537,0.82,953,3,41,37.5,0.75,4
18413,16549,0.23,953,3,41,37.5,0.75,4
18419,16529,1.38,953,3,41,37.5,0.75,4
18419,16545,0.08,953,3,41,37.5,0.75,4
18441,13415,1.11,954,4,41,37.5,0.75,4
18441,16357,0.28,954,4,41,37.5,0.75,4
18535,16037,0.12,953,3,41,37.5,0.75,4
18535,16047,0.73,953,3,41,37.5,0.75,4
18559,15677,0.09,953,3,41,33.3,0.75,4
18559,19309,1.84,953,3,41,33.3,0.75,4
18625,15089,0.41,897,2,41,33.3,0.75,4
18625,15093,0.14,897,2,41,33.3,0.75,4
18632,18634,0.2829,777,3,41,29.1,0.75,4
18632,18952,0.1906,777,3,41,29.1,0.75,4
18634,14651,0.2761,770,2,41,29.1,0.75,4
18671,14651,0.28,1035,4,41,41.6,0.75,4
18671,19136,0.3256,1030,3,41,41.6,0.75,4
18673,14597,0.27,954,4,41,37.5,0.75,4
18673,18950,0.0772,954,4,41,37.5,0.75,4
18911,14041,0.72,953,3,41,33.3,0.75,4
18911,14097,0.14,953,3,41,33.3,0.75,4
18913,14119,0.1,953,3,41,33.3,0.75,4
18913,14191,0.3,953,3,41,33.3,0.75,4
18921,14315,0.82,954,4,41,37.5,0.75,4
18921,14331,0.13,954,4,41,37.5,0.75,4
18950,18634,0.205,770,2,41,29.1,0.75,4
18950,18673,0.0772,954,4,41,37.5,0.75,4
18950,18952,0.0803,954,4,41,37.5,0.75,4
18952,18950,0.0803,954,4,41,37.5,0.75,4
18952,19232,0.1628,752,1,41,29.1,0.75,4
18999,18,0.5756,10000,1,51,15,0.75,4
18999,12679,0.42,953,3,41,37.5,0.75,4
19110,12911,0.86,953,3,41,37.5,0.75,4
19110,12955,0.3185,1460,1,71,27.7,0.75,4
19110,12971,0.3197,954,4,41,37.5,0.75,4
19111,12975,0.17,1030,3,41,37.5,0.75,4
19111,13091,0.22,1030,3,41,29.1,0.75,4
19113,13071,0.38,953,3,41,37.5,0.75,4
19113,13091,1.26,953,3,41,37.5,0.75,4
19123,12770,0.2611,770,2,41,29.1,0.75,4
19123,14644,0.8714,1902,4,21,70.2,0.75,4
19123,14667,0.25,1902,3,21,70.2,0.75,4
19136,18671,0.3256,1030,3,41,41.6,0.75,4
19136,19229,0.2949,1035,4,41,41.6,0.75,4
19137,14657,0.6027,1035,4,41,41.6,0.75,4
19137,19229,0.1025,1035,4,41,41.6,0.75,4
19229,19136,0.2949,1035,4,41,41.6,0.75,4
19229,19137,0.1025,1035,4,41,41.6,0.75,4
19229,19230,0.2619,777,3,41,29.1,0.75,4
19230,18950,0.16,777,3,41,29.1,0.75,4
19230,19232,0.2018,777,3,41,29.1,0.75,4
19232,19229,0.2579,752,1,41,29.1,0.75,4
19289,13269,0.42,1035,4,41,41.6,0.75,4
19289,14659,0.01,1902,4,21,70.2,0.75,4
19292,12411,0.09,953,3,41,37.5,0.75,4
19292,12427,0.21,953,3,41,37.5,0.75,4
19309,15673,0.11,953,3,41,33.3,0.75,4
19309,18559,1.84,953,3,41,33.3,0.75,4
19318,13,2.4163,10000,1,51,12.5,0.75,4
19318,16589,0.41,953,3,41,37.5,0.75,4
19345,14537,0.4751,600,1,61,44,0.75,4
19345,14652,0.0144,563,2,61,44,0.75,4
19346,16991,1.2163,2050,2,91,90,0.75,4
19347,12145,0.3613,2050,2,91,90,0.75,4
19348,12750,0.0883,1460,1,94,22.7,0.75,4
19348,19347,0.2744,2050,2,91,90,0.75,4
20004,23179,0.05,1460,1,73,33.9,0.75,4
20005,26053,0.04,1460,1,71,43.5,0.75,4
20006,20005,0.37,1460,1,71,31.6,0.75,4
20006,23179,0.06,953,3,41,33.3,0.75,4
20006,23181,0.19,953,3,41,33.3,0.75,4
20014,20021,0.21,693,2,41,33.3,0.75,4
20014,23499,0.16,1460,1,73,33.9,0.75,4
20015,20069,0.04,1427,3,21,77.2,0.75,4
20016,20067,0.4,1424,2,21,90,0.75,4
20017,20016,0.33,1424,2,21,90,0.75,4
20017,23489,0.19,1460,1,73,33.9,0.75,4
20021,20015,0.13,1424,2,21,77.2,0.75,4
20023,23485,0.14,1460,1,73,33.9,0.75,4
20026,20072,0.91,1427,3,21,90,0.75,4
20027,20034,0.63,699,3,41,33.3,0.75,4
20029,23491,0.08,1460,1,73,33.9,0.75,4
20031,26648,0.6,2142,4,11,57.9,0.75,4
20032,20033,0.32,2050,2,75,35,0.75,4
20033,20031,0.16,2030,1,75,35,0.75,4
20034,20074,0.11,2050,2,75,28,0.75,4
20034,20075,0.08,2030,1,75,28,0.75,4
20041,20031,0.5,2142,4,11,57.9,0.75,4
20042,20043,0.24,2050,2,75,35,0.75,4
20042,21666,0.45,2108,4,11,68.4,0.75,4
20043,20041,0.44,2050,2,75,35,0.75,4
20043,20048,0.36,2030,1,75,35,0.75,4
20045,26600,0.32,2142,4,11,57.9,0.75,4
20048,20045,0.22,2030,1,75,38.5,0.75,4
20049,21672,0.3756,2142,5,11,68.4,0.75,4
20050,20041,0.49,2108,3,11,57.9,0.75,4
20050,20052,0.23,2050,2,75,28,0.75,4
20052,20082,0.39,2050,2,75,38.5,0.75,4
20053,20055,0.37,2050,2,75,24.5,0.75,4
20053,26649,0.46,2142,4,11,57.9,0.75,4
20054,20077,0.17,2050,2,75,35,0.75,4
20055,20054,0.35,2050,2,75,38.5,0.75,4
20058,20045,0.13,2108,3,11,57.9,0.75,4
20059,20058,0.21,2050,2,11,57.9,0.75,4
20061,20064,0.05,2108,4,11,68.4,0.75,4
20061,20066,0.07,1424,2,21,77.2,0.75,4
20062,21612,0.1621,2142,5,11,68.4,0.75,4
20063,20062,0.05,2108,4,11,68.4,0.75,4
20063,20068,0.08,1460,1,73,46.6,0.75,4
20064,20239,0.0741,2108,4,11,68.4,0.75,4
20065,20064,0.08,1460,1,71,43.5,0.75,4
20065,20066,0.08,1460,1,71,43.5,0.75,4
20066,20014,0.39,1424,2,21,90,0.75,4
20067,20062,0.07,1424,2,21,77.2,0.75,4
20067,20068,0.09,1454,1,21,90,0.75,4
20068,23175,0.38,1424,2,21,90,0.75,4
20069,20027,0.73,1427,3,21,90,0.75,4
20069,20070,0.09,1460,1,71,51.4,0.75,4
20070,21634,0.74,2108,4,11,68.4,0.75,4
20071,20072,0.07,1460,1,73,46.6,0.75,4
20071,21630,0.13,2108,4,11,68.4,0.75,4
20072,20017,0.06,1427,3,21,90,0.75,4
20074,20032,0.44,2050,2,75,38.5,0.75,4
20075,26600,0.35,2030,1,75,38.5,0.75,4
20077,20052,0.12,2050,2,75,28,0.75,4
20082,20049,0.14,2050,2,75,28,0.75,4
20082,20277,0.13,2030,1,75,28,0.75,4
20089,23629,0.54,1470,2,73,42.3,0.75,4
20096,20436,0.1053,1470,2,94,59.1,0.75,4
20101,20102,0.1393,1470,4,94,31.8,0.75,4
20102,20123,0.1168,693,2,41,29.1,0.75,4
20102,21350,0.0763,1470,2,71,27.7,0.75,4
20105,23755,0.1197,693,2,41,37.5,0.75,4
20105,26619,0.3186,2142,4,11,68.4,0.75,4
20110,20111,0.0732,693,2,41,37.5,0.75,4
20111,20424,0.2243,693,2,41,29.1,0.75,4
20112,20110,0.1824,924,2,41,37.5,0.75,4
20113,23636,0.261,2050,2,75,31.5,0.75,4
20113,26616,0.44,2142,4,11,68.4,0.75,4
20118,20274,0.172,2158,5,11,68.4,0.75,4
20123,20414,0.1891,693,2,41,37.5,0.75,4
20124,20112,0.0694,1460,1,71,35.6,0.75,4
20129,23601,0.08,1236,2,41,37.5,0.75,4
20131,20129,0.68,1236,2,41,37.5,0.75,4
20132,20135,0.04,1460,1,71,35.6,0.75,4
20132,23599,0.07,1236,2,41,37.5,0.75,4
20133,23765,0.06,1236,2,41,37.5,0.75,4
20135,20133,0.16,1465,1,71,35.6,0.75,4
20139,26412,2.3427,2108,3,12,90,0.75,4
20142,20280,0.2961,2050,2,11,73.7,0.75,4
20142,26418,0.7525,2050,2,11,57.9,0.75,4
20145,20146,1.6494,2108,3,75,38.5,0.75,4
20145,20282,0.9185,2050,2,11,73.7,0.75,4
20146,26420,0.5017,2173,6,11,73.7,0.75,4
20147,20139,1.5239,2108,3,75,38.5,0.75,4
20147,26419,0.5022,2108,3,11,68.4,0.75,4
20148,25130,0.2511,2158,5,11,68.4,0.75,4
20162,21199,1.35,1030,3,41,37.5,0.75,4
20162,21225,0.19,1030,3,41,37.5,0.75,4
20163,22069,0.08,863,3,41,37.5,0.75,4
20163,22256,0.0147,863,3,41,37.5,0.75,4
20166,22355,0.3563,1030,3,41,37.5,0.75,4
20166,22627,0.13,1030,3,41,37.5,0.75,4
20167,101,0.6616,10000,1,51,12.5,0.75,4
20167,25235,0.5215,1030,2,41,33.3,0.75,4
20167,25245,1.0386,750,2,61,33,0.75,4
20168,25227,0.55,1030,2,41,33.3,0.75,4
20168,25427,0.32,1030,2,41,33.3,0.75,4
20172,21136,0.0323,2108,3,95,28.8,0.75,4
20173,21020,0.0308,1300,2,95,28.8,0.75,4
20174,21377,0.0242,1300,2,95,28.8,0.75,4
20175,21368,0.0254,1300,2,95,28.8,0.75,4
20176,26214,0.0242,1300,2,95,28.8,0.75,4
20177,21040,0.0306,1300,3,95,28.8,0.75,4
20178,26225,0.0186,1465,1,94,31.8,0.75,4
20179,21044,0.0215,1300,2,95,28.8,0.75,4
20180,26235,0.0597,1465,1,94,31.8,0.75,4
20181,21062,0.0359,1300,2,95,28.8,0.75,4
20196,101,0.4529,10000,1,51,12.5,0.75,4
20196,25235,0.3687,1030,2,41,33.3,0.75,4
20196,25277,1.3758,1030,2,41,33.3,0.75,4
20202,25139,1.89,1030,2,41,33.3,0.75,4
20202,25180,0.3076,1030,2,41,33.3,0.75,4
20215,26646,0.3249,2142,4,11,68.4,0.75,4
20216,21450,0.905,1030,2,41,37.5,0.75,4
20216,21453,0.1269,1030,2,41,37.5,0.75,4
20231,20371,0.4331,2050,2,92,90,0.75,4
20232,21321,0.1001,2050,2,91,84.6,0.75,4
20232,25460,0.0746,2030,1,92,90,0.75,4
20235,25361,1.35,573,1,41,33.3,0.75,4
20235,25387,0.18,573,1,41,33.3,0.75,4
20236,23905,0.79,573,1,41,33.3,0.75,4
20236,25387,0.18,573,1,41,33.3,0.75,4
20236,25400,0.09,573,1,41,37.5,0.75,4
20239,21620,0.2359,2108,4,11,68.4,0.75,4
20250,23775,0.05,1460,1,71,35.6,0.75,4
20264,23403,0.07,770,2,41,29.1,0.75,4
20264,23407,0.22,578,2,41,29.1,0.75,4
20266,20483,0.4588,2158,5,91,90,0.75,4
20274,26617,0.4071,2158,5,11,68.4,0.75,4
20276,23697,0.1382,1460,1,73,38.1,0.75,4
20277,20276,0.52,2030,1,75,45.5,0.75,4
20278,20049,0.14,2108,4,11,68.4,0.75,4
20278,20277,0.14,2030,1,75,28,0.75,4
20279,20148,0.5797,2108,3,11,73.7,0.75,4
20280,20146,1.1959,2050,2,75,38.5,0.75,4
20280,40213,0.2701,2050,2,11,73.7,0.75,4
20281,20139,0.3951,2050,2,11,73.7,0.75,4
20282,22050,0.2099,2108,3,11,73.7,0.75,4
20282,26835,1.0992,2050,2,11,57.9,0.75,4
20284,20286,0.48,1470,2,94,36.4,0.75,4
20284,26829,0.8622,2108,3,91,90,0.75,4
20285,21303,0.235,2108,3,91,90,0.75,4
20286,20287,0.18,1470,2,93,52.6,0.75,4
20286,25062,0.4153,777,3,41,37.5,0.75,4
20287,20285,0.3384,1470,2,93,52.6,0.75,4
20298,25541,0.97,1030,2,41,37.5,0.75,4
20298,25544,0.69,929,1,41,37.5,0.75,4
20334,21224,0.0851,1460,1,94,31.8,0.75,4
20346,26238,2.7277,2158,5,91,90,0.75,4
20348,21138,0.4005,1460,1,93,46,0.75,4
20349,20348,0.0269,1460,1,93,46,0.75,4
20355,20172,0.0552,1460,1,93,46,0.75,4
20356,20355,0.0435,1460,1,93,46,0.75,4
20359,25015,0.2327,1460,1,94,31.8,0.75,4
20360,20359,0.0521,1460,1,94,31.8,0.75,4
20371,25474,0.0713,2050,2,92,90,0.75,4
20380,26257,0.066,1465,1,93,46,0.75,4
20381,20380,0.0453,1465,1,93,46,0.75,4
20384,20385,0.0431,1465,1,93,59.1,0.75,4
20385,21328,0.2497,1465,1,93,59.1,0.75,4
20386,20385,0.116,2030,1,92,90,0.75,4
20398,26248,0.2642,2108,3,91,90,0.75,4
20414,20698,0.2945,693,2,41,37.5,0.75,4
20414,23212,0.3053,688,1,41,37.5,0.75,4
20414,23753,0.2571,688,1,41,37.5,0.75,4
20424,21346,0.1539,1470,4,93,46,0.75,4
20427,26245,0.1948,1465,1,93,46,0.75,4
20428,20427,0.0262,1300,2,95,28.8,0.75,4
20431,20717,0.1655,688,1,41,37.5,0.75,4
20436,20101,0.1499,1470,2,94,31.8,0.75,4
20453,20462,0.0403,1460,1,94,31.8,0.75,4
20462,26235,0.1803,1465,1,94,31.8,0.75,4
20476,21364,0.041,1465,1,94,31.8,0.75,4
20482,20346,0.471,2158,5,91,90,0.75,4
20483,26237,0.1932,2142,4,91,90,0.75,4
20498,21034,0.1811,1465,1,93,46,0.75,4
20499,20498,0.0548,1460,1,93,46,0.75,4
20504,20508,0.0585,1460,1,94,31.8,0.75,4
20508,26225,0.2159,1465,1,94,31.8,0.75,4
20698,23238,0.4894,693,2,41,37.5,0.75,4
20711,20063,0.0691,2108,4,11,68.4,0.75,4
20715,20716,0.1308,693,2,41,37.5,0.75,4
20715,23618,0.4161,693,2,41,37.5,0.75,4
20716,20718,0.1541,688,1,41,37.5,0.75,4
20716,23751,0.2645,688,1,41,37.5,0.75,4
20717,20718,0.1113,688,1,41,37.5,0.75,4
20717,23751,0.2227,688,1,41,37.5,0.75,4
20718,23100,0.1495,688,1,41,37.5,0.75,4
20719,23100,0.1273,1527,1,21,77.2,0.75,4
21004,21006,0.01,953,3,41,37.5,0.75,4
21004,21024,0.2663,1470,3,93,46,0.75,4
21004,21236,0.3745,953,3,41,37.5,0.75,4
21006,21004,0.01,953,3,41,37.5,0.75,4
21006,21235,0.2,953,3,41,37.5,0.75,4
21008,20173,0.2215,1460,1,94,31.8,0.75,4
21008,21010,0.1772,2108,3,91,90,0.75,4
21010,21308,1.1241,2108,3,91,90,0.75,4
21012,26259,0.3763,2108,3,91,90,0.75,4
21018,21012,0.366,2108,3,91,90,0.75,4
21018,21022,0.2797,1460,1,94,31.8,0.75,4
21020,21022,0.3154,1460,1,94,31.8,0.75,4
21022,21006,0.2497,1470,3,94,31.8,0.75,4
21024,20174,0.1585,1460,1,93,46,0.75,4
21024,21010,0.5419,1460,1,93,46,0.75,4
21030,26904,1.1042,2108,3,91,90,0.75,4
21034,26226,0.3838,2142,4,91,90,0.75,4
21036,20177,0.1505,1465,1,93,46,0.75,4
21036,26223,0.2213,1465,1,93,46,0.75,4
21038,21036,0.2475,1475,4,93,46,0.75,4
21038,22197,0.1753,953,3,41,37.5,0.75,4
21038,22199,0.0146,953,3,41,37.5,0.75,4
21039,13,2.3186,10000,1,51,12.5,0.75,4
21039,21081,0.31,953,3,41,29.1,0.75,4
21040,20499,0.0351,1465,1,93,46,0.75,4
21042,20482,0.305,2142,4,91,90,0.75,4
21044,21042,0.2141,1465,1,93,46,0.75,4
21046,20179,0.1974,1465,1,93,46,0.75,4
21046,26233,0.1971,1465,1,93,46,0.75,4
21047,21051,0.51,953,3,41,37.5,0.75,4
21047,21089,0.16,944,2,41,29.1,0.75,4
21048,21180,0.0653,1475,3,93,59.1,0.75,4
21048,22877,0.2259,953,3,41,37.5,0.75,4
21048,22899,0.0086,953,3,41,37.5,0.75,4
21050,23727,0.0483,953,3,41,37.5,0.75,4
21050,23977,0.5049,953,3,41,37.5,0.75,4
21050,26922,0.4814,1460,1,93,46,0.75,4
21051,23,0.9007,10000,1,51,12.5,0.75,4
21051,21047,0.51,953,3,41,37.5,0.75,4
21051,21053,0.33,953,3,41,37.5,0.75,4
21052,21050,0.062,573,1,41,29.1,0.75,4
21052,23733,0.0514,695,1,41,29.1,0.75,4
21053,21051,0.33,953,3,41,37.5,0.75,4
21053,21075,0.95,953,3,41,37.5,0.75,4
21054,21184,0.3259,1470,2,94,31.8,0.75,4
21054,26922,0.9754,2158,5,91,90,0.75,4
21056,26243,0.6344,2142,4,91,90,0.75,4
21058,24435,0.0649,863,3,41,33.3,0.75,4
21058,24437,0.0083,863,3,41,33.3,0.75,4
21062,21202,0.4657,1465,1,94,31.8,0.75,4
21064,20181,0.183,1465,1,94,31.8,0.75,4
21064,20398,0.1884,2108,3,91,90,0.75,4
21066,26704,0.508,2108,3,91,90,0.75,4
21070,26703,0.1513,2108,3,91,76.9,0.75,4
21071,21073,0.11,953,3,41,37.5,0.75,4
21071,21103,0.17,953,3,41,37.5,0.75,4
21071,21575,0.28,953,3,41,37.5,0.75,4
21072,21090,0.858,2030,1,92,90,0.75,4
21072,26209,0.4404,2108,3,91,90,0.75,4
21073,21071,0.11,953,3,41,37.5,0.75,4
21073,21075,0.16,953,3,41,37.5,0.75,4
21074,21072,0.1327,2108,3,91,90,0.75,4
21075,21053,0.95,953,3,41,37.5,0.75,4
21075,21073,0.16,953,3,41,37.5,0.75,4
21081,21039,0.31,953,3,41,29.1,0.75,4
21081,21083,0.23,953,3,41,29.1,0.75,4
21083,21081,0.23,953,3,41,29.1,0.75,4
21083,21113,0.11,953,3,41,29.1,0.75,4
21089,21047,0.16,944,2,41,29.1,0.75,4
21089,21117,0.6,944,2,41,29.1,0.75,4
21090,26704,0.1827,2030,1,92,90,0.75,4
21092,21074,0.7797,2030,1,92,90,0.75,4
21092,21096,0.5534,2030,1,92,90,0.75,4
21094,21090,0.531,2030,1,92,90,0.75,4
21094,21096,1.0165,2108,3,91,90,0.75,4
21096,26260,1.3016,2108,3,91,90,0.75,4
21098,21204,0.0273,1465,1,93,46,0.75,4
21098,25006,0.0992,773,2,41,37.5,0.75,4
21098,25484,0.3122,773,2,41,37.5,0.75,4
21100,20381,0.0225,1465,1,93,46,0.75,4
21103,21071,0.17,953,3,41,37.5,0.75,4
21103,21107,0.56,953,3,41,37.5,0.75,4
21104,21318,1.4457,2108,3,91,90,0.75,4
21106,21108,0.1299,2050,2,92,90,0.75,4
21106,25482,0.4686,2108,3,91,90,0.75,4
21107,23,1.8053,10000,1,51,12.5,0.75,4
21107,36,1.4713,10000,1,51,12.5,0.75,4
21107,21103,0.56,953,3,41,37.5,0.75,4
21107,21127,0.26,953,3,41,37.5,0.75,4
21108,20232,0.1768,2050,2,92,90,0.75,4
21113,21083,0.11,953,3,41,29.1,0.75,4
21113,21141,0.19,953,3,41,33.3,0.75,4
21114,109,1.5073,10000,1,51,12.5,0.75,4
21114,24937,0.1372,1030,3,41,37.5,0.75,4
21114,25015,0.2514,1030,3,41,37.5,0.75,4
21116,24884,0.09,953,3,41,37.5,0.75,4
21116,25011,0.2036,953,3,41,37.5,0.75,4
21117,21089,0.6,944,2,41,29.1,0.75,4
21117,21135,0.45,953,3,41,37.5,0.75,4
21120,26285,0.3644,1460,1,93,46,0.75,4
21122,21213,0.2511,953,3,41,37.5,0.75,4
21122,21238,0.2511,953,3,41,37.5,0.75,4
21124,25009,0.1554,953,3,41,37.5,0.75,4
21124,25011,0.0148,953,3,41,37.5,0.75,4
21127,21107,0.26,953,3,41,37.5,0.75,4
21127,21129,0.2,953,3,41,37.5,0.75,4
