N,DTA_Type
32083,0
32084,0
32085,0
32086,0
32088,0
32091,0
32092,0
32095,0
32096,0
32100,0
32101,0
32103,0
32104,0
32107,0
32110,0
32111,0
32117,0
32119,0
32120,0
32121,0
32122,0
32124,0
32146,0
32147,0
32148,0
32149,0
32157,0
32161,0
32164,0
32166,0
32174,0
32182,0
32183,0
32194,0
32195,0
32196,0
32199,0
32200,0
32201,0
32202,0
32203,0
32204,0
32205,0
32206,0
32207,0
32208,0
32209,0
32210,0
32211,0
32212,0
32214,0
32215,0
32219,0
32220,0
32221,0
32223,0
32224,0
32225,0
32227,0
32229,0
32230,0
32232,0
32233,0
32235,0
32236,0
32237,0
32238,0
32239,0
32241,0
32243,0
32246,0
32250,0
32251,0
32255,0
32260,0
32261,0
32262,0
32263,0
32264,0
32265,0
32266,0
32268,0
32272,0
32273,0
32278,0
32279,0
32284,0
32286,0
32289,0
32290,0
32291,0
32293,0
32295,0
32301,0
32304,0
32306,0
32307,0
32308,0
32309,0
32310,0
32311,0
32312,0
32313,0
32314,0
32315,0
32316,0
32317,0
32318,0
32319,0
32321,0
32323,0
32324,0
32326,0
32327,0
32328,0
32329,0
32331,0
32337,0
32340,0
32341,0
32343,0
32350,0
32351,0
32352,0
32353,0
32357,0
32359,0
32360,0
32362,0
32363,0
32364,0
32365,0
32372,0
32376,0
32377,0
32378,0
32379,0
32380,0
32381,0
32384,0
32385,0
32386,0
32387,0
32388,0
32389,0
32390,0
32397,0
32407,0
32408,0
32410,0
32411,0
32412,0
32413,0
32415,0
32417,0
32419,0
32421,0
32427,0
32438,0
32448,0
32456,0
32460,0
32461,0
32463,0
32470,0
32471,0
32472,0
32473,0
32474,0
32475,0
32476,0
32478,0
32479,0
32480,0
32481,0
32483,0
32485,0
32489,0
32490,0
32491,0
32492,0
32496,0
32503,0
32509,0
32520,0
32522,0
32524,0
32525,0
32528,0
32529,0
32530,0
32533,0
32534,0
32535,0
32536,0
32538,0
32539,0
32540,0
32541,0
32543,0
32544,0
32547,0
32549,0
32550,0
32551,0
32552,0
32553,0
32554,0
32555,0
32556,0
32558,0
32559,0
32560,0
32561,0
32563,0
32564,0
32565,0
32566,0
32568,0
32569,0
32570,0
32571,0
32572,0
32573,0
32574,0
32575,0
32576,0
32578,0
32579,0
32580,0
32581,0
32582,0
32585,0
32586,0
32588,0
32590,0
32591,0
32592,0
32596,0
32599,0
32623,0
32624,0
32625,0
32626,0
32629,0
32630,0
32631,0
32633,0
32634,0
32635,0
32636,0
32637,0
32638,0
32639,0
32640,0
32649,0
32651,0
32662,0
32670,0
32671,0
32673,0
32675,0
32676,0
32678,0
32679,0
32680,0
32682,0
32689,0
32690,0
32691,0
32694,0
32696,0
32698,0
32699,0
32701,0
32719,0
32725,0
32726,0
32733,0
32734,0
32735,0
32751,0
32752,0
32753,0
32767,0
32768,0
32775,0
32776,0
32777,0
32778,0
32779,0
32780,0
32781,0
32783,0
32784,0
32785,0
32786,0
32788,0
32789,0
32790,0
32793,0
32794,0
32795,0
32796,0
32798,0
32800,0
32812,0
32828,0
32829,0
32830,0
32831,0
32843,0
32844,0
32853,0
32854,0
32855,0
32856,0
32858,0
32859,0
32860,0
32863,0
32864,0
32865,0
32866,0
32869,0
32870,0
32871,0
32872,0
32873,0
32874,0
32875,0
32879,0
32881,0
32883,0
32885,0
32891,0
32900,0
32901,0
32906,0
32908,0
32910,0
32915,0
32916,0
32918,0
32919,0
32920,0
32923,0
32924,0
32925,0
32926,0
32928,0
32929,0
32930,0
32932,0
32933,0
32934,0
32936,0
32938,0
32939,0
32940,0
32941,0
32944,0
32945,0
32948,0
32949,0
32950,0
32956,0
32958,0
32974,0
32975,0
32977,0
32978,0
32979,0
32980,0
32981,0
32983,0
32984,0
32985,0
32986,0
32987,0
32988,0
32989,0
32990,0
32991,0
32992,0
32993,0
32995,0
32996,0
32998,0
32999,0
33000,0
33001,0
33002,0
33007,0
33009,0
33021,0
33023,0
33024,0
33025,0
33026,0
33028,0
33031,0
33034,0
33035,0
33036,0
33052,0
33053,0
33056,0
33058,0
33059,0
33062,0
33067,0
33070,0
33072,0
33074,0
33076,0
33077,0
33078,0
33079,0
33080,0
33081,0
33082,0
33083,0
33084,0
33085,0
33086,0
33092,0
33099,0
33100,0
33102,0
33107,0
33109,0
33112,0
33115,0
33116,0
33117,0
33119,0
33121,0
33122,0
33123,0
33125,0
33126,0
33127,0
33129,0
33132,0
33137,0
33138,0
33139,0
33140,0
33141,0
33144,0
33146,0
33148,0
33150,0
33151,0
33153,0
33156,0
33160,0
33162,0
33164,0
33165,0
33166,0
33167,0
33168,0
33169,0
33170,0
33172,0
33173,0
33185,0
33186,0
33188,0
33189,0
33190,0
33191,0
33193,0
33194,0
33198,0
33199,0
33200,0
33201,0
33204,0
33205,0
33206,0
33210,0
33212,0
33213,0
33214,0
33215,0
33222,0
33223,0
33224,0
33225,0
33227,0
33232,0
33240,0
33241,0
33242,0
33243,0
33244,0
33245,0
33246,0
33250,0
33283,0
33284,0
33285,0
33286,0
33288,0
33289,0
33290,0
33291,0
33296,0
33297,0
33298,0
33299,0
33300,0
33301,0
33302,0
33304,0
33319,0
33321,0
33323,0
33327,0
33330,0
33332,0
33338,0
33339,0
33340,0
33343,0
33344,0
33345,0
33346,0
33349,0
33351,0
33355,0
33357,0
33358,0
33359,0
33360,0
33362,0
33364,0
33366,0
33367,0
33369,0
33370,0
33371,0
33372,0
33373,0
33374,0
33375,0
33378,0
33379,0
33380,0
33381,0
33382,0
33388,0
33389,0
33390,0
33392,0
33393,0
33394,0
33396,0
33404,0
33416,92
33417,92
33418,0
33419,0
33421,0
33433,92
33438,0
33439,0
33443,0
33444,90
33445,0
33446,0
33447,0
33448,0
33449,0
33454,91
33455,90
33456,0
33457,91
33458,0
33459,0
33460,0
33463,90
33464,91
33467,91
33469,90
33470,0
33474,0
33475,0
33476,0
33478,0
33479,0
33480,0
33481,0
33483,0
33484,0
33485,0
33488,0
33490,0
33493,0
33495,0
33499,0
33500,0
33503,0
33507,0
33509,0
33516,0
33517,0
33518,0
33519,0
33522,0
33523,0
33524,0
33530,92
33531,90
33532,91
33536,0
33537,0
33539,0
33540,0
33541,0
33544,0
33545,0
33546,0
33547,0
33550,0
33553,0
33555,0
33556,0
33559,0
33560,0
33562,0
33563,0
33564,0
33568,0
33569,0
33577,0
33580,0
33581,0
33582,0
33585,0
33586,0
33592,0
33593,0
33594,0
33619,0
33620,0
33621,0
33622,0
33623,92
33624,0
33631,0
33632,0
33633,92
33634,0
33635,0
33636,0
33637,92
33638,92
33639,0
33640,0
33641,90
33642,91
33649,0
33651,0
33652,0
33662,0
33664,0
33665,0
33673,0
33674,0
33676,0
33677,0
33679,0
33683,0
33685,0
33687,0
33689,0
33690,0
33691,0
33696,0
33699,0
33700,0
33709,0
33710,0
33725,0
33735,0
33742,0
33747,0
33751,0
33752,0
33754,0
33757,0
33761,0
33762,0
33768,0
33771,0
33781,0
33791,0
33792,0
33794,0
33802,0
33803,0
33804,0
33808,0
33815,0
33817,0
33819,0
33820,0
33821,0
33822,0
33823,0
33829,0
33830,0
33843,0
33844,0
33854,0
33855,0
33856,0
33857,0
33858,0
33859,0
33860,0
33862,0
33866,0
33867,0
33868,0
33872,0
33873,0
33875,0
33877,0
33878,0
33879,0
33880,0
33881,0
33883,0
33884,0
33886,0
33889,0
33904,0
33915,0
33916,0
33917,0
33920,0
33921,0
33924,0
33926,0
33927,0
33930,0
33933,0
33934,0
33935,0
33938,0
33945,0
33946,0
33949,0
33951,0
33955,0
33962,0
33963,0
33964,0
33968,0
33971,0
33976,0
33977,0
33978,0
33980,0
33983,0
33984,0
33985,0
33986,0
33988,0
33989,0
33992,0
33994,0
34000,0
34003,0
34004,0
34005,0
34016,0
34017,0
34018,0
34039,0
34042,0
34043,0
34053,0
34054,0
34058,0
34071,0
34072,0
34075,0
34076,0
34077,0
34079,0
34080,0
34083,0
34086,0
34087,0
34088,0
34090,0
34092,0
34093,0
34094,0
34098,0
34107,0
34110,0
34111,0
34112,0
34115,0
34123,0
34125,0
34126,0
34127,0
34130,0
34131,0
34132,0
34133,0
34134,0
34135,0
34136,0
34137,0
34138,0
34139,0
34140,0
34141,0
34142,0
34144,91
34145,90
34149,0
34150,0
34154,0
34155,0
34156,0
34158,0
34168,0
34177,0
34180,0
34184,0
34187,0
34189,0
34196,0
34198,0
34199,0
34201,0
34202,0
34204,0
34205,0
34207,0
34211,0
34212,0
34213,0
34232,0
34233,0
34236,0
34238,0
34241,0
34242,0
34246,0
34251,0
34252,0
34262,0
34273,0
34274,0
34280,0
34293,0
34294,0
34296,0
34300,0
34304,0
34306,0
34307,0
34310,0
34311,0
34312,0
34313,0
34315,0
34317,0
34318,0
34319,0
34321,0
34329,0
34331,0
34338,0
34340,0
34341,0
34343,0
34347,0
34357,0
34372,0
34373,0
34377,0
34378,0
34380,0
34382,0
34386,0
34394,0
34397,0
34398,0
34399,0
34401,0
34415,0
34420,0
34421,0
34431,0
34432,0
34441,0
34455,0
34477,0
34480,0
34481,0
34482,0
34488,0
34489,0
34490,0
34491,0
34492,0
34493,0
34496,0
34498,0
34501,0
34502,0
34507,0
34508,0
34509,0
34510,0
34511,0
34512,0
34515,0
34516,0
34526,0
34527,0
34529,0
34532,0
34533,0
34534,0
34538,0
34542,0
34546,0
34547,0
34548,0
34549,0
34554,0
34555,0
34556,0
34558,0
34568,0
34571,0
34572,0
34578,0
34580,0
34584,0
34585,0
34590,0
34592,0
34597,0
34598,0
34600,0
34601,0
34611,0
34612,0
34613,0
34618,0
34622,0
34624,0
34625,0
34626,0
34627,0
34628,0
34629,0
34632,0
34633,0
34636,0
34637,0
34638,0
34639,0
34640,0
34641,0
34642,0
34643,0
34644,0
34647,0
34650,0
34651,0
34652,0
34656,0
34657,0
34660,0
34662,0
34663,0
34668,0
34674,0
34675,0
34676,0
34677,0
34679,0
34681,0
34682,0
34693,0
34694,0
34695,0
34696,0
34697,0
34698,0
34700,0
34701,0
34706,0
34707,0
34708,0
34712,0
34713,0
34722,0
34725,0
34730,0
34731,0
34742,0
34743,0
34750,0
34754,0
34764,0
34767,0
34772,0
34775,0
34776,0
34777,0
34778,0
34779,0
34780,0
34781,0
34782,0
34783,0
34785,0
34787,0
34789,0
34804,0
34828,0
34841,0
34844,0
34848,0
34854,0
34859,0
34860,0
34864,0
34866,0
34867,0
34868,0
34869,0
34870,0
34871,0
34892,0
34894,0
34897,0
34905,0
34907,0
34908,90
34909,0
34910,0
34911,0
34913,0
34914,0
34939,0
34940,0
34941,0
34947,0
34948,0
34949,0
34976,0
34978,0
34985,0
34986,0
35004,0
35005,0
35008,0
35009,0
35010,0
35011,0
35034,0
35042,0
35043,90
35046,92
35047,91
35051,0
35053,0
35055,0
35065,92
35066,0
35067,91
35068,90
35070,0
35071,0
35072,0
35074,0
35080,0
35089,0
35090,0
35091,0
35092,0
35093,0
35104,0
35105,0
35106,0
35107,0
35108,0
35109,0
35110,0
35111,0
35112,0
35113,0
35114,0
35115,0
35116,0
35117,0
35120,0
35121,0
35122,0
35123,0
35124,0
35125,0
35126,0
35127,0
35128,0
35129,0
35130,0
35131,0
35132,0
35133,0
35134,0
35135,0
35136,0
35137,0
35138,0
35139,0
35140,0
35141,0
35142,0
35144,0
35145,0
35146,0
35148,0
35149,0
35153,0
35154,0
35155,0
35156,0
35157,0
35159,0
35160,0
35162,0
35164,0
35165,0
35166,0
35167,0
35169,0
35170,0
35171,0
35172,0
35173,0
35175,0
35176,0
35177,0
35179,0
35180,0
35193,92
35199,90
35200,91
35201,0
35202,90
35203,0
35204,0
35213,91
35217,0
35218,0
35219,90
35221,0
35227,0
35233,0
35234,0
35235,0
35236,0
35240,0
35241,0
35246,0
35247,0
35248,0
35252,0
35253,0
35254,0
35257,0
35259,0
35305,0
35323,90
35324,91
35325,0
35327,0
35328,0
35329,0
35331,0
35332,0
35334,0
35340,0
35350,91
35351,92
35352,0
35353,0
35361,0
35362,0
35363,0
35364,0
35392,0
35398,0
35399,0
35406,0
35413,0
35414,0
35415,0
35416,0
35417,0
35419,0
35421,0
35422,91
35423,0
35427,0
35429,0
35430,0
35434,90
35435,0
35436,0
35437,0
35438,0
35439,0
35440,0
35441,0
35442,0
35443,0
35444,0
35445,0
35446,0
35448,0
35449,0
35450,0
35451,0
35452,0
35454,0
35455,0
35456,0
35529,0
35530,0
35534,0
35540,0
35543,0
35544,0
35553,0
35557,0
35559,0
35568,0
35576,0
35577,0
35578,0
35588,0
35589,0
35594,0
35595,0
35597,0
35598,0
35600,0
35601,0
35602,0
35604,0
35606,0
35609,0
35611,0
35613,0
35614,0
35615,0
35616,0
35617,0
35618,0
35619,0
35621,0
35625,0
35627,0
35628,0
35630,0
35632,0
35633,0
35634,0
35636,0
35640,0
35641,0
35643,0
35646,0
35656,0
35661,0
35662,0
35663,0
35664,0
35665,0
35666,0
35667,0
35668,0
35669,0
35670,0
35671,0
35672,0
35673,0
35674,0
35675,0
35676,0
35677,0
35678,0
35679,0
35680,0
35681,0
35682,0
35683,0
35684,0
35685,0
35686,0
35687,0
35688,0
35689,0
35690,0
35691,0
35694,0
35695,0
35696,0
35699,0
35700,0
35701,0
35703,0
35704,0
35705,0
35706,0
35707,0
35710,0
35711,0
35712,0
35713,0
35714,0
35715,0
35716,0
35717,0
35718,0
35722,0
35723,0
35724,0
35728,0
35729,0
35734,0
35735,0
35736,0
35740,0
35741,0
35742,0
35743,0
35746,0
35751,0
35752,0
35755,0
35756,0
35757,0
35758,0
35759,0
35760,0
35761,0
35982,91
36087,0
36202,0
36203,0
36204,0
36205,0
36206,0
36207,0
36208,0
36210,0
36211,0
36212,0
36213,0
36218,0
36219,0
36220,0
36223,0
36224,0
36225,0
36228,0
36229,0
36234,0
36236,0
36238,0
36239,0
36243,0
36244,0
36245,0
36246,0
36249,0
36253,0
36254,0
36255,0
36256,0
36258,0
36259,0
36261,0
36262,0
36263,0
36264,0
36267,0
36268,0
36270,0
36274,0
36277,0
36278,0
36280,0
36281,0
36282,0
36284,0
36285,0
36286,0
36292,0
36294,0
36296,0
36297,0
36301,0
36307,0
36310,0
36311,0
36319,0
36321,0
36336,0
36337,0
36338,0
36339,0
36340,0
36342,0
36343,0
36344,0
36345,0
36347,0
36348,0
36349,0
36353,0
36355,0
36362,0
36364,0
36367,0
36368,0
36369,0
36371,0
36372,0
36378,0
36381,0
36382,0
36383,0
36384,0
36386,0
36389,0
36390,0
36391,0
36392,0
36397,0
36405,0
36406,0
36407,0
36408,0
36416,0
36417,0
37125,91
40003,0
40006,0
40007,0
40009,0
40011,0
40012,0
40014,0
40015,0
40018,0
40019,0
40020,0
40021,0
40022,90
40025,0
40026,0
40027,0
40043,0
40045,0
40052,0
40059,0
40061,0
40062,0
40063,0
40064,0
40203,0
40205,0
40207,0
40212,0
40213,0
40215,0
40216,0
40217,0
40218,0
40219,0
40221,0
40223,0
40225,0
40227,0
40228,0
40229,0
40230,0
40232,0
40233,0
40235,0
40236,0
40237,0
40239,0
40244,0
40245,0
40246,0
40247,0
40249,0
40250,0
40252,0
40255,0
40256,0
40257,0
40259,0
40261,0
40267,0
40269,0
40270,0
40276,0
40279,0
40280,92
40288,0
40289,0
40298,0
40299,0
40308,0
40309,0
40317,0
40318,92
40319,0
40321,0
40322,0
40337,0
40339,0
40340,0
40344,90
40345,0
40346,0
40347,91
40348,90
40350,91
40351,90
100032,0
100033,0
100034,0
100035,0
100036,0
100037,0
100038,0
100039,0
100040,0
100041,0
100056,92
100057,0
100062,0
100063,92
100064,0
100065,0
100066,0
100093,0
100094,0
100095,0
100107,92
100108,0
100109,0
100110,0
100121,0
100124,92
100125,0
100127,0
100135,0
100136,0
100137,0
100138,0
100151,0
100152,0
100153,0
100154,0
100155,0
100156,0
100157,0
100158,0
100159,0
100185,0
100186,92
100187,0
100190,0
100191,92
100192,0
100193,0
100200,0
100201,0
100202,0
100203,0
100214,92
100215,0
100216,0
100217,92
100220,0
100221,0
100222,0
100223,0
100224,0
100240,0
100241,92
100242,0
100245,0
100246,92
100247,0
100249,0
100259,0
100261,0
100266,0
100267,0
100269,0
100271,0
100274,0
100276,0
100277,0
100278,0
100279,0
100280,0
100281,0
100282,92
100283,0
100286,92
100287,0
100290,90
100291,91
100292,91
100293,90
100295,91
100296,90
100299,90
100300,91
100301,91
100302,90
100303,0
100304,91
100305,90
100306,90
100307,91
100308,0
100311,91
100312,90
100313,91
100314,90
100320,91
100321,90
100324,0
100326,0
100328,0
100329,0
100330,92
100334,0
100335,92
100336,91
100337,90
100338,0
100339,91
100340,0
100341,92
100342,0
100343,90
100344,92
100345,0
100346,90
100347,91
100348,91
100349,90
100352,0
100353,0
100354,0
100355,0
100356,0
100357,0
100358,0
100359,0
100360,0
100361,0
100362,0
100363,0
100364,0
100365,0
100366,0
100369,0
100370,0
100371,0
100372,0
100373,0
100374,92
100375,91
100376,0
100377,0
100378,90
100379,91
100380,92
100381,90
100382,0
100383,0
100384,0
100385,0
100386,0
100387,0
100388,0
100389,0
100390,0
100391,0
100392,0
100393,0
100394,0
100395,0
100396,0
100397,0
100398,0
100399,0
100400,0
100401,0
100403,0
100404,0
100405,0
100406,0
100407,0
100408,0
100409,0
100410,0
100411,0
100412,0
100413,0
100414,0
100415,0
100416,0
100417,0
100418,0
100419,0
100420,0
100421,91
100422,0
100423,0
100424,90
100425,0
100426,0
100427,91
100428,92
100430,92
100431,91
100432,90
100433,0
100434,90
100435,0
100436,92
100437,91
100438,0
100440,0
100441,0
100442,0
100443,92
100444,0
100445,0
100446,0
100447,0
100448,0
100449,0
100450,0
100451,0
100452,0
100453,0
100454,0
100455,0
100456,0
100457,0
100458,0
100459,0
100460,0
100461,0
100462,0
100463,0
100464,0
100465,0
100466,92
100467,0
100468,0
100469,0
100470,0
100471,0
100472,0
100473,92
100474,0
100475,0
100476,0
100477,0
100478,0
100479,0
100480,0
100481,0
100482,0
100483,0
100484,0
100485,0
100486,0
100487,0
100488,0
100489,0
100490,92
100491,0
100492,0
100493,0
100494,0
100495,0
100496,92
100497,0
100498,0
100499,0
100500,0
100501,0
100502,0
100503,0
100504,0
100505,0
100506,0
100507,0
100508,0
100509,0
100510,0
100511,0
100512,0
100513,0
100514,0
100515,0
100516,0
100517,0
100518,0
100519,0
100520,0
100521,0
100522,0
100523,0
100524,0
100525,0
100526,90
100527,91
100528,90
100529,91
100530,91
100531,90
100532,90
100533,0
100534,0
100535,91
100536,90
100537,0
100538,92
100539,91
100540,0
100541,0
100542,0
100543,0
100544,90
100545,0
100546,0
100547,0
100548,0
100549,0
100550,0
100551,0
100552,0
100553,0
100555,0
100556,0
100557,0
100558,0
100559,0
100560,0
100561,0
100562,0
100563,0
100564,0
100565,0
100566,0
100567,0
100568,0
100569,0
100570,0
100571,0
100572,0
100573,0
100574,0
100575,0
100576,0
100577,0
100578,0
100579,0
100580,0
100581,0
100582,0
100583,0
100584,0
100585,0
100586,0
100587,90
100588,92
100589,91
100590,0
100591,90
100592,0
100593,0
100594,0
100595,0
100596,0
100597,0
100598,0
100599,0
100600,0
100601,0
100602,0
100603,0
100604,0
100605,0
100606,0
100607,0
100608,0
100609,0
100610,0
100611,0
100612,0
100613,0
100614,0
100615,0
100616,0
100617,0
100618,0
100619,0
100620,0
100621,0
100622,0
100623,90
100624,0
100625,0
100626,0
100627,91
100628,0
100629,0
100630,0
100631,92
100632,0
100633,0
100634,0
100635,0
100636,0
100637,0
100638,0
100639,0
100640,0
100641,0
100642,0
100643,0
100644,0
100645,0
100646,0
100647,0
100648,0
100649,0
100650,0
100651,0
100652,0
100653,0
100654,0
100655,0
100656,0
100657,0
100658,0
100659,0
100660,0
100661,0
100662,0
100663,0
100664,0
100665,0
100666,0
100667,0
100668,0
100669,0
100670,0
100671,0
100672,0
100673,0
100674,0
100675,0
100676,0
100677,0
100678,0
100679,0
100680,0
100681,0
100682,0
100683,0
100684,0
100685,0
100686,0
100687,0
100688,0
100689,0
100690,0
100691,0
100692,0
100693,0
100694,0
100695,0
100696,0
100697,0
100698,0
100699,0
100700,0
100701,0
100702,0
100703,0
100704,0
100705,0
100706,0
100707,90
100708,0
100709,90
100710,0
100711,0
100712,0
100713,0
100714,0
100715,0
100716,0
100717,92
100718,92
100719,0
100720,0
100721,0
100722,0
100729,0
100730,0
100731,91
100732,0
100733,90
100734,0
